"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue"
"4887","barnacles",17,16,14,14,0.333333333333333,1.25527250510331,0.190748688602766,1.23044892137827,"Noun",17,1,"Noun","17",2.54710664724777
"4891","barns",21,21,20,20,0.411764705882353,1.34242268082221,0.25035765379113,1.34242268082221,"Noun",21,1,"Noun","21",2.63425682296667
"4900","barometer",36,31,30,25,0.705882352941177,1.56820172406699,0.369575584167859,1.50514997831991,"Noun",36,1,"Noun","36",2.86003586621145
"4901","barometers",2,1,1,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"4905","baronet",11,5,8,5,0.215686274509804,1.07918124604762,0.0596089651883643,0.778151250383644,"Noun",11,1,"Noun","11",2.37101538819208
"4906","baronets",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"4909","barons",50,24,36,21,0.980392156862745,1.70757017609794,0.286123032904149,1.39794000867204,"Noun",57,1,"Noun","57",2.9994043182424
"4910","barony",2,1,1,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"4911","baroque",16,13,7,6,0.313725490196078,1.23044892137827,0.154983309489747,1.14612803567824,"Noun",16,1,"Noun","16",2.52228306352273
"4912","barouche",5,3,5,3,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281
"4916","barracks",226,105,200,98,4.43137254901961,2.35602585719312,1.25178826895565,2.02530586526477,"Noun",226,1,"Noun","226",3.64785999933758
"4920","barrage",53,39,49,37,1.03921568627451,1.73239375982297,0.464949928469242,1.60205999132796,"Noun",53,1,"Noun","53",3.02422790196743
"4921","barrages",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"4923","barratry",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"4929","barrelhead",16,9,14,9,0.313725490196078,1.23044892137827,0.107296137339056,1,"Noun",16,1,"Noun","16",2.52228306352273
"4934","barrels",144,107,138,104,2.82352941176471,2.16136800223497,1.275631855031,2.03342375548695,"Noun",143,1,"Noun","143",3.45320214437943
"4936","barrenness",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"4937","barrens",3,3,1,1,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"4940","barrette",8,7,8,7,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378
"4941","barrettes",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048
"4946","barrier",173,117,155,108,3.3921568627451,2.2405492482826,1.39484978540773,2.07188200730613,"Noun",172,1,"Noun","172",3.53238339042706
"4947","barriers",47,43,47,43,0.92156862745098,1.68124123737559,0.512637100619933,1.64345267648619,"Noun",47,1,"Noun","47",2.97307537952005
"4952","barrister",41,24,34,21,0.803921568627451,1.6232492903979,0.286123032904149,1.39794000867204,"Noun",41,1,"Noun","41",2.91508343254236
"4953","barristers",5,5,4,4,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281
"4955","barrooms",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"4978","bas",9,7,7,5,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Noun",9,1,"Noun","9",2.29183414214446
"4983","baseballs",30,18,26,14,0.588235294117647,1.49136169383427,0.214592274678112,1.27875360095283,"Noun",31,1,"Noun","31",2.78319583597873
"4984","baseboard",9,7,9,7,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Noun",9,1,"Noun","9",2.29183414214446
"4985","baseboards",4,1,3,1,0.0784313725490196,0.698970004336019,0.0119217930376729,0.301029995663981,"Noun",4,1,"Noun","4",1.99080414648048
"4988","baseline",38,26,37,26,0.745098039215686,1.5910646070265,0.309966618979495,1.43136376415899,"Noun",38,1,"Noun","38",2.88289874917096
"4989","baselines",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"4991","baseman",30,25,30,25,0.588235294117647,1.49136169383427,0.298044825941822,1.41497334797082,"Noun",30,1,"Noun","30",2.78319583597873
"4992","basement",1074,679,1052,670,21.0588235294118,3.03140846425162,8.09489747257988,2.83250891270624,"Noun",1074,1,"Noun","1074",4.32324260639608
"4993","basements",30,24,29,23,0.588235294117647,1.49136169383427,0.286123032904149,1.39794000867204,"Noun",30,1,"Noun","30",2.78319583597873
"4994","baseness",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5001","bashers",9,4,9,4,0.176470588235294,1,0.0476871721506915,0.698970004336019,"Noun",9,1,"Noun","9",2.29183414214446
"5009","basics",114,103,110,101,2.23529411764706,2.06069784035361,1.22794468288031,2.01703333929878,"Noun",113,1,"Noun","113",3.35253198249807
"5013","basilica",9,6,7,4,0.176470588235294,1,0.0715307582260372,0.845098040014257,"Noun",9,1,"Noun","9",2.29183414214446
"5014","basilicas",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5018","basins",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"5019","basis",609,504,608,503,11.9411764705882,2.78532983501077,6.00858369098713,2.70329137811866,"Noun",607,1,"Noun","607",4.07716397715523
"5022","basket",672,428,643,421,13.1764705882353,2.82801506422398,5.10252742012399,2.63245729218472,"Noun",672,1,"Noun","672",4.11984920636844
"5025","basketful",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"5030","basques",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5032","basses",4,3,3,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048
"5034","bassets",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5036","bassinet",18,15,18,15,0.352941176470588,1.27875360095283,0.178826895565093,1.20411998265592,"Noun",18,1,"Noun","18",2.57058774309729
"5037","bassinets",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5038","bassist",6,2,5,2,0.117647058823529,0.845098040014257,0.0238435860753457,0.477121254719662,"Noun",6,1,"Noun","6",2.13693218215872
"5041","bassoons",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5048","bastards",943,670,814,605,18.4901960784314,2.97497199429807,7.98760133524082,2.82672252016899,"Noun",939,1,"Noun","939",4.26680613644253
"5049","bastardy",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5052","baster",12,11,12,11,0.235294117647059,1.11394335230684,0.131139723414402,1.07918124604762,"Noun",12,1,"Noun","12",2.4057774944513
"5053","basti",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5057","bastinado",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5059","bastion",18,17,18,17,0.352941176470588,1.27875360095283,0.202670481640439,1.25527250510331,"Noun",18,1,"Noun","18",2.57058774309729
"5060","bastions",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5063","batata",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5066","batches",14,12,12,11,0.274509803921569,1.17609125905568,0.143061516452074,1.11394335230684,"Noun",14,1,"Noun","14",2.46792540120014
"5077","bather",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5078","bathers",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5081","bathhouses",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"5083","bathmat",13,4,13,4,0.254901960784314,1.14612803567824,0.0476871721506915,0.698970004336019,"Noun",13,1,"Noun","13",2.4379621778227
"5085","bathrobes",18,14,18,14,0.352941176470588,1.27875360095283,0.16690510252742,1.17609125905568,"Noun",18,1,"Noun","18",2.57058774309729
"5086","bathroom",3145,1835,3039,1787,61.6666666666667,3.49775871828727,21.8764902241297,3.26387267686522,"Noun",3145,1,"Noun","3145",4.78959286043173
"5087","bathrooms",138,120,135,118,2.70588235294118,2.14301480025409,1.43061516452074,2.08278537031645,"Noun",137,1,"Noun","137",3.43484894239855
"5088","baths",161,121,153,117,3.15686274509804,2.20951501454263,1.44253695755842,2.08635983067475,"Noun",161,1,"Noun","161",3.50134915668709
"5091","bathwater",9,9,7,7,0.176470588235294,1,0.107296137339056,1,"Noun",9,1,"Noun","9",2.29183414214446
"5094","batik",5,2,2,2,0.0980392156862745,0.778151250383644,0.0238435860753457,0.477121254719662,"Noun",5,1,"Noun","5",2.0699853925281
"5098","batons",16,10,16,10,0.313725490196078,1.23044892137827,0.119217930376729,1.04139268515823,"Noun",16,1,"Noun","16",2.52228306352273
"5100","batsman",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"5101","batsmen",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5102","batt",4,2,1,1,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048
"5103","battalion",298,140,181,94,5.84313725490196,2.47567118832443,1.6690510252742,2.14921911265538,"Noun",298,1,"Noun","298",3.76750533046889
"5104","battalions",27,20,20,14,0.529411764705882,1.44715803134222,0.238435860753457,1.32221929473392,"Noun",27,1,"Noun","27",2.73899217348668
"5110","batteries",405,261,366,246,7.94117647058824,2.60852603357719,3.11158798283262,2.41830129131975,"Noun",405,1,"Noun","405",3.90036017572165
"5116","battleaxe",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5124","battlement",8,6,8,6,0.156862745098039,0.954242509439325,0.0715307582260372,0.845098040014257,"Noun",8,1,"Noun","8",2.24607665158378
"5126","battler",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"5127","battles",260,212,254,206,5.09803921568627,2.41664050733828,2.52742012398665,2.32837960343874,"Noun",261,1,"Noun","261",3.70847464948274
"5128","battleship",87,64,70,56,1.70588235294118,1.94448267215017,0.762994754411063,1.81291335664286,"Noun",87,1,"Noun","87",3.23631681429463
"5135","batwing",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5136","batwoman",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5138","baubles",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378
"5139","baud",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5140","bauhinia",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5141","bauxite",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
"5143","bawd",8,3,8,3,0.156862745098039,0.954242509439325,0.0357653791130186,0.602059991327962,"Noun",8,1,"Noun","8",2.24607665158378
"5145","bawds",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"5153","bayaderes",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5155","bayberry",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5158","baymen",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5161","bayonets",37,29,34,27,0.725490196078431,1.57978359661681,0.345731998092513,1.47712125471966,"Noun",37,1,"Noun","37",2.87161773876127
"5165","bazaar",58,45,42,33,1.13725490196078,1.77085201164214,0.536480686695279,1.66275783168157,"Noun",58,1,"Noun","58",3.0626861537866
"5166","bazaars",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"5171","bazookas",13,11,10,8,0.254901960784314,1.14612803567824,0.131139723414402,1.07918124604762,"Noun",13,1,"Noun","13",2.4379621778227
"5183","beaches",209,141,197,133,4.09803921568627,2.32221929473392,1.68097281831187,2.15228834438306,"Noun",209,1,"Noun","209",3.61405343687838
"5186","beachheads",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281
"5188","beachside",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5189","beachwear",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"5192","beacons",12,10,12,10,0.235294117647059,1.11394335230684,0.119217930376729,1.04139268515823,"Noun",12,1,"Noun","12",2.4057774944513
"5198","beads",180,106,167,100,3.52941176470588,2.25767857486918,1.26371006199332,2.02938377768521,"Noun",180,1,"Noun","180",3.54951271701364
"5199","beadwork",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5202","beagles",7,5,7,5,0.137254901960784,0.903089986991944,0.0596089651883643,0.778151250383644,"Noun",7,1,"Noun","7",2.1949241291364
"5204","beak",107,88,100,85,2.09803921568627,2.03342375548695,1.04911778731521,1.94939000664491,"Noun",108,1,"Noun","108",3.32525789763141
"5207","beakers",8,6,8,6,0.156862745098039,0.954242509439325,0.0715307582260372,0.845098040014257,"Noun",8,1,"Noun","8",2.24607665158378
"5208","beakhead",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5209","beaks",13,12,12,11,0.254901960784314,1.14612803567824,0.143061516452074,1.11394335230684,"Noun",13,1,"Noun","13",2.4379621778227
"5215","beamers",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5221","beanbags",5,3,5,3,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281
"5224","beaners",3,1,3,1,0.0588235294117647,0.602059991327962,0.0119217930376729,0.301029995663981,"Noun",3,1,"Noun","3",1.89389413347242
"5225","beanery",5,5,1,1,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281
"5227","beanies",6,4,4,2,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872
"5240","bearder",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5243","beards",39,34,33,30,0.764705882352941,1.60205999132796,0.405340963280877,1.54406804435028,"Noun",39,1,"Noun","39",2.89389413347242
"5246","bearer",92,66,88,65,1.80392156862745,1.96848294855394,0.786838340486409,1.82607480270083,"Noun",92,1,"Noun","92",3.2603170906984
"5247","bearers",13,11,11,9,0.254901960784314,1.14612803567824,0.131139723414402,1.07918124604762,"Noun",13,1,"Noun","13",2.4379621778227
"5249","bearings",85,61,83,59,1.66666666666667,1.93449845124357,0.727229375298045,1.79239168949825,"Noun",85,1,"Noun","85",3.22633259338803
"5255","bearskin",21,14,19,14,0.411764705882353,1.34242268082221,0.16690510252742,1.17609125905568,"Noun",21,1,"Noun","21",2.63425682296667
"5256","bearskins",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5257","beast",1252,552,899,503,24.5490196078431,3.09795107099415,6.58082975679542,2.7427251313047,"Noun",1241,1,"Noun","1241",4.38978521313861
"5264","beasts",190,151,178,142,3.72549019607843,2.28103336724773,1.8001907486886,2.18184358794477,"Noun",191,1,"Noun","191",3.57286750939219
"5269","beater",36,32,34,30,0.705882352941177,1.56820172406699,0.381497377205532,1.51851393987789,"Noun",36,1,"Noun","36",2.86003586621145
"5270","beaters",12,10,9,8,0.235294117647059,1.11394335230684,0.119217930376729,1.04139268515823,"Noun",12,1,"Noun","12",2.4057774944513
"5273","beatings",68,55,65,54,1.33333333333333,1.83884909073726,0.655698617072008,1.7481880270062,"Noun",66,1,"Noun","66",3.13068323288172
"5274","beatitudes",2,2,0,0,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5276","beatnik",32,19,29,17,0.627450980392157,1.51851393987789,0.226514067715784,1.30102999566398,"Noun",32,1,"Noun","32",2.81034808202235
"5277","beatniks",8,8,6,6,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378
"5286","beaus",11,11,11,11,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,"Noun",11,1,"Noun","11",2.37101538819208
"5289","beauti",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5290","beautician",11,10,8,7,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",11,1,"Noun","11",2.37101538819208
"5292","beauties",129,113,123,107,2.52941176470588,2.11394335230684,1.34716261325703,2.05690485133647,"Noun",129,1,"Noun","129",3.4057774944513
"5300","beauty",2460,1504,2100,1367,48.2352941176471,3.3911116137028,17.93037672866,3.17753649992986,"Noun",2454,1,"Noun","2454",4.68294575584726
"5332","bedbugs",44,33,42,33,0.862745098039216,1.65321251377534,0.393419170243205,1.53147891704226,"Noun",44,1,"Noun","44",2.9450466559198
"5333","bedchamber",12,10,11,9,0.235294117647059,1.11394335230684,0.119217930376729,1.04139268515823,"Noun",12,1,"Noun","12",2.4057774944513
"5334","bedclothes",9,7,9,7,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Noun",9,1,"Noun","9",2.29183414214446
"5335","bedcovers",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5342","bedfellow",7,6,7,6,0.137254901960784,0.903089986991944,0.0715307582260372,0.845098040014257,"Noun",7,1,"Noun","7",2.1949241291364
"5347","bedlamite",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"5348","bedmate",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5350","bedouins",7,5,0,0,0.137254901960784,0.903089986991944,0.0596089651883643,0.778151250383644,"Noun",7,1,"Noun","7",2.1949241291364
"5352","bedpans",20,17,19,16,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.61405343687838
"5353","bedpost",16,15,16,15,0.313725490196078,1.23044892137827,0.178826895565093,1.20411998265592,"Noun",16,1,"Noun","16",2.52228306352273
"5354","bedposts",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5356","bedridden",17,17,13,13,0.333333333333333,1.25527250510331,0.202670481640439,1.25527250510331,"Noun",17,1,"Noun","17",2.54710664724777
"5357","bedrock",16,16,15,15,0.313725490196078,1.23044892137827,0.190748688602766,1.23044892137827,"Noun",16,1,"Noun","16",2.52228306352273
"5359","bedrolls",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5361","bedrooms",152,136,150,134,2.98039215686275,2.1846914308176,1.62136385312351,2.13672056715641,"Noun",152,1,"Noun","152",3.47652557296206
"5363","bedsheet",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5364","bedsheets",12,10,10,8,0.235294117647059,1.11394335230684,0.119217930376729,1.04139268515823,"Noun",12,1,"Noun","12",2.4057774944513
"5365","bedside",98,96,90,89,1.92156862745098,1.99563519459755,1.1444921316166,1.98677173426624,"Noun",96,1,"Noun","96",3.28746933674201
"5366","bedsit",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5367","bedsore",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048
"5368","bedsores",11,9,11,9,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",11,1,"Noun","11",2.37101538819208
"5370","bedspreads",6,5,6,5,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872
"5372","bedsprings",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5374","bedsteads",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5375","bedtime",316,279,271,247,6.19607843137255,2.50105926221775,3.32618025751073,2.44715803134222,"Noun",316,1,"Noun","316",3.79289340436221
"5376","bedtimes",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"5381","beechnuts",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5384","beefalo",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5385","beefburger",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"5389","beefer",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5393","beefsteaks",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5396","beehives",5,4,3,2,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281
"5398","beekeeper",9,8,8,7,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Noun",9,1,"Noun","9",2.29183414214446
"5400","beekeeping",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5408","beepers",12,6,11,5,0.235294117647059,1.11394335230684,0.0715307582260372,0.845098040014257,"Noun",12,1,"Noun","12",2.4057774944513
"5412","beerhouse",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5413","beers",548,382,475,372,10.7450980392157,2.73957234445009,4.55412494039104,2.58319877396862,"Noun",548,1,"Noun","548",4.03140648659455
"5416","beeswax",23,22,22,22,0.450980392156863,1.38021124171161,0.262279446828803,1.36172783601759,"Noun",23,1,"Noun","23",2.67204538385607
"5417","beet",14,13,13,12,0.274509803921569,1.17609125905568,0.154983309489747,1.14612803567824,"Noun",14,1,"Noun","14",2.46792540120014
"5420","beetle",105,57,75,47,2.05882352941176,2.02530586526477,0.679542203147353,1.76342799356294,"Noun",101,1,"Noun","101",3.31714000740923
"5421","beetles",65,44,57,41,1.27450980392157,1.81954393554187,0.524558893657606,1.65321251377534,"Noun",63,1,"Noun","63",3.11137807768633
"5422","beetroot",4,2,4,2,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048
"5423","beets",52,28,44,22,1.01960784313725,1.72427586960079,0.33381020505484,1.46239799789896,"Noun",52,1,"Noun","52",3.01611001174525
"5424","beeves",11,2,11,2,0.215686274509804,1.07918124604762,0.0238435860753457,0.477121254719662,"Noun",10,1,"Noun","10",2.37101538819208
"5425","beezer",5,5,4,4,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281
"5436","beforetime",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5456","beggary",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5460","beginner",99,82,76,65,1.94117647058824,2,0.977587029089175,1.91907809237607,"Noun",98,1,"Noun","98",3.29183414214446
"5461","beginners",37,32,24,23,0.725490196078431,1.57978359661681,0.381497377205532,1.51851393987789,"Noun",38,1,"Noun","38",2.87161773876127
"5463","beginnings",65,60,62,57,1.27450980392157,1.81954393554187,0.715307582260372,1.78532983501077,"Noun",65,1,"Noun","65",3.11137807768633
"5468","begonia",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"5469","begonias",11,11,11,11,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,"Noun",11,1,"Noun","11",2.37101538819208
"5470","begorra",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5495","behaviors",21,18,21,18,0.411764705882353,1.34242268082221,0.214592274678112,1.27875360095283,"Noun",20,1,"Noun","20",2.63425682296667
"5496","behaviour",275,213,271,211,5.3921568627451,2.44090908206522,2.53934191702432,2.33041377334919,"Noun",275,1,"Noun","275",3.73274322420968
"5500","behaviours",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
