"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue"
"67642","triangle",218,125,138,88,4.27450980392157,2.34044411484012,1.49022412970911,2.10037054511756,"Noun",217,1,"Noun","217",3.63227825698458
"67643","triangles",21,21,16,16,0.411764705882353,1.34242268082221,0.25035765379113,1.34242268082221,"Noun",21,1,"Noun","21",2.63425682296667
"67652","triathlete",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67655","triathlons",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67658","tribble",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67659","tribe",325,192,321,191,6.37254901960784,2.51321760006794,2.28898426323319,2.28555730900777,"Noun",326,1,"Noun","326",3.8050517422124
"67660","tribes",99,64,98,64,1.94117647058824,2,0.762994754411063,1.81291335664286,"Noun",105,1,"Noun","105",3.29183414214446
"67661","tribesman",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67662","tribesmen",12,11,12,11,0.235294117647059,1.11394335230684,0.131139723414402,1.07918124604762,"Noun",12,1,"Noun","12",2.4057774944513
"67664","triborough",11,9,0,0,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",11,1,"Noun","11",2.37101538819208
"67667","tribunal",55,28,44,26,1.07843137254902,1.7481880270062,0.33381020505484,1.46239799789896,"Noun",55,1,"Noun","55",3.04002216915066
"67668","tribunals",6,4,5,3,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872
"67669","tribune",103,46,28,5,2.01960784313725,2.01703333929878,0.548402479732952,1.67209785793572,"Noun",103,1,"Noun","103",3.30886748144324
"67671","tributary",16,13,16,13,0.313725490196078,1.23044892137827,0.154983309489747,1.14612803567824,"Noun",16,1,"Noun","16",2.52228306352273
"67672","tribute",267,177,258,174,5.23529411764706,2.42813479402879,2.1101573676681,2.25042000230889,"Noun",268,1,"Noun","268",3.71996893617325
"67673","tributes",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"67683","trichosis",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67687","tricker",5,2,3,1,0.0980392156862745,0.778151250383644,0.0238435860753457,0.477121254719662,"Noun",5,1,"Noun","5",2.0699853925281
"67688","trickers",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"67689","trickery",38,31,36,30,0.745098039215686,1.5910646070265,0.369575584167859,1.50514997831991,"Noun",38,1,"Noun","38",2.88289874917096
"67691","trickie",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67701","trickster",22,18,20,16,0.431372549019608,1.36172783601759,0.214592274678112,1.27875360095283,"Noun",22,1,"Noun","22",2.65356197816205
"67702","tricksters",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67705","tricolor",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67709","tricycle",27,17,26,17,0.529411764705882,1.44715803134222,0.202670481640439,1.25527250510331,"Noun",26,1,"Noun","26",2.73899217348668
"67710","tricyclene",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67711","tricycles",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67713","trid",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67716","trier",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"67718","trifecta",27,17,26,16,0.529411764705882,1.44715803134222,0.202670481640439,1.25527250510331,"Noun",26,1,"Noun","26",2.73899217348668
"67724","trifolium",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67729","triggerman",12,11,11,10,0.235294117647059,1.11394335230684,0.131139723414402,1.07918124604762,"Noun",12,1,"Noun","12",2.4057774944513
"67736","trigraphs",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67738","trilby",4,3,0,0,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048
"67742","trillion",52,42,51,41,1.01960784313725,1.72427586960079,0.50071530758226,1.63346845557959,"Noun",52,1,"Noun","52",3.01611001174525
"67743","trillions",26,12,23,10,0.509803921568627,1.43136376415899,0.143061516452074,1.11394335230684,"Noun",26,1,"Noun","26",2.72319790630345
"67744","trillium",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67745","trillo",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67748","trilobites",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67751","trimester",43,36,43,36,0.843137254901961,1.64345267648619,0.429184549356223,1.56820172406699,"Noun",43,1,"Noun","43",2.93528681863065
"67752","trimesters",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"67755","trimmers",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67757","trimmings",29,26,29,26,0.568627450980392,1.47712125471966,0.309966618979495,1.43136376415899,"Noun",29,1,"Noun","29",2.76895539686412
"67771","trio",66,54,53,45,1.29411764705882,1.82607480270083,0.643776824034335,1.74036268949424,"Noun",66,1,"Noun","66",3.11790894484529
"67772","triode",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67774","trios",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67776","tripe",41,28,37,27,0.803921568627451,1.6232492903979,0.33381020505484,1.46239799789896,"Noun",41,1,"Noun","41",2.91508343254236
"67777","tripes",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67778","triphammer",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67783","triplet",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67784","triplets",61,41,55,38,1.19607843137255,1.79239168949825,0.488793514544588,1.6232492903979,"Noun",61,1,"Noun","61",3.08422583164271
"67794","tripos",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67800","tripple",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67803","triptychs",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67805","tripwires",5,3,5,3,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281
"67807","triquetra",6,3,6,3,0.117647058823529,0.845098040014257,0.0357653791130186,0.602059991327962,"Noun",6,1,"Noun","6",2.13693218215872
"67808","triquetral",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67809","triradius",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67816","triste",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67817","tristeza",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67820","tritium",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67830","triumvirs",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67832","trivet",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"67834","trivia",45,37,38,35,0.882352941176471,1.66275783168157,0.441106342393896,1.57978359661681,"Noun",45,1,"Noun","45",2.95459197382603
"67837","triviality",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281
"67843","trocar",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"67845","trochlea",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67853","troikas",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67855","trois",40,35,38,33,0.784313725490196,1.61278385671974,0.41726275631855,1.55630250076729,"Noun",40,1,"Noun","40",2.9046179988642
"67861","trolleys",5,3,4,3,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281
"67863","trollop",17,11,14,10,0.333333333333333,1.25527250510331,0.131139723414402,1.07918124604762,"Noun",17,1,"Noun","17",2.54710664724777
"67865","trollops",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67866","trolls",70,23,54,19,1.37254901960784,1.85125834871908,0.274201239866476,1.38021124171161,"Noun",70,1,"Noun","70",3.14309249086354
"67868","trombones",8,7,5,4,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378
"67870","trompe",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67874","troop",296,138,194,119,5.80392156862745,2.47275644931721,1.64520743919886,2.14301480025409,"Noun",296,1,"Noun","296",3.76459059146167
"67876","trooper",226,90,117,72,4.43137254901961,2.35602585719312,1.07296137339056,1.95904139232109,"Noun",226,1,"Noun","226",3.64785999933758
"67877","troopers",86,52,69,42,1.68627450980392,1.93951925261862,0.619933237958989,1.72427586960079,"Noun",86,1,"Noun","86",3.23135339476308
"67880","troopship",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67882","tropes",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67883","trophies",117,88,115,86,2.29411764705882,2.07188200730613,1.04911778731521,1.94939000664491,"Noun",117,1,"Noun","117",3.36371614945059
"67884","trophy",385,225,364,214,7.54901960784314,2.58658730467176,2.6824034334764,2.3541084391474,"Noun",383,1,"Noun","383",3.87842144681622
"67888","tropics",40,34,36,30,0.784313725490196,1.61278385671974,0.405340963280877,1.54406804435028,"Noun",40,1,"Noun","40",2.9046179988642
"67889","tropopause",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67892","troth",35,15,33,15,0.686274509803922,1.55630250076729,0.178826895565093,1.20411998265592,"Noun",35,1,"Noun","35",2.84813664291175
"67894","troths",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67900","trotty",2,1,1,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"67916","trough",72,58,70,56,1.41176470588235,1.86332286012046,0.691463996185026,1.77085201164214,"Noun",72,1,"Noun","72",3.15515700226492
"67917","troughs",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67922","trouper",30,24,30,24,0.588235294117647,1.49136169383427,0.286123032904149,1.39794000867204,"Noun",30,1,"Noun","30",2.78319583597873
"67923","troupers",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67924","troupes",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67925","trouser",20,16,19,15,0.392156862745098,1.32221929473392,0.190748688602766,1.23044892137827,"Noun",19,1,"Noun","19",2.61405343687838
"67927","trousers",263,185,249,180,5.15686274509804,2.42160392686983,2.20553171196948,2.26951294421792,"Noun",263,1,"Noun","263",3.71343806901429
"67930","trouts",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67933","trow",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67934","trowel",14,7,13,6,0.274509803921569,1.17609125905568,0.0834525512637101,0.903089986991944,"Noun",14,1,"Noun","14",2.46792540120014
"67935","trowels",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67938","truancy",17,13,15,11,0.333333333333333,1.25527250510331,0.154983309489747,1.14612803567824,"Noun",17,1,"Noun","17",2.54710664724777
"67940","truants",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67941","truce",220,150,176,130,4.31372549019608,2.34439227368511,1.78826895565093,2.17897694729317,"Noun",221,1,"Noun","221",3.63622641582957
"67950","truckle",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67952","truckloads",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"67954","truckmen",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67955","trucks",503,321,481,308,9.86274509803922,2.70243053644553,3.82689556509299,2.50785587169583,"Noun",503,1,"Noun","503",3.99426467858999
"67956","truckster",5,1,0,0,0.0980392156862745,0.778151250383644,0.0119217930376729,0.301029995663981,"Noun",5,1,"Noun","5",2.0699853925281
"67971","truism",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67982","trumpets",43,37,32,29,0.843137254901961,1.64345267648619,0.441106342393896,1.57978359661681,"Noun",43,1,"Noun","43",2.93528681863065
"67988","trunch",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67990","truncheons",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67995","trunkful",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67998","trunks",128,100,123,96,2.50980392156863,2.11058971029925,1.19217930376729,2.00432137378264,"Noun",126,1,"Noun","126",3.40242385244371
"67999","trush",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"68006","trustee",42,35,42,35,0.823529411764706,1.63346845557959,0.41726275631855,1.55630250076729,"Noun",42,1,"Noun","42",2.92530259772405
"68007","trustees",67,45,52,36,1.31372549019608,1.83250891270624,0.536480686695279,1.66275783168157,"Noun",67,1,"Noun","67",3.1243430548507
"68015","truth",9801,4193,9350,4095,192.176470588235,3.99131469817661,49.9880782069623,3.62262842612932,"Noun",9787,1,"Noun","9787",5.28314884032107
"68019","truths",81,73,75,69,1.58823529411765,1.91381385238372,0.870290891750119,1.86923171973098,"Noun",81,1,"Noun","81",3.20564799452818
"68024","tryptophan",4,2,1,1,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048
"68027","trysts",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"68029","tsar",19,10,3,3,0.372549019607843,1.30102999566398,0.119217930376729,1.04139268515823,"Noun",19,1,"Noun","19",2.59286413780844
"68030","tsarinas",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"68031","tsars",3,3,1,1,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"68039","tsubo",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"68042","tsunamis",4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"68043","tsuris",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"68051","tuba",61,32,58,30,1.19607843137255,1.79239168949825,0.381497377205532,1.51851393987789,"Noun",61,1,"Noun","61",3.08422583164271
"68053","tubas",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"68054","tubba",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"68057","tube",838,455,785,435,16.4313725490196,2.9237619608287,5.42441583214115,2.65896484266443,"Noun",838,1,"Noun","838",4.21559610297316
"68059","tuber",3,3,1,1,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"68060","tubercle",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"68062","tuberculin",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"68064","tuberoses",3,2,2,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
