numid|f	X1|f	X|f	Word|s	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	numDom_PoS_SUBTLEX|f	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	Zipfvalue_cat|s	Zipfvalue_ncat|f	cmu_sylls|f	BF_TK|f	BF_TP|f	LEN_L|f	N|f	
2917	19646	66747	ton	382	320	334	306	7.4902	2.5832	3.815	2.5065	Noun	1	380	1	Noun	380	3.875	high	2	1	867.42	8.5	3	18	
2450	16011	54044	repertoire	23	22	23	22	0.45098	1.3802	0.26228	1.3617	Noun	1	23	1	Noun	23	2.672	low	1	3	466.73	53.11	10	0	
706	4548	15080	credenza	9	9	8	8	0.17647	1	0.1073	1	Noun	1	9	1	Noun	9	2.2918	low	1	3	545.21	53.14	8	0	
2741	18380	62491	stiletto	17	15	14	14	0.33333	1.2553	0.17883	1.2041	Noun	1	17	1	Noun	17	2.5471	low	1	3	381.28	38.71	8	0	
295	1480	4695	banishment	10	9	7	7	0.19608	1.0414	0.1073	1	Noun	1	10	1	Noun	10	2.3332	low	1	3	509.29	47.11	10	0	
3803	29042	65308	teem	2	1	2	1	0.039216	0.47712	0.011922	0.30103	Verb	2	1	1	Verb	1	1.769	low	1	1	3056.9	24	4	8	
1778	11768	39509	matte	14	9	9	7	0.27451	1.1761	0.1073	1	Noun	1	14	1	Noun	14	2.4679	low	1	1	1080.64	39.75	5	0	
1289	8336	27975	gov	20	14	10	8	0.39216	1.3222	0.16691	1.1761	Noun	1	13	1	Noun	13	2.6141	low	1	1	561.09	2	3	5	
2961	20001	67941	truce	220	150	176	130	4.3137	2.3444	1.7883	2.179	Noun	1	221	1	Noun	221	3.6362	high	2	1	1034.89	29.25	5	3	
86	424	1378	aisle	379	284	343	263	7.4314	2.5798	3.3858	2.4548	Noun	1	379	1	Noun	379	3.8716	high	2	1	523.34	17.5	5	0	
2931	19800	67187	trafficker	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Noun	1	8	1	Noun	8	2.2461	low	1	3	91.45	30.33	10	1	
3503	25855	38122	lubricate	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Verb	2	8	1	Verb	8	2.2461	low	1	3	251.57	51.38	9	0	
1971	13117	43866	nub	7	7	7	7	0.13725	0.90309	0.083453	0.90309	Noun	1	7	1	Noun	7	2.1949	low	1	1	32.49	5	3	9	
3881	29919	73799	yack	7	4	6	4	0.13725	0.90309	0.047687	0.69897	Verb	2	7	1	Verb	7	2.1949	low	1	1	1730.62	25	4	11	
2647	17407	58854	shrift	4	3	4	3	0.078431	0.69897	0.035765	0.60206	Noun	1	4	1	Noun	4	1.9908	low	1	1	635.4	41	6	1	
1255	8069	27178	ghee	5	3	1	1	0.098039	0.77815	0.035765	0.60206	Noun	1	5	1	Noun	5	2.07	low	1	1	4045.39	5.33	4	2	
187	888	2814	apprentice	99	64	85	52	1.9412	2	0.76299	1.8129	Noun	1	99	1	Noun	99	3.2918	high	2	3	589.93	88.44	10	0	
1945	12995	43410	nock	5	3	4	2	0.098039	0.77815	0.035765	0.60206	Noun	1	5	1	Noun	5	2.07	low	1	1	810.9	23.33	4	12	
3736	28079	56576	saturate	10	10	10	10	0.19608	1.0414	0.11922	1.0414	Verb	2	10	1	Verb	10	2.3332	low	1	3	494.51	59.86	8	0	
2723	18235	61983	stagnation	5	5	5	5	0.098039	0.77815	0.059609	0.77815	Noun	1	5	1	Noun	5	2.07	low	1	3	936.58	131.11	10	0	
3697	27620	53824	reminisce	37	31	36	30	0.72549	1.5798	0.36958	1.5051	Verb	2	37	1	Verb	37	2.8716	high	2	3	394.1	61.5	9	0	
2561	16693	56589	sauce	795	492	776	486	15.5882	2.9009	5.8655	2.6928	Noun	1	794	1	Noun	794	4.1927	high	2	1	744.03	25	5	1	
2216	14820	49197	poppycock	22	21	11	11	0.43137	1.3617	0.25036	1.3424	Noun	1	22	1	Noun	22	2.6536	low	1	3	106.65	14.25	9	0	
3142	21443	73960	yesteryear	9	9	9	9	0.17647	1	0.1073	1	Noun	1	9	1	Noun	9	2.2918	low	1	3	214.33	35.33	10	0	
513	3330	10551	champ	771	275	475	255	15.1176	2.8876	3.2785	2.4409	Noun	1	770	1	Noun	770	4.1795	high	2	1	580.63	31.25	5	5	
911	5690	19317	doer	21	18	20	17	0.41176	1.3424	0.21459	1.2788	Noun	1	21	1	Noun	21	2.6343	low	1	1	1734.77	15.33	4	4	
1207	7674	25939	frenulum	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	244.98	39.86	8	0	
1326	8611	28839	gunfighter	72	27	67	26	1.4118	1.8633	0.32189	1.4472	Noun	1	72	1	Noun	72	3.1552	high	2	3	175.25	41.33	10	0	
1265	8153	27419	gland	77	54	76	53	1.5098	1.8921	0.64378	1.7404	Noun	1	77	1	Noun	77	3.1839	high	2	1	1200.64	37.75	5	3	
189	897	2865	aptitude	55	41	53	40	1.0784	1.7482	0.48879	1.6232	Noun	1	55	1	Noun	55	3.04	high	2	3	386.71	35.71	8	2	
1964	13075	43759	notation	12	12	10	10	0.23529	1.1139	0.14306	1.1139	Noun	1	12	1	Noun	12	2.4058	low	1	3	959.3	88.71	8	1	
2719	18186	61774	squad	1096	563	879	494	21.4902	3.0402	6.712	2.7513	Noun	1	1096	1	Noun	1096	4.332	high	2	1	140.1	7	5	3	
1726	11399	38305	lute	19	13	17	12	0.37255	1.301	0.15498	1.1461	Noun	1	19	1	Noun	19	2.5929	low	1	1	358.12	16.67	4	5	
2878	19367	65900	therm	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	6426.83	22.75	5	1	
16	67	245	abstention	6	5	6	5	0.11765	0.8451	0.059609	0.77815	Noun	1	6	1	Noun	6	2.1369	low	1	3	917.1	127.22	10	0	
3787	28774	63006	strive	67	54	66	53	1.3137	1.8325	0.64378	1.7404	Verb	2	67	1	Verb	67	3.1243	high	2	1	870.41	51.2	6	5	
2554	16650	56446	sanity	139	127	132	123	2.7255	2.1461	1.5141	2.1072	Noun	1	139	1	Noun	139	3.438	high	2	3	617.47	59.4	6	1	
1443	9641	32085	ilk	14	13	14	13	0.27451	1.1761	0.15498	1.1461	Noun	1	14	1	Noun	14	2.4679	low	1	1	32.51	2	3	3	
2918	19651	66761	tongs	40	24	22	20	0.78431	1.6128	0.28612	1.3979	Noun	1	40	1	Noun	40	2.9046	high	2	1	463.51	31.75	5	4	
1141	7154	24288	finale	125	87	115	78	2.451	2.1004	1.0372	1.9445	Noun	1	124	1	Noun	124	3.3922	high	2	3	1219.52	73.2	6	1	
1322	8578	28765	guilt	760	574	706	552	14.902	2.8814	6.8431	2.7597	Noun	1	762	1	Noun	762	4.1732	high	2	1	1049.78	25.25	5	4	
1781	11814	39684	meat	2226	1286	2083	1247	43.6471	3.3477	15.3314	3.1096	Noun	1	2227	1	Noun	2227	4.6396	high	2	1	6858.02	32	4	13	
2001	13269	44321	odyssey	45	21	9	9	0.88235	1.6628	0.25036	1.3424	Noun	1	45	1	Noun	45	2.9546	high	2	3	230.66	25	7	0	
2117	14081	46964	pedophile	69	35	69	35	1.3529	1.8451	0.41726	1.5563	Noun	1	69	1	Noun	69	3.1369	high	2	3	276.98	40.63	9	0	
2975	20110	68249	turpitude	13	10	12	9	0.2549	1.1461	0.11922	1.0414	Noun	1	13	1	Noun	13	2.438	low	1	3	223.27	31.5	9	0	
1043	6551	22174	eruption	20	17	15	14	0.39216	1.3222	0.20267	1.2553	Noun	1	20	1	Noun	20	2.6141	low	1	3	809.36	74.43	8	0	
2257	15026	49921	prepayment	4	3	4	3	0.078431	0.69897	0.035765	0.60206	Noun	1	4	1	Noun	4	1.9908	low	1	3	609.19	56.33	10	0	
1196	7568	25507	fork	450	316	390	285	8.8235	2.6542	3.7673	2.5011	Noun	1	449	1	Noun	449	3.946	high	2	1	2377.9	24.67	4	8	
2607	17103	57891	sentinel	27	16	12	9	0.52941	1.4472	0.19075	1.2304	Noun	1	27	1	Noun	27	2.739	low	1	3	615.49	76.71	8	0	
1915	12752	42602	narrowness	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	148.18	47.22	10	0	
1686	11071	37349	linch	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1832.38	46.75	5	6	
3416	24931	28651	grun	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	1	117.76	7	4	3	
3744	28201	57675	seize	246	191	157	136	4.8235	2.3927	2.2771	2.2833	Verb	2	247	1	Verb	247	3.6845	high	2	1	470.91	16.5	5	1	
3064	20722	71487	visitor	446	372	429	363	8.7451	2.6503	4.4349	2.5717	Noun	1	445	1	Noun	445	3.9421	high	2	3	375.29	34.5	7	0	
3157	21662	731	adipose	4	3	4	3	0.078431	0.69897	0.035765	0.60206	Verb	2	4	1	Verb	4	1.9908	low	1	3	542.91	23.83	7	0	
1521	9957	33542	insistence	21	21	21	21	0.41176	1.3424	0.25036	1.3424	Noun	1	21	1	Noun	21	2.6343	low	1	3	575.88	68.33	10	0	
386	2334	7636	bran	67	47	45	38	1.3137	1.8325	0.56032	1.6812	Noun	1	67	1	Noun	67	3.1243	high	2	1	846.73	19	4	7	
3478	25572	34872	jilt	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	1	1206.74	20.33	4	8	
1848	12268	41159	moat	60	40	60	40	1.1765	1.7853	0.47687	1.6128	Noun	1	60	1	Noun	60	3.0772	high	2	1	6688.4	23	4	7	
3556	26496	45328	overate	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	3	355.18	40.33	7	1	
3752	28299	58924	shure	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	1	1717.49	30.5	5	3	
2963	20016	68015	truth	9801	4193	9350	4095	192.1765	3.9913	49.9881	3.6226	Noun	1	9787	1	Noun	9787	5.2831	high	2	1	1017.89	30.75	5	0	
3551	26390	45046	oust	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Verb	2	3	1	Verb	3	1.8939	low	1	1	2954.27	22.67	4	7	
3313	23777	19324	doff	8	8	7	7	0.15686	0.95424	0.095374	0.95424	Verb	2	8	1	Verb	8	2.2461	low	1	1	907.23	11.33	4	1	
2948	19925	67709	tricycle	27	17	26	17	0.52941	1.4472	0.20267	1.2553	Noun	1	26	1	Noun	26	2.739	low	1	3	284.22	43.86	8	0	
2134	14188	47325	period	1417	1022	1278	927	27.7843	3.1517	12.1841	3.0099	Noun	1	1417	1	Noun	1417	4.4435	high	2	3	1009.87	40.2	6	0	
2451	16017	54079	replica	56	51	56	51	1.098	1.7559	0.60801	1.716	Noun	1	56	1	Noun	56	3.0477	high	2	3	848.36	73.5	7	0	
2755	18479	62847	strategy	482	371	461	364	9.451	2.6839	4.423	2.5705	Noun	1	482	1	Noun	482	3.9758	high	2	3	500.79	57	8	0	
1335	8651	28954	gym	927	530	860	520	18.1765	2.9675	6.3186	2.7251	Noun	1	927	1	Noun	927	4.2594	high	2	1	4.08	1	3	2	
3215	22664	11219	chlorinate	2	1	2	1	0.039216	0.47712	0.011922	0.30103	Verb	2	2	1	Verb	2	1.769	low	1	3	179.26	45.33	10	0	
2297	15197	50603	prong	15	7	11	5	0.29412	1.2041	0.083453	0.90309	Noun	1	15	1	Noun	15	2.496	low	1	1	2067.98	41.5	5	2	
1772	11732	39380	mast	83	57	70	49	1.6275	1.9243	0.67954	1.7634	Noun	1	83	1	Noun	83	3.2161	high	2	1	4033.18	34.67	4	16	
550	3672	11759	clarion	15	10	2	2	0.29412	1.2041	0.11922	1.0414	Noun	1	15	1	Noun	15	2.496	low	1	3	926.42	82.33	7	0	
1262	8130	27354	gist	56	47	55	46	1.098	1.7559	0.56032	1.6812	Noun	1	56	1	Noun	56	3.0477	high	2	1	2655.75	21.67	4	6	
2716	18156	61644	spouse	97	80	96	79	1.902	1.9912	0.95374	1.9085	Noun	1	97	1	Noun	97	3.2831	high	2	1	1063.16	37	6	0	
2078	13787	46155	papacy	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	321.58	31.8	6	0	
587	3957	12631	colony	302	128	259	115	5.9216	2.4814	1.526	2.1106	Noun	1	302	1	Noun	302	3.7733	high	2	3	837.4	47.4	6	0	
755	4962	16296	datura	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	758.58	29	6	0	
3502	25850	38019	loused	19	18	19	18	0.37255	1.301	0.21459	1.2788	Verb	2	19	1	Verb	19	2.5929	low	1	1	2678.3	193.2	6	4	
2978	20144	68371	twill	13	10	4	3	0.2549	1.1461	0.11922	1.0414	Noun	1	13	1	Noun	13	2.438	low	1	1	1183.14	24.5	5	3	
1731	11414	38366	lyre	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	1	2628.9	14.33	4	6	
2697	17988	61012	sox	178	68	10	5	3.4902	2.2529	0.81068	1.8388	Noun	1	178	1	Noun	178	3.5447	high	2	1	138.4	6	3	14	
3777	28640	61744	spurn	11	8	9	6	0.21569	1.0792	0.095374	0.95424	Verb	2	11	1	Verb	11	2.371	low	1	1	395.24	22.25	5	2	
1584	10312	35033	joule	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	3815.34	29.25	5	0	
3198	22429	8182	brutalize	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Verb	2	4	1	Verb	4	1.9908	low	1	3	225.85	50.5	9	0	
820	5288	17599	desk	2239	1404	2204	1391	43.902	3.3502	16.7382	3.1477	Noun	1	2237	1	Noun	2237	4.6421	high	2	1	843.21	15.67	4	3	
865	5512	18335	diplomat	109	79	99	77	2.1373	2.0414	0.94182	1.9031	Noun	1	109	1	Noun	109	3.3332	high	2	3	262.33	33.86	8	1	
3074	20771	71632	volt	9	9	7	7	0.17647	1	0.1073	1	Noun	1	9	1	Noun	9	2.2918	low	1	1	685.31	20.33	4	4	
1992	13232	44239	occurrence	60	57	60	57	1.1765	1.7853	0.67954	1.7634	Noun	1	60	1	Noun	60	3.0772	high	2	3	377.61	38.78	10	0	
742	4856	15975	cylinder	80	53	78	52	1.5686	1.9085	0.63186	1.7324	Noun	1	80	1	Noun	80	3.2003	high	2	3	697.42	64.86	8	0	
2171	14383	48028	piety	29	23	23	21	0.56863	1.4771	0.2742	1.3802	Noun	1	29	1	Noun	29	2.769	high	2	3	405	25.25	5	0	
183	879	2767	applicant	31	24	28	23	0.60784	1.5051	0.28612	1.3979	Noun	1	31	1	Noun	31	2.797	high	2	3	492.27	53.13	9	0	
323	1725	5505	behemoth	10	9	10	9	0.19608	1.0414	0.1073	1	Noun	1	10	1	Noun	10	2.3332	low	1	3	185.28	19.43	8	0	
2423	15906	53459	regression	33	23	29	20	0.64706	1.5315	0.2742	1.3802	Noun	1	33	1	Noun	33	2.8233	high	2	3	997.24	111.11	10	1	
3326	23880	20562	eave	5	5	4	4	0.098039	0.77815	0.059609	0.77815	Verb	2	5	1	Verb	5	2.07	low	1	1	4350.69	13.33	4	9	
3657	27348	52853	recognize	1750	1343	1667	1295	34.3137	3.2433	16.011	3.1284	Verb	2	1743	1	Verb	1743	4.5351	high	2	3	458.33	62.13	9	0	
1287	8318	27918	gorilla	283	156	259	148	5.549	2.4533	1.8598	2.1959	Noun	1	281	1	Noun	281	3.7452	high	2	3	532.83	41.33	7	0	
281	1388	4464	baile	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1342.06	42	5	1	
3438	25225	32183	imitate	92	78	89	77	1.8039	1.9685	0.9299	1.8976	Verb	2	92	1	Verb	92	3.2603	high	2	3	451.77	42.17	7	0	
812	5256	17468	derision	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Noun	1	8	1	Noun	8	2.2461	low	1	3	863.08	91.14	8	1	
1625	10679	36220	lamina	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	1300.69	73.8	6	0	
1601	10488	35618	kilowatt	6	5	4	4	0.11765	0.8451	0.059609	0.77815	Noun	1	6	1	Noun	6	2.1369	low	1	3	153.12	31.43	8	0	
1687	11074	37361	lineage	43	30	43	30	0.84314	1.6435	0.35765	1.4914	Noun	1	43	1	Noun	43	2.9353	high	2	3	648.83	50.17	7	1	
629	4115	13346	confection	9	7	8	7	0.17647	1	0.083453	0.90309	Noun	1	9	1	Noun	9	2.2918	low	1	3	1270.6	157	10	2	
1520	9950	33518	insider	36	30	26	22	0.70588	1.5682	0.35765	1.4914	Noun	1	36	1	Noun	36	2.86	high	2	3	1032.46	95	7	1	
49	210	762	adjustment	158	129	152	125	3.098	2.2014	1.5379	2.1139	Noun	1	157	1	Noun	157	3.4932	high	2	3	569.68	43.33	10	0	
2459	16057	54321	resentment	76	69	73	67	1.4902	1.8865	0.8226	1.8451	Noun	1	76	1	Noun	76	3.1783	high	2	3	689.32	71.33	10	0	
385	2318	7564	brach	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	1	1	1	Noun	1	1.769	low	1	1	2001.57	53.25	5	3	
3461	25469	33921	interpose	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	3	518.08	70.5	9	0	
767	5043	16551	decathlete	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	191.94	39.11	10	0	
3498	25811	37639	loathe	106	95	103	93	2.0784	2.0294	1.1326	1.9823	Verb	2	106	1	Verb	106	3.3212	high	2	1	424.28	31.4	6	0	
1618	10627	36062	labrador	27	17	5	3	0.52941	1.4472	0.20267	1.2553	Noun	1	27	1	Noun	27	2.739	low	1	3	140.09	28.29	8	0	
156	718	2289	ankh	17	5	15	5	0.33333	1.2553	0.059609	0.77815	Noun	1	17	1	Noun	17	2.5471	low	1	1	9.76	2.67	4	0	
3654	27291	52648	reave	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	1	1454.85	43.75	5	3	
1316	8535	28639	grum	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	123.42	8.67	4	5	
3040	20561	71056	verb	54	37	54	37	1.0588	1.7404	0.44111	1.5798	Noun	1	53	1	Noun	53	3.0322	high	2	1	2635.2	12.67	4	3	
960	6140	20561	eau	24	20	8	8	0.47059	1.3979	0.23844	1.3222	Noun	1	18	1	Noun	18	2.6898	low	1	1	88.61	1	3	2	
1579	10262	34830	jewishness	8	6	0	0	0.15686	0.95424	0.071531	0.8451	Noun	1	8	1	Noun	8	2.2461	low	1	3	91.13	34.56	10	0	
3489	25740	36838	legislate	16	15	16	15	0.31373	1.2304	0.17883	1.2041	Verb	2	16	1	Verb	16	2.5223	low	1	3	239.86	45.88	9	0	
1328	8622	28857	gunnery	45	28	23	18	0.88235	1.6628	0.33381	1.4624	Noun	1	45	1	Noun	45	2.9546	high	2	3	796.01	95.83	7	2	
511	3316	10509	chalk	183	143	151	118	3.5882	2.2648	1.7048	2.1584	Noun	1	183	1	Noun	183	3.5567	high	2	1	767.16	29.5	5	0	
257	1226	3959	autocrat	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	87.58	20.71	8	0	
662	4231	14056	conveyance	11	10	11	10	0.21569	1.0792	0.11922	1.0414	Noun	1	11	1	Noun	11	2.371	low	1	3	625.44	74.89	10	0	
2581	16873	57128	scourge	67	50	48	39	1.3137	1.8325	0.59609	1.7076	Noun	1	67	1	Noun	67	3.1243	high	2	1	507.45	35.17	7	0	
2913	19619	66681	tol	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	708.32	6.5	3	13	
305	1607	5102	batt	4	2	1	1	0.078431	0.69897	0.023844	0.47712	Noun	1	4	1	Noun	4	1.9908	low	1	1	944.57	20.67	4	5	
2617	17180	58056	servitude	34	30	34	30	0.66667	1.5441	0.35765	1.4914	Noun	1	34	1	Noun	34	2.8359	high	2	3	328.03	42.38	9	0	
2710	18083	61369	spiel	21	19	21	19	0.41176	1.3424	0.22651	1.301	Noun	1	21	1	Noun	21	2.6343	low	1	1	598.53	34.5	5	3	
948	6039	20275	dung	90	65	81	59	1.7647	1.959	0.77492	1.8195	Noun	1	90	1	Noun	90	3.2509	high	2	1	613.1	26	4	7	
2774	18631	63457	subtlety	40	39	37	36	0.78431	1.6128	0.46495	1.6021	Noun	1	41	1	Noun	41	2.9046	high	2	3	373.63	49	8	0	
329	1757	5649	bench	493	342	474	330	9.6667	2.6937	4.0773	2.5353	Noun	1	493	1	Noun	493	3.9856	high	2	1	1893.63	40.5	5	5	
2104	13973	46658	pathfinder	6	4	0	0	0.11765	0.8451	0.047687	0.69897	Noun	1	6	1	Noun	6	2.1369	low	1	3	124.35	37	10	0	
382	2286	7479	bove	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	3039.92	20	4	11	
2608	17111	57913	sepia	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	3	268.26	14.5	5	0	
3259	23219	16299	daube	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	1	232.12	12	5	0	
723	4728	15622	cucumber	101	72	97	71	1.9804	2.0086	0.85837	1.8633	Noun	1	101	1	Noun	101	3.3004	high	2	3	472.34	37	8	0	
1785	11847	39769	medicine	1744	1000	1552	941	34.1961	3.2418	11.9218	3.0004	Noun	1	1731	1	Noun	1731	4.5336	high	2	3	1069.68	158.43	8	0	
1275	8213	27620	gluttony	18	12	14	11	0.35294	1.2788	0.14306	1.1139	Noun	1	18	1	Noun	18	2.5706	low	1	3	142.99	36.43	8	0	
2721	18226	61942	staccato	8	7	4	3	0.15686	0.95424	0.083453	0.90309	Noun	1	8	1	Noun	8	2.2461	low	1	3	396.53	48.29	8	0	
3652	27288	52638	reassure	45	42	43	41	0.88235	1.6628	0.50072	1.6335	Verb	2	45	1	Verb	45	2.9546	high	2	3	668.96	67.14	8	0	
2646	17387	58800	showcasing	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	3	582.49	131.67	10	0	
3037	20537	70984	vendetta	62	49	61	49	1.2157	1.7993	0.58417	1.699	Noun	1	62	1	Noun	62	3.0912	high	2	3	258.43	37.71	8	0	
3415	24906	28398	grieve	112	93	106	90	2.1961	2.0531	1.1087	1.9731	Verb	2	112	1	Verb	112	3.3449	high	2	1	464.04	38.4	6	0	
3585	26582	45648	overtax	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	3	223.96	22.5	7	0	
2202	14710	48911	polaroid	73	55	6	4	1.4314	1.8692	0.6557	1.7482	Noun	1	72	1	Noun	72	3.1611	high	2	3	368	38.57	8	0	
2752	18469	62805	strait	9	8	4	3	0.17647	1	0.095374	0.95424	Noun	1	9	1	Noun	9	2.2918	low	1	1	741.81	48.2	6	1	
