numid|f	X1|f	X|f	Word|s	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	numDom_PoS_SUBTLEX|f	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	Zipfvalue_cat|s	Zipfvalue_ncat|f	cmu_sylls|f	BF_TK|f	BF_TP|f	LEN_L|f	N|f	
3879	29902	73662	wrest	6	6	5	5	0.11765	0.8451	0.071531	0.8451	Verb	2	6	1	Verb	6	2.1369	low	1	1	1574.65	28.25	5	2	
2922	19706	66920	torque	37	25	30	20	0.72549	1.5798	0.29804	1.415	Noun	1	37	1	Noun	37	2.8716	high	2	1	364.88	30.6	6	0	
1926	12826	42872	negligence	91	69	88	67	1.7843	1.9638	0.8226	1.8451	Noun	1	91	1	Noun	91	3.2556	high	2	3	366.17	43.44	10	0	
3726	27999	55712	rouse	47	40	38	33	0.92157	1.6812	0.47687	1.6128	Verb	2	47	1	Verb	47	2.9731	high	2	1	3584.67	42	5	7	
1790	11873	39835	megaphone	15	13	15	13	0.29412	1.2041	0.15498	1.1461	Noun	1	15	1	Noun	15	2.496	low	1	3	252.62	35.25	9	0	
1167	7323	24760	fleck	7	4	3	3	0.13725	0.90309	0.047687	0.69897	Noun	1	7	1	Noun	7	2.1949	low	1	1	627.57	31.5	5	2	
2810	18908	64479	syllable	42	35	42	35	0.82353	1.6335	0.41726	1.5563	Noun	1	42	1	Noun	42	2.9253	high	2	3	465.31	45.86	8	0	
3686	27538	53578	reinstall	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	3	364.19	60.63	9	0	
2908	19561	66523	tiredness	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	239.28	64.63	9	0	
524	3435	10929	cheque	294	151	284	145	5.7647	2.4698	1.8002	2.1818	Noun	1	296	1	Noun	296	3.7617	high	2	1	375.56	25.8	6	0	
2824	18966	64663	tablespoon	9	8	9	8	0.17647	1	0.095374	0.95424	Noun	1	9	1	Noun	9	2.2918	low	1	3	378.09	43.44	10	0	
2921	19700	66905	tormentor	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	3	236.23	54.75	9	0	
3340	23983	21285	empathize	32	27	31	26	0.62745	1.5185	0.32189	1.4472	Verb	2	32	1	Verb	32	2.8103	high	2	3	397.61	33.13	9	0	
477	3101	9934	caste	44	19	35	19	0.86275	1.6532	0.22651	1.301	Noun	1	44	1	Noun	44	2.945	high	2	1	898.88	41.5	5	6	
1081	6776	23033	exposure	291	240	281	237	5.7059	2.4654	2.8612	2.382	Noun	1	290	1	Noun	290	3.7572	high	2	3	328.36	29.71	8	0	
3165	21731	1285	ail	11	6	11	6	0.21569	1.0792	0.071531	0.8451	Verb	2	11	1	Verb	11	2.371	low	1	1	245.24	3.5	3	6	
162	759	2425	antenna	122	81	113	78	2.3922	2.0899	0.96567	1.9138	Noun	1	122	1	Noun	122	3.3817	high	2	3	473.24	27	7	0	
1811	12029	40377	microchip	74	33	70	32	1.451	1.8751	0.39342	1.5315	Noun	1	74	1	Noun	74	3.1669	high	2	3	90.93	22.13	9	0	
2727	18280	62122	stargazer	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	216.48	44.5	9	0	
775	5084	16744	deduction	87	68	87	68	1.7059	1.9445	0.81068	1.8388	Noun	1	88	1	Noun	88	3.2363	high	2	3	1019.88	112.75	9	2	
2577	16849	57055	sconce	8	5	8	5	0.15686	0.95424	0.059609	0.77815	Noun	1	8	1	Noun	8	2.2461	low	1	1	488.89	29.6	6	0	
839	5377	17959	dialogue	208	149	179	137	4.0784	2.3201	1.7763	2.1761	Noun	1	208	1	Noun	208	3.612	high	2	3	231.74	32.86	8	0	
2957	19985	67892	troth	35	15	33	15	0.68627	1.5563	0.17883	1.2041	Noun	1	35	1	Noun	35	2.8481	high	2	1	1280.29	42.75	5	5	
1510	9893	33358	injector	16	10	15	9	0.31373	1.2304	0.11922	1.0414	Noun	1	16	1	Noun	16	2.5223	low	1	3	435.86	38.71	8	0	
2120	14136	47147	pentathlon	3	1	3	1	0.058824	0.60206	0.011922	0.30103	Noun	1	3	1	Noun	3	1.8939	low	1	3	396.09	51.56	10	0	
1736	11461	38548	magnetics	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	433.56	67.38	9	0	
1236	7896	26657	gap	218	178	165	133	4.2745	2.3404	2.1221	2.2529	Noun	1	217	1	Noun	217	3.6323	high	2	1	136.2	9	3	16	
1970	13109	43842	nowaday	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	368.61	20.17	7	0	
1889	12556	41987	muck	97	81	92	79	1.902	1.9912	0.96567	1.9138	Noun	1	97	1	Noun	97	3.2831	high	2	1	2113.64	23.33	4	14	
3722	27939	55048	rid	3052	2034	3029	2028	59.8431	3.4847	24.2489	3.3086	Verb	2	3031	1	Verb	3031	4.7766	high	2	1	699.83	6.5	3	13	
856	5464	18224	dimension	236	133	226	133	4.6275	2.3747	1.5856	2.1271	Noun	1	234	1	Noun	234	3.6666	high	2	3	1020.03	89.13	9	0	
3867	29734	72030	warn	1293	1025	1234	999	25.3529	3.1119	12.2198	3.0111	Verb	2	1292	1	Verb	1292	4.4038	high	2	1	1356.22	36.67	4	14	
1659	10921	36911	leniency	22	19	22	19	0.43137	1.3617	0.22651	1.301	Noun	1	22	1	Noun	22	2.6536	low	1	3	536.53	48.29	8	0	
3739	28153	57316	scrutinize	11	11	10	10	0.21569	1.0792	0.13114	1.0792	Verb	2	11	1	Verb	11	2.371	low	1	3	118.34	34.78	10	0	
859	5492	18306	dinosaur	203	116	180	110	3.9804	2.3096	1.3829	2.0682	Noun	1	202	1	Noun	202	3.6015	high	2	3	253.21	36.43	8	0	
356	2080	6846	boar	111	60	93	55	2.1765	2.0492	0.71531	1.7853	Noun	1	111	1	Noun	111	3.3411	high	2	1	1259.72	26.33	4	5	
1524	9967	33567	inspector	1124	290	465	190	22.0392	3.0512	3.4573	2.4639	Noun	1	1133	1	Noun	1133	4.343	high	2	3	419.99	55.5	9	0	
2713	18104	61435	spire	5	5	5	5	0.098039	0.77815	0.059609	0.77815	Noun	1	5	1	Noun	5	2.07	low	1	1	1571.59	32.75	5	7	
1183	7464	25232	font	48	34	46	33	0.94118	1.6902	0.40534	1.5441	Noun	1	48	1	Noun	48	2.982	high	2	1	1686.57	25.33	4	4	
3268	23360	16973	deign	16	14	15	13	0.31373	1.2304	0.16691	1.1761	Verb	2	16	1	Verb	16	2.5223	low	1	1	352.63	15.5	5	2	
2027	13418	44752	orb	140	67	122	61	2.7451	2.1492	0.79876	1.8325	Noun	1	140	1	Noun	140	3.4411	high	2	1	1.99	1.5	3	1	
2788	18708	63714	sump	14	8	14	8	0.27451	1.1761	0.095374	0.95424	Noun	1	14	1	Noun	14	2.4679	low	1	1	565.72	15.33	4	8	
236	1134	3637	atheneum	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	247.95	39.71	8	0	
3638	27236	52436	raze	8	7	4	4	0.15686	0.95424	0.083453	0.90309	Verb	2	9	1	Verb	9	2.2461	low	1	1	260.86	14.67	4	12	
990	6349	21325	employment	272	234	252	219	5.3333	2.4362	2.7897	2.3711	Noun	1	271	1	Noun	271	3.728	high	2	3	549.62	45	10	0	
249	1181	3781	attraction	348	263	307	251	6.8235	2.5428	3.1354	2.4216	Noun	1	348	1	Noun	348	3.8347	high	2	3	944.84	117.89	10	0	
2641	17320	58568	shire	44	18	14	10	0.86275	1.6532	0.21459	1.2788	Noun	1	44	1	Noun	44	2.945	high	2	1	3508.1	40	5	5	
2070	13750	46085	pane	24	21	23	20	0.47059	1.3979	0.25036	1.3424	Noun	1	24	1	Noun	24	2.6898	low	1	1	1989.29	37	4	17	
155	717	2287	anisette	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	283.59	38.43	8	0	
1489	9816	33083	infamy	22	20	22	20	0.43137	1.3617	0.23844	1.3222	Noun	1	22	1	Noun	22	2.6536	low	1	3	270.87	20.4	6	0	
959	6098	20453	ear	1632	1106	1579	1092	32	3.213	13.1855	3.0441	Noun	1	1630	1	Noun	1630	4.5048	high	2	1	721.29	6	3	11	
1256	8080	27215	gibe	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	1	283.54	5.67	4	1	
1920	12782	42723	naysayer	3	2	3	2	0.058824	0.60206	0.023844	0.47712	Noun	1	3	1	Noun	3	1.8939	low	1	3	386.21	32.57	8	0	
1271	8193	27551	glop	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	1	235.92	14.33	4	4	
2693	17964	60945	soup	1285	763	1189	722	25.1961	3.1092	9.0963	2.8831	Noun	1	1283	1	Noun	1283	4.4011	high	2	1	1770.72	16.33	4	4	
2154	14266	47655	phage	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	550.43	23.75	5	2	
860	5494	18308	dint	4	3	4	3	0.078431	0.69897	0.035765	0.60206	Noun	1	4	1	Noun	4	1.9908	low	1	1	1633.97	32.33	4	9	
2750	18453	62731	storyline	7	6	7	6	0.13725	0.90309	0.071531	0.8451	Noun	1	7	1	Noun	7	2.1949	low	1	3	669.1	134.88	9	0	
1194	7558	25473	forfeiture	10	6	9	5	0.19608	1.0414	0.071531	0.8451	Noun	1	10	1	Noun	10	2.3332	low	1	3	169.68	29	10	0	
2958	19988	67916	trough	72	58	70	56	1.4118	1.8633	0.69146	1.7709	Noun	1	72	1	Noun	72	3.1552	high	2	1	1527.79	36	6	1	
2343	15456	51528	quackery	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	407.31	67.57	8	0	
1084	6780	23055	expressway	49	41	33	28	0.96078	1.699	0.48879	1.6232	Noun	1	49	1	Noun	49	2.9908	high	2	3	366.27	39	10	0	
1507	9870	33262	ingestion	15	14	14	13	0.29412	1.2041	0.16691	1.1761	Noun	1	15	1	Noun	15	2.496	low	1	3	1043.57	120.25	9	0	
1381	9105	30270	herl	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	1	2955.11	15.33	4	9	
1494	9829	33116	inference	12	10	12	10	0.23529	1.1139	0.11922	1.0414	Noun	1	12	1	Noun	12	2.4058	low	1	3	642.6	86.88	9	0	
3866	29710	71843	waive	88	73	80	69	1.7255	1.9494	0.87029	1.8692	Verb	2	88	1	Verb	88	3.2412	high	2	1	687.91	31.5	5	1	
1407	9330	31079	horde	58	21	33	18	1.1373	1.7709	0.25036	1.3424	Noun	1	58	1	Noun	58	3.0627	high	2	1	1151.9	34	5	1	
1744	11543	38788	malt	84	66	73	61	1.6471	1.9294	0.78684	1.8261	Noun	1	84	1	Noun	84	3.2213	high	2	1	1971.54	29.67	4	7	
3117	21249	73310	wizardry	20	14	12	10	0.39216	1.3222	0.16691	1.1761	Noun	1	20	1	Noun	20	2.6141	low	1	3	179.95	24.86	8	0	
3504	25858	38142	lucked	47	42	44	40	0.92157	1.6812	0.50072	1.6335	Verb	2	47	1	Verb	47	2.9731	high	2	1	2304.89	197.6	6	11	
3757	28336	59284	sing	4977	1746	4218	1600	97.5882	3.6971	20.8155	3.2423	Verb	2	4969	1	Verb	4969	4.9889	high	2	1	1565.82	32.33	4	13	
510	3308	10498	chaise	15	14	15	14	0.29412	1.2041	0.16691	1.1761	Noun	1	15	1	Noun	15	2.496	low	1	1	762.55	51	6	0	
630	4116	13357	conference	1296	797	1193	745	25.4118	3.1129	9.5017	2.902	Noun	1	1295	1	Noun	1295	4.4048	high	2	3	796.87	89.56	10	0	
3216	22666	11298	choose	2451	1625	2281	1553	48.0588	3.3895	19.3729	3.2111	Verb	2	2449	1	Verb	2449	4.6814	high	2	1	1131.7	43	6	1	
2660	17588	59457	skein	5	2	5	2	0.098039	0.77815	0.023844	0.47712	Noun	1	5	1	Noun	5	2.07	low	1	1	1083.74	9.5	5	1	
756	4982	16357	daze	28	25	22	19	0.54902	1.4624	0.29804	1.415	Noun	1	28	1	Noun	28	2.7542	low	1	1	361.38	12.67	4	10	
1200	7588	25607	fortitude	33	31	32	30	0.64706	1.5315	0.36958	1.5051	Noun	1	33	1	Noun	33	2.8233	high	2	3	376.79	58	9	0	
2821	18950	64602	synthesis	15	14	14	13	0.29412	1.2041	0.16691	1.1761	Noun	1	15	1	Noun	15	2.496	low	1	3	118.62	22	9	0	
3606	26827	48601	plead	357	249	340	239	7	2.5539	2.9685	2.3979	Verb	2	356	1	Verb	356	3.8457	high	2	1	992.42	28.25	5	2	
975	6262	20986	elegance	65	56	61	54	1.2745	1.8195	0.66762	1.7559	Noun	1	65	1	Noun	65	3.1114	high	2	3	467.33	34.14	8	0	
1710	11294	37957	lore	34	28	21	20	0.66667	1.5441	0.33381	1.4624	Noun	1	35	1	Noun	35	2.8359	high	2	1	5048.2	36	4	17	
427	2701	8840	cab	1826	961	1709	926	35.8039	3.2617	11.4568	2.9832	Noun	1	1822	1	Noun	1822	4.5536	high	2	1	1234.16	6.5	3	13	
1161	7270	24596	flair	116	88	110	86	2.2745	2.0682	1.0491	1.9494	Noun	1	115	1	Noun	115	3.36	high	2	1	1690.79	35.25	5	1	
1311	8498	28496	grocery	280	231	268	223	5.4902	2.4487	2.7539	2.3655	Noun	1	280	1	Noun	280	3.7405	high	2	3	1180.65	108	7	1	
1184	7471	25250	foolery	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	3	904.71	104.5	7	0	
2614	17149	57988	serf	9	7	9	7	0.17647	1	0.083453	0.90309	Noun	1	9	1	Noun	9	2.2918	low	1	1	2474.52	15.33	4	2	
2025	13412	44746	oration	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	3	932.47	86.5	7	1	
438	2800	9078	calles	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	1	1709.92	150	6	5	
1175	7395	25036	fluke	89	65	80	61	1.7451	1.9542	0.77492	1.8195	Noun	1	89	1	Noun	89	3.2461	high	2	1	274.56	25.25	5	2	
1299	8380	28099	grandbaby	10	9	10	9	0.19608	1.0414	0.1073	1	Noun	1	10	1	Noun	10	2.3332	low	1	3	132.34	25.38	9	0	
2371	15696	52328	rath	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	3035.91	22	4	9	
3589	26597	45694	overwrite	5	5	4	4	0.098039	0.77815	0.059609	0.77815	Verb	2	5	1	Verb	5	2.07	low	1	3	396.42	70.88	9	0	
714	4678	15474	crum	2	1	2	1	0.039216	0.47712	0.011922	0.30103	Noun	1	2	1	Noun	2	1.769	low	1	1	44.21	7.33	4	4	
3709	27725	54243	require	542	454	541	454	10.6275	2.7348	5.4125	2.658	Verb	2	543	1	Verb	543	4.0266	high	2	3	630.98	51.67	7	0	
348	1967	6407	blan	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1052.84	17.33	4	6	
2535	16514	56046	sac	66	46	41	34	1.2941	1.8261	0.5484	1.6721	Noun	1	62	1	Noun	62	3.1179	high	2	1	775.3	5	3	10	
3091	20961	72191	watershed	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	1	6	1	Noun	6	2.1369	low	1	3	914.5	139.63	9	0	
1422	9498	31612	husbandry	10	9	10	9	0.19608	1.0414	0.1073	1	Noun	1	10	1	Noun	10	2.3332	low	1	3	169.21	28	9	0	
563	3764	12066	cloth	311	236	304	230	6.098	2.4942	2.8135	2.3747	Noun	1	311	1	Noun	311	3.786	high	2	1	1170.05	39.75	5	2	
1209	7680	25954	freres	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1023.58	109.8	6	0	
2909	19569	66546	tithe	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	218.39	17.25	5	2	
3872	29824	72946	wield	39	29	38	28	0.76471	1.6021	0.34573	1.4771	Verb	2	39	1	Verb	39	2.8939	high	2	1	1809.67	19.5	5	2	
1875	12473	41735	mortician	31	24	29	23	0.60784	1.5051	0.28612	1.3979	Noun	1	30	1	Noun	30	2.797	high	2	3	352.42	59.5	9	0	
585	3944	12595	collusion	15	13	15	13	0.29412	1.2041	0.15498	1.1461	Noun	1	15	1	Noun	15	2.496	low	1	3	1030.13	104.13	9	1	
1496	9837	33142	infielder	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	348.9	56.63	9	0	
3407	24841	27457	glean	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	1	1062.75	27.5	5	2	
