numid|f	X1|f	X|f	Word|s	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	numDom_PoS_SUBTLEX|f	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	Zipfvalue_cat|s	Zipfvalue_ncat|f	cmu_sylls|f	BF_TK|f	BF_TP|f	LEN_L|f	N|f	
384	2315	7560	bracero	10	1	10	1	0.19608	1.0414	0.011922	0.30103	Noun	1	10	1	Noun	10	2.3332	low	1	3	789.11	99.5	7	0	
2809	18896	64449	sword	1335	462	1245	436	26.1765	3.1258	5.5079	2.6656	Noun	1	1335	1	Noun	1335	4.4176	high	2	1	417.54	20	5	3	
306	1608	5103	battalion	298	140	181	94	5.8431	2.4757	1.6691	2.1492	Noun	1	298	1	Noun	298	3.7675	high	2	3	697.6	89.63	9	0	
1847	12251	41104	mite	60	51	58	50	1.1765	1.7853	0.60801	1.716	Noun	1	60	1	Noun	60	3.0772	high	2	1	3040.29	21.67	4	14	
3475	25551	34718	jeer	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Verb	2	3	1	Verb	3	1.8939	low	1	1	2539.88	22.67	4	7	
2028	13420	44760	orbiter	4	3	2	2	0.078431	0.69897	0.035765	0.60206	Noun	1	4	1	Noun	4	1.9908	low	1	3	1107.69	104.67	7	2	
3195	22332	7005	bol	3	3	0	0	0.058824	0.60206	0.035765	0.60206	Verb	2	1	1	Verb	1	1.8939	low	1	1	190.56	6	3	12	
2861	19241	65521	tenderness	129	96	116	87	2.5294	2.1139	1.1445	1.9868	Noun	1	129	1	Noun	129	3.4058	high	2	3	251.35	57.89	10	0	
3621	27014	50208	primp	6	3	6	3	0.11765	0.8451	0.035765	0.60206	Verb	2	6	1	Verb	6	2.1369	low	1	1	595.4	32.75	5	2	
890	5602	18898	disposal	250	212	245	209	4.902	2.3997	2.5274	2.3284	Noun	1	250	1	Noun	250	3.6915	high	2	3	620.65	56.71	8	0	
869	5528	18381	dirge	9	8	9	8	0.17647	1	0.095374	0.95424	Noun	1	11	1	Noun	11	2.2918	low	1	1	794.01	27.75	5	0	
1631	10719	36322	lanolin	3	3	2	2	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	3	284.6	37	7	0	
140	656	2109	anarchist	29	21	24	19	0.56863	1.4771	0.25036	1.3424	Noun	1	28	1	Noun	28	2.769	high	2	3	322.18	50.25	9	1	
3584	26579	45644	overtake	37	32	37	32	0.72549	1.5798	0.3815	1.5185	Verb	2	37	1	Verb	37	2.8716	high	2	3	242.03	38.57	8	0	
1643	10808	36574	lawn	630	424	604	411	12.3529	2.8	5.0548	2.6284	Noun	1	629	1	Noun	629	4.0919	high	2	1	1104.63	19.67	4	7	
1533	10012	33828	interfaith	6	3	6	3	0.11765	0.8451	0.035765	0.60206	Noun	1	6	1	Noun	6	2.1369	low	1	3	488.47	61.89	10	0	
3875	29854	73221	wised	11	11	11	11	0.21569	1.0792	0.13114	1.0792	Verb	2	11	1	Verb	11	2.371	low	1	1	887.2	69.25	5	3	
2362	15598	52007	raft	240	131	224	122	4.7059	2.382	1.5618	2.1206	Noun	1	240	1	Noun	240	3.6739	high	2	1	463.23	15.67	4	5	
1547	10070	34145	invective	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	818.41	100.88	9	1	
3318	23798	19612	dote	11	10	11	10	0.21569	1.0792	0.11922	1.0414	Verb	2	11	1	Verb	11	2.371	low	1	1	1404.21	22	4	16	
1128	7063	24022	fete	16	9	16	9	0.31373	1.2304	0.1073	1	Noun	1	16	1	Noun	16	2.5223	low	1	1	776.59	17.33	4	1	
19	73	266	abundance	45	41	45	41	0.88235	1.6628	0.48879	1.6232	Noun	1	45	1	Noun	45	2.9546	high	2	3	285.81	40.75	9	0	
533	3548	11293	chon	10	5	1	1	0.19608	1.0414	0.059609	0.77815	Noun	1	10	1	Noun	10	2.3332	low	1	1	497.59	11.67	4	3	
3232	22821	12623	colonize	13	10	13	10	0.2549	1.1461	0.11922	1.0414	Verb	2	13	1	Verb	13	2.438	low	1	3	488.04	65.14	8	0	
3759	28351	59486	skew	7	7	7	7	0.13725	0.90309	0.083453	0.90309	Verb	2	7	1	Verb	7	2.1949	low	1	1	331.06	6.67	4	3	
2435	15960	53820	reminder	192	178	186	173	3.7647	2.2856	2.1221	2.2529	Noun	1	192	1	Noun	192	3.5774	high	2	3	1089.85	100	8	1	
711	4613	15298	crockery	5	5	4	4	0.098039	0.77815	0.059609	0.77815	Noun	1	5	1	Noun	5	2.07	low	1	3	577.9	84.86	8	0	
764	5018	16482	debenture	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	469.53	50.25	9	0	
2758	18513	62966	strife	85	67	63	55	1.6667	1.9345	0.79876	1.8325	Noun	1	84	1	Noun	84	3.2263	high	2	1	781.46	48	6	4	
3544	26361	44697	opt	20	19	20	19	0.39216	1.3222	0.22651	1.301	Verb	2	20	1	Verb	20	2.6141	low	1	1	14.66	2	3	5	
419	2640	8630	burrower	3	1	2	1	0.058824	0.60206	0.011922	0.30103	Noun	1	3	1	Noun	3	1.8939	low	1	3	586.41	56.43	8	2	
1120	7025	23889	fellowship	150	83	127	73	2.9412	2.179	0.98951	1.9243	Noun	1	150	1	Noun	150	3.4708	high	2	3	137.13	22.44	10	0	
476	3092	9914	casserole	85	64	83	63	1.6667	1.9345	0.76299	1.8129	Noun	1	85	1	Noun	85	3.2263	high	2	3	372.24	62.5	9	0	
190	900	2871	aqualung	5	4	3	3	0.098039	0.77815	0.047687	0.69897	Noun	1	5	1	Noun	5	2.07	low	1	3	791.12	129.14	8	0	
3410	24866	27657	goad	7	7	6	6	0.13725	0.90309	0.083453	0.90309	Verb	2	7	1	Verb	7	2.1949	low	1	1	1161.56	18	4	8	
1371	9022	30029	height	476	396	446	377	9.3333	2.6785	4.721	2.5988	Noun	1	472	1	Noun	472	3.9704	high	2	1	494.53	24.6	6	1	
2082	13808	46211	parachute	162	120	150	114	3.1765	2.2122	1.4306	2.0828	Noun	1	163	1	Noun	163	3.504	high	2	3	197.18	56.25	9	0	
93	463	1486	ale	202	123	183	115	3.9608	2.3075	1.4664	2.0934	Noun	1	202	1	Noun	202	3.5993	high	2	1	1801.88	1.5	3	9	
2517	16328	55460	role	929	653	920	649	18.2157	2.9685	7.7849	2.8156	Noun	1	928	1	Noun	928	4.2603	high	2	1	1186.48	31.33	4	14	
3025	20452	70759	valve	247	138	227	133	4.8431	2.3945	1.6452	2.143	Noun	1	246	1	Noun	246	3.6863	high	2	1	450.7	23.25	5	3	
2407	15856	53246	referral	28	26	28	26	0.54902	1.4624	0.30997	1.4314	Noun	1	28	1	Noun	28	2.7542	low	1	3	914.7	86.14	8	0	
1667	10954	37000	leu	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	307.65	3	3	6	
1312	8499	28501	groin	92	69	89	67	1.8039	1.9685	0.8226	1.8451	Noun	1	92	1	Noun	92	3.2603	high	2	1	1203.79	35	5	3	
475	3087	9902	cask	6	4	6	4	0.11765	0.8451	0.047687	0.69897	Noun	1	6	1	Noun	6	2.1369	low	1	1	1549.69	24	4	6	
1691	11136	37527	lites	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	2010.11	85	5	10	
810	5246	17432	depth	421	261	382	245	8.2549	2.6253	3.1116	2.4183	Noun	1	422	1	Noun	422	3.9171	high	2	1	589.54	20.5	5	1	
1466	9741	32658	inception	21	17	18	17	0.41176	1.3424	0.20267	1.2553	Noun	1	21	1	Noun	21	2.6343	low	1	3	1106.04	116.75	9	0	
1242	7935	26779	gastritis	11	7	9	6	0.21569	1.0792	0.083453	0.90309	Noun	1	11	1	Noun	11	2.371	low	1	3	205.67	43.13	9	0	
3620	26996	50068	pret	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	1	415.82	11.33	4	4	
2900	19492	66332	tier	54	30	43	27	1.0588	1.7404	0.35765	1.4914	Noun	1	54	1	Noun	54	3.0322	high	2	1	1519.23	16.67	4	4	
878	5548	18550	discontent	46	32	45	31	0.90196	1.6721	0.3815	1.5185	Noun	1	46	1	Noun	46	2.9639	high	2	3	595.14	70.56	10	0	
670	4313	14300	cormorant	5	3	3	1	0.098039	0.77815	0.035765	0.60206	Noun	1	5	1	Noun	5	2.07	low	1	3	758.05	90.25	9	0	
2916	19633	66719	tomb	287	140	250	126	5.6275	2.4594	1.6691	2.1492	Noun	1	286	1	Noun	286	3.7512	high	2	1	1629.68	17	4	5	
3488	25728	36694	learn	6047	3414	5767	3322	118.5686	3.7816	40.701	3.5334	Verb	2	6033	1	Verb	6033	5.0734	high	2	1	1950.21	47	5	1	
1455	9694	32386	impetus	7	7	7	7	0.13725	0.90309	0.083453	0.90309	Noun	1	7	1	Noun	7	2.1949	low	1	3	256.8	28.33	7	0	
668	4281	14229	copyright	31	28	24	22	0.60784	1.5051	0.33381	1.4624	Noun	1	31	1	Noun	31	2.797	high	2	3	364.67	46.38	9	0	
2007	13337	44517	omission	20	19	19	19	0.39216	1.3222	0.22651	1.301	Noun	1	20	1	Noun	20	2.6141	low	1	3	572.88	47.43	8	1	
2377	15731	52475	reaction	830	653	803	638	16.2745	2.9196	7.7849	2.8156	Noun	1	831	1	Noun	831	4.2114	high	2	3	1395.69	125.86	8	0	
2058	13619	45725	ownership	116	95	114	93	2.2745	2.0682	1.1326	1.9823	Noun	1	116	1	Noun	116	3.36	high	2	3	222.27	35	9	0	
2315	15258	50866	provider	74	67	67	64	1.451	1.8751	0.79876	1.8325	Noun	1	74	1	Noun	74	3.1669	high	2	3	1105.81	82.86	8	2	
201	962	3072	aria	35	22	34	21	0.68627	1.5563	0.26228	1.3617	Noun	1	33	1	Noun	33	2.8481	high	2	3	228.75	9.33	4	2	
2779	18655	63552	suede	92	53	88	51	1.8039	1.9685	0.63186	1.7324	Noun	1	92	1	Noun	92	3.2603	high	2	1	237.59	16.75	5	1	
2905	19536	66451	ting	66	20	33	8	1.2941	1.8261	0.23844	1.3222	Noun	1	65	1	Noun	65	3.1179	high	2	1	1979.53	32.67	4	12	
3494	25786	37434	lionize	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	3	331.47	30	7	0	
1051	6627	22393	eugenics	4	3	4	3	0.078431	0.69897	0.035765	0.60206	Noun	1	4	1	Noun	4	1.9908	low	1	3	324.7	38.14	8	0	
3111	21194	73114	wine	3078	1518	2905	1470	60.3529	3.4884	18.0973	3.1816	Noun	1	3073	1	Noun	3073	4.7802	high	2	1	4718.18	35	4	21	
2635	17259	58369	sheath	25	23	23	21	0.4902	1.415	0.2742	1.3802	Noun	1	25	1	Noun	25	2.7068	low	1	1	676.01	43.8	6	0	
3636	27177	51816	quire	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	1	1776.77	25.25	5	2	
885	5584	18767	disk	338	128	332	128	6.6275	2.5302	1.526	2.1106	Noun	1	338	1	Noun	338	3.822	high	2	1	483.39	16.67	4	7	
462	3006	9687	carmaker	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	541.4	70.57	8	0	
52	219	798	admission	181	164	167	153	3.549	2.2601	1.9552	2.2175	Noun	1	181	1	Noun	181	3.5519	high	2	3	675.14	71	9	0	
2142	14210	47436	perse	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	1	1628.61	35	5	3	
2096	13875	46415	parliament	114	61	34	21	2.2353	2.0607	0.72723	1.7924	Noun	1	114	1	Noun	114	3.3525	high	2	3	571.01	49.78	10	0	
2662	17604	59511	skill	404	327	399	325	7.9216	2.6075	3.8984	2.5159	Noun	1	404	1	Noun	404	3.8993	high	2	1	1152.3	22.75	5	4	
1182	7454	25208	follower	34	30	33	30	0.66667	1.5441	0.35765	1.4914	Noun	1	33	1	Noun	33	2.8359	high	2	3	598.2	65.71	8	1	
2269	15112	50272	privacy	774	618	749	604	15.1765	2.8893	7.3677	2.7917	Noun	1	773	1	Noun	773	4.1811	high	2	3	690.58	44.67	7	1	
1052	6630	22399	eulogy	84	42	80	42	1.6471	1.9294	0.50072	1.6335	Noun	1	84	1	Noun	84	3.2213	high	2	3	116.6	14.4	6	0	
3320	23803	19663	douse	41	35	23	23	0.80392	1.6232	0.41726	1.5563	Verb	2	40	1	Verb	40	2.9151	high	2	1	3525.37	40.25	5	4	
3484	25652	35804	kneel	272	183	163	128	5.3333	2.4362	2.1817	2.2648	Verb	2	272	1	Verb	272	3.728	high	2	1	575.66	24.75	5	2	
3009	20346	70442	ups	130	118	100	92	2.549	2.1173	1.4068	2.0755	Noun	1	130	1	Noun	130	3.4091	high	2	1	2.4	1.5	3	1	
2227	14894	49419	postmortem	67	60	57	52	1.3137	1.8325	0.71531	1.7853	Noun	1	67	1	Noun	67	3.1243	high	2	3	165.99	43.11	10	0	
500	3245	10318	cent	483	360	461	344	9.4706	2.6848	4.2918	2.5575	Noun	1	480	1	Noun	480	3.9767	high	2	1	1292.3	18	4	11	
2352	15518	51755	quid	161	75	146	67	3.1569	2.2095	0.89413	1.8808	Noun	1	161	1	Noun	161	3.5013	high	2	1	1061.57	8.33	4	3	
2847	19172	65262	tech	326	215	192	149	6.3922	2.5145	2.5632	2.3345	Noun	1	325	1	Noun	325	3.8064	high	2	1	1304.23	12.33	4	1	
2606	17101	57882	sentiment	162	148	154	143	3.1765	2.2122	1.7644	2.1732	Noun	1	162	1	Noun	162	3.504	high	2	3	759.08	70.25	9	0	
1895	12594	42071	mulch	22	15	21	15	0.43137	1.3617	0.17883	1.2041	Noun	1	22	1	Noun	22	2.6536	low	1	1	1208.92	29.25	5	2	
519	3378	10707	charlatan	44	38	43	37	0.86275	1.6532	0.45303	1.5911	Noun	1	43	1	Noun	43	2.945	high	2	3	223.23	46.75	9	0	
2592	16996	57531	secretion	13	12	13	12	0.2549	1.1461	0.14306	1.1139	Noun	1	13	1	Noun	13	2.438	low	1	3	1105.83	112.88	9	0	
874	5542	18510	discipline	462	335	419	315	9.0588	2.6656	3.9938	2.5263	Noun	1	462	1	Noun	462	3.9574	high	2	3	449.99	105.89	10	0	
3104	21110	72756	whisperer	9	7	7	5	0.17647	1	0.083453	0.90309	Noun	1	9	1	Noun	9	2.2918	low	1	3	219.15	53.13	9	1	
1814	12042	40414	microscope	129	103	126	100	2.5294	2.1139	1.2279	2.017	Noun	1	129	1	Noun	129	3.4058	high	2	3	70.73	18.44	10	1	
3409	24862	27638	gnash	5	4	4	4	0.098039	0.77815	0.047687	0.69897	Verb	2	5	1	Verb	5	2.07	low	1	1	353.41	19.25	5	0	
3349	24046	21557	energize	20	13	7	6	0.39216	1.3222	0.15498	1.1461	Verb	2	20	1	Verb	20	2.6141	low	1	3	207.96	34.57	8	0	
950	6056	20340	dusk	61	49	52	46	1.1961	1.7924	0.58417	1.699	Noun	1	61	1	Noun	61	3.0842	high	2	1	1030.48	20	4	8	
2637	17272	58402	sheet	592	464	579	459	11.6078	2.7731	5.5317	2.6675	Noun	1	590	1	Noun	590	4.0649	high	2	1	2997.59	38.25	5	5	
3412	24880	27976	gove	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	1	2967.93	14.67	4	11	
2276	15131	50335	procedure	823	581	809	573	16.1373	2.9159	6.9266	2.7649	Noun	1	822	1	Noun	822	4.2078	high	2	3	458.31	44.88	9	0	
3405	24828	27329	gird	7	7	3	3	0.13725	0.90309	0.083453	0.90309	Verb	2	7	1	Verb	7	2.1949	low	1	1	779.99	15.67	4	3	
2633	17255	58351	shawl	70	45	69	44	1.3725	1.8513	0.53648	1.6628	Noun	1	70	1	Noun	70	3.1431	high	2	1	658.19	29	5	1	
2170	14375	48003	pie	1466	790	1273	751	28.7451	3.1664	9.4182	2.8982	Noun	1	1465	1	Noun	1465	4.4583	high	2	1	138.43	6	3	11	
900	5627	19050	distiller	3	1	0	0	0.058824	0.60206	0.011922	0.30103	Noun	1	3	1	Noun	3	1.8939	low	1	3	498.74	86.88	9	1	
1214	7706	26037	frill	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1631.04	41.25	5	3	
3102	21065	72565	whan	5	5	3	3	0.098039	0.77815	0.059609	0.77815	Noun	1	5	1	Noun	5	2.07	low	1	1	8179.7	14	4	6	
1096	6862	23327	faculty	248	160	227	150	4.8627	2.3962	1.9075	2.2068	Noun	1	246	1	Noun	246	3.688	high	2	3	416.34	34.83	7	0	
3135	21383	73721	wrongdoing	26	26	26	26	0.5098	1.4314	0.30997	1.4314	Noun	1	26	1	Noun	26	2.7232	low	1	3	497.92	127	10	0	
3304	23678	18794	dismember	16	16	14	14	0.31373	1.2304	0.19075	1.2304	Verb	2	16	1	Verb	16	2.5223	low	1	3	352.52	55	9	0	
1632	10738	36363	larch	7	5	2	2	0.13725	0.90309	0.059609	0.77815	Noun	1	7	1	Noun	7	2.1949	low	1	1	1900.46	43.5	5	3	
3528	26137	41893	mourn	129	117	124	112	2.5294	2.1139	1.3948	2.0719	Verb	2	129	1	Verb	129	3.4058	high	2	1	2510.64	32.75	5	0	
2011	13358	44587	oohs	9	8	8	7	0.17647	1	0.095374	0.95424	Noun	1	9	1	Noun	9	2.2918	low	1	1	67.43	1.33	4	1	
2940	19855	67506	travelogue	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	105.65	23.67	10	0	
3267	23359	16972	deify	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	3	382.71	16.5	5	1	
3868	29750	72280	wean	13	11	12	10	0.2549	1.1461	0.13114	1.0792	Verb	2	13	1	Verb	13	2.438	low	1	1	4237.06	32.33	4	8	
1595	10424	35463	kerb	18	13	18	13	0.35294	1.2788	0.15498	1.1461	Noun	1	18	1	Noun	18	2.5706	low	1	1	2279.29	11.33	4	2	
602	4030	12924	comp	85	66	76	60	1.6667	1.9345	0.78684	1.8261	Noun	1	85	1	Noun	85	3.2263	high	2	1	1738.68	23	4	7	
2638	17275	58409	sheik	77	25	46	19	1.5098	1.8921	0.29804	1.415	Noun	1	77	1	Noun	77	3.1839	high	2	1	3414.99	22.75	5	0	
1126	7055	23999	fest	69	47	49	35	1.3529	1.8451	0.56032	1.6812	Noun	1	69	1	Noun	69	3.1369	high	2	1	3023.55	21.67	4	15	
3860	29653	71190	vex	10	8	9	7	0.19608	1.0414	0.095374	0.95424	Verb	2	10	1	Verb	10	2.3332	low	1	1	64.81	1.5	3	3	
1363	8893	29676	hattery	2	1	0	0	0.039216	0.47712	0.011922	0.30103	Noun	1	2	1	Noun	2	1.769	low	1	3	1199.12	122.83	7	1	
2248	14996	49743	predation	7	7	6	6	0.13725	0.90309	0.083453	0.90309	Noun	1	7	1	Noun	7	2.1949	low	1	3	1179.55	123.13	9	0	
3827	29383	68926	uncover	98	87	90	80	1.9216	1.9956	1.0372	1.9445	Verb	2	98	1	Verb	98	3.2875	high	2	3	913.12	78.5	7	0	
2677	17751	60144	smock	25	22	25	22	0.4902	1.415	0.26228	1.3617	Noun	1	25	1	Noun	25	2.7068	low	1	1	622.8	19.25	5	3	
3096	21000	72326	web	470	288	324	195	9.2157	2.673	3.4335	2.4609	Noun	1	470	1	Noun	470	3.9649	high	2	1	42.49	3	3	4	
3047	20594	71158	vest	284	203	280	199	5.5686	2.4548	2.4201	2.3096	Noun	1	284	1	Noun	284	3.7467	high	2	1	3128.29	21.33	4	11	
2130	14169	47251	peregrine	4	4	2	2	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	3	862.38	155	9	0	
2244	14979	49687	precedent	127	103	126	102	2.4902	2.1072	1.2279	2.017	Noun	1	127	1	Noun	127	3.399	high	2	3	820.59	70.63	9	0	
841	5394	18014	dice	533	295	507	280	10.451	2.7275	3.5169	2.4713	Noun	1	533	1	Noun	533	4.0194	high	2	1	719.68	17.67	4	11	
1157	7226	24482	fishmonger	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	1	6	1	Noun	6	2.1369	low	1	3	125.82	35.78	10	0	
3225	22746	11960	cling	128	106	112	99	2.5098	2.1106	1.2637	2.0294	Verb	2	127	1	Verb	127	3.4024	high	2	1	2791.66	47.5	5	5	
271	1310	4225	babyhood	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	59.75	21.71	8	0	
1583	10303	34984	jojoba	6	4	5	3	0.11765	0.8451	0.047687	0.69897	Noun	1	6	1	Noun	6	2.1369	low	1	3	29.42	3.8	6	0	
2855	19214	65441	tempera	2	1	2	1	0.039216	0.47712	0.011922	0.30103	Noun	1	2	1	Noun	2	1.769	low	1	3	661.92	81	7	1	
703	4535	15044	creamery	6	1	6	1	0.11765	0.8451	0.011922	0.30103	Noun	1	6	1	Noun	6	2.1369	low	1	3	621.05	91.29	8	0	
3388	24558	24971	flounce	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Verb	2	1	1	Verb	1	1.5929	low	1	1	620.79	37.67	7	0	
1249	8016	27016	gent	82	64	76	60	1.6078	1.9191	0.76299	1.8129	Noun	1	82	1	Noun	82	3.2109	high	2	1	1231.11	19.67	4	10	
3813	29084	65780	thank	56877	7790	13010	5332	1115.2353	4.7549	92.8708	3.8916	Verb	2	56748	1	Verb	56748	6.0468	high	2	1	3786.78	34	5	2	
3601	26744	47414	perpetrate	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Verb	2	4	1	Verb	4	1.9908	low	1	3	194.05	48.56	10	1	
3129	21354	73636	wrath	199	148	163	130	3.902	2.301	1.7644	2.1732	Noun	1	199	1	Noun	199	3.5929	high	2	1	1038.19	40.5	5	0	
3877	29892	73617	wrack	5	4	4	3	0.098039	0.77815	0.047687	0.69897	Verb	2	5	1	Verb	5	2.07	low	1	1	1080.26	42.75	5	4	
1086	6784	23079	extenders	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Noun	1	2	1	Noun	2	1.769	low	1	3	631	80.5	9	0	
3048	20595	71162	vestibule	20	14	17	14	0.39216	1.3222	0.16691	1.1761	Noun	1	20	1	Noun	20	2.6141	low	1	3	339.49	51	9	0	
3138	21399	73809	yak	71	41	59	39	1.3922	1.8573	0.48879	1.6232	Noun	1	71	1	Noun	71	3.1492	high	2	1	8.41	2.5	3	3	
932	5880	19829	dramatics	16	16	16	16	0.31373	1.2304	0.19075	1.2304	Noun	1	16	1	Noun	16	2.5223	low	1	3	550.88	83.88	9	0	
2012	13359	44591	oomph	33	22	26	18	0.64706	1.5315	0.26228	1.3617	Noun	1	33	1	Noun	33	2.8233	high	2	1	319.55	13.25	5	0	
577	3906	12470	coke	948	481	435	234	18.5882	2.9773	5.7344	2.683	Noun	1	950	1	Noun	950	4.2691	high	2	1	1886.31	22	4	12	
3530	26176	42439	mystify	7	6	7	6	0.13725	0.90309	0.071531	0.8451	Verb	2	7	1	Verb	7	2.1949	low	1	3	651.81	62.5	7	0	
10	43	166	aboveboard	14	13	14	13	0.27451	1.1761	0.15498	1.1461	Noun	1	14	1	Noun	14	2.4679	low	1	3	83.76	17.33	10	0	
1913	12748	42581	nard	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	1	1081	28	4	8	
2527	16431	55798	rubicon	7	5	1	1	0.13725	0.90309	0.059609	0.77815	Noun	1	7	1	Noun	7	2.1949	low	1	3	381.59	30.83	7	0	
