ITEM   	 BF_TK 	 BF_TP 	 SLBF  	 MLBF  	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
propeller	 438.08	  67.63	  19.62	   2.45	   9	   1	   1	-1	-1	 599	-1	
propellers	 348.61	  66.67	  21.45	   2.38	  10	   0	   1	-1	-1	-1	-1	
properties	 819.58	 138.00	  24.35	   2.71	  10	   1	   2	-1	-1	-1	-1	
property	 903.72	  80.00	  19.54	   2.79	   8	   1	   3	 447	-1	 466	-1	
prophecies	 457.14	  82.44	  19.96	   2.22	  10	   0	   3	-1	-1	-1	-1	
proponent	 791.00	  80.25	  21.44	   2.68	   9	   0	   1	-1	-1	-1	-1	
proponents	 431.71	  71.11	  22.27	   2.47	  10	   0	   1	-1	-1	-1	-1	
proposal	 954.60	  68.71	  19.08	   2.73	   8	   0	   1	-1	-1	-1	-1	
proposals	 408.85	  48.25	  19.39	   2.42	   9	   0	   2	-1	-1	-1	-1	
propulsion	 856.87	  96.22	  22.71	   2.52	  10	   0	   0	-1	-1	-1	-1	
pros	1514.93	  11.67	   6.35	   2.12	   4	   4	  13	-1	-1	-1	-1	
proscenium	 265.71	  50.67	  18.38	   2.04	  10	   0	   0	-1	-1	-1	-1	
prose	2045.19	  43.00	  12.84	   3.21	   5	   4	  13	 626	-1	 283	-1	
prospectus	 269.21	  48.67	  18.41	   2.05	  10	   0	   1	-1	-1	-1	-1	
protectors	 433.57	  77.44	  22.92	   2.55	  10	   1	   2	-1	-1	-1	-1	
protege	1222.55	  75.00	  17.58	   2.93	   7	   0	   2	-1	-1	-1	-1	
protegee	 723.14	  65.14	  17.13	   2.45	   8	   1	   1	-1	-1	-1	-1	
proteges	1022.29	 126.57	  19.00	   2.71	   8	   1	   1	-1	-1	-1	-1	
protesters	 511.90	  77.56	  23.92	   2.66	  10	   0	   0	-1	-1	-1	-1	
protocol	 606.12	  49.00	  13.97	   2.00	   8	   0	   1	-1	-1	 258	-1	
protocols	 345.46	  44.50	  16.68	   2.09	   9	   0	   1	-1	-1	-1	-1	
prototype	 320.78	  38.88	  15.52	   1.94	   9	   0	   1	-1	-1	-1	-1	
prototypes	 398.84	  71.44	  16.97	   1.89	  10	   0	   1	-1	-1	-1	-1	
protrusion	 877.39	  99.44	  23.56	   2.62	  10	   0	   0	-1	-1	-1	-1	
provenance	 532.22	  72.44	  23.24	   2.58	  10	   0	   0	-1	-1	-1	-1	
provider	1105.81	  82.86	  20.18	   2.88	   8	   2	   1	-1	-1	-1	-1	
providers	 573.14	  74.50	  20.91	   2.61	   9	   0	   1	-1	-1	-1	-1	
provinces	 704.71	  92.63	  21.09	   2.64	   9	   0	   0	-1	-1	-1	-1	
provision	 894.05	  88.63	  22.07	   2.76	   9	   0	   1	 508	-1	 343	-1	
provisions	 424.63	  68.67	  22.40	   2.49	  10	   0	   1	-1	-1	-1	-1	
proviso	 858.13	  60.17	  14.30	   2.38	   7	   0	   0	-1	-1	-1	-1	
prow	2159.77	  13.67	   8.70	   2.90	   4	   7	   7	 583	-1	 307	-1	
prude	 419.74	  23.50	  10.32	   2.58	   5	   3	  14	-1	-1	-1	-1	
prudery	1061.28	 104.17	  17.05	   2.84	   7	   0	   0	-1	-1	-1	-1	
psalm	 252.93	   9.25	   5.20	   1.30	   5	   0	  10	-1	-1	 427	-1	
psalms	 194.42	  11.80	   7.10	   1.42	   6	   0	  11	-1	-1	-1	-1	
pseudonym	  35.29	   7.25	   7.33	   0.92	   9	   0	   1	-1	-1	-1	-1	
pseudonyms	  24.00	   7.78	   8.10	   0.90	  10	   0	   1	-1	-1	-1	-1	
psychopath	  71.54	  15.11	  15.33	   1.70	  10	   0	   0	-1	-1	-1	-1	
pub	 382.46	   6.50	   4.57	   2.28	   3	  11	  15	-1	-1	-1	-1	
puberty	 567.98	  41.00	  15.44	   2.57	   7	   0	   0	-1	-1	-1	-1	
publican	 233.65	  34.57	  15.60	   2.23	   8	   0	   1	-1	 532	-1	 553	
publicist	 288.37	  46.63	  19.24	   2.40	   9	   0	   1	-1	-1	-1	-1	
publicists	 207.97	  43.56	  19.81	   2.20	  10	   0	   1	-1	-1	-1	-1	
publisher	 242.32	  47.13	  18.72	   2.34	   9	   2	   1	-1	-1	-1	-1	
publishers	 187.46	  40.67	  19.10	   2.12	  10	   0	   2	-1	-1	-1	-1	
pubs	 136.87	  17.00	   6.08	   2.03	   4	   8	   7	-1	-1	-1	-1	
pudenda	 356.00	  28.00	  12.77	   2.13	   7	   0	   0	-1	-1	-1	-1	
pullover	 614.35	  59.57	  17.90	   2.56	   8	   0	   1	-1	-1	-1	-1	
pulsation	 915.90	 102.13	  18.77	   2.35	   9	   0	   0	-1	-1	-1	-1	
pulse	1148.21	  27.25	   9.33	   2.33	   5	   1	   5	 446	-1	 433	-1	
pungency	 461.41	  46.29	  17.04	   2.43	   8	   0	   0	-1	-1	-1	-1	
punks	 382.86	  39.75	   9.46	   2.36	   5	   3	   6	-1	-1	-1	-1	
purchaser	 259.85	  48.25	  17.83	   2.23	   9	   2	   1	-1	-1	-1	-1	
purchases	 466.25	  75.38	  18.51	   2.31	   9	   2	   3	-1	-1	-1	-1	
puritan	 469.18	  46.00	  15.15	   2.53	   7	   0	   1	-1	-1	-1	-1	
puritans	 446.63	  62.29	  18.06	   2.58	   8	   0	   2	-1	-1	-1	-1	
purity	 832.64	  61.60	  14.27	   2.85	   6	   2	   0	-1	-1	-1	-1	
pursuer	 986.75	  89.00	  16.19	   2.70	   7	   2	   1	-1	-1	-1	-1	
pursuers	 390.48	  79.29	  16.90	   2.41	   8	   0	   1	-1	-1	-1	-1	
purveyor	 168.27	  27.29	  13.67	   1.95	   8	   1	   1	-1	-1	-1	-1	
pus	 389.83	   4.00	   4.68	   2.34	   3	   7	  20	-1	-1	-1	-1	
putsch	 331.04	  26.60	   9.81	   1.96	   6	   0	  11	-1	-1	-1	-1	
puzzlement	 499.63	  40.33	  16.63	   1.85	  10	   0	   0	-1	-1	-1	-1	
pyjama	  73.61	   6.40	   4.72	   0.94	   6	   0	   1	-1	-1	-1	-1	
pyjamas	  51.36	  12.50	   8.70	   1.45	   7	   0	   1	-1	-1	-1	-1	
pyramids	 150.73	  30.29	  12.04	   1.72	   8	   0	   1	-1	-1	-1	-1	
qualities	 879.85	 122.00	  21.51	   2.69	   9	   1	   1	-1	-1	-1	-1	
quality	 782.10	  59.17	  16.73	   2.79	   7	   1	   1	-1	-1	 349	-1	
qualms	 212.06	  18.60	   9.01	   1.80	   6	   0	   2	-1	-1	-1	-1	
quandary	 394.65	  44.29	  17.52	   2.50	   8	   0	   0	-1	-1	-1	-1	
quantities	 650.60	 116.11	  22.54	   2.50	  10	   0	   1	-1	-1	-1	-1	
quantity	 815.96	  91.00	  19.15	   2.74	   8	   1	   1	 419	-1	 349	-1	
quarrymen	 159.42	  23.00	  14.42	   1.80	   9	   0	   0	-1	-1	-1	-1	
quart	1125.30	  28.00	  11.02	   2.75	   5	   0	   8	-1	-1	 545	-1	
quarts	 475.08	  55.40	  11.81	   2.36	   6	   2	   5	-1	-1	-1	-1	
quartz	 243.58	  27.40	   9.03	   1.81	   6	   2	   5	-1	-1	-1	-1	
quay	 418.36	   6.33	   5.43	   1.81	   4	   0	  20	-1	-1	-1	-1	
questioner	 178.66	  37.67	  19.20	   2.13	  10	   1	   0	-1	-1	-1	-1	
quests	 298.85	  45.00	  10.59	   2.12	   6	   1	   2	-1	-1	-1	-1	
queues	 674.71	  77.00	  10.07	   2.01	   6	   1	  19	-1	-1	-1	-1	
quid	1061.57	   8.33	   6.82	   2.27	   4	   3	   8	-1	-1	-1	-1	
quietness	 317.11	  60.75	  18.13	   2.27	   9	   0	   0	-1	-1	-1	-1	
quilt	1200.29	  25.00	  11.90	   2.98	   5	   5	   7	-1	 542	-1	 347	
quilts	 417.68	  49.40	  12.09	   2.42	   6	   1	   4	-1	-1	-1	-1	
quirk	 579.72	  18.50	  10.24	   2.56	   5	   1	   6	-1	-1	-1	-1	
quirks	 196.57	  27.40	  10.41	   2.08	   6	   1	   4	-1	-1	-1	-1	
quotation	 999.57	 107.25	  20.88	   2.61	   9	   0	   1	-1	-1	-1	-1	
quotations	 286.42	  54.11	  19.65	   2.18	  10	   0	   1	-1	-1	-1	-1	
racism	 443.59	  37.80	  12.29	   2.46	   6	   1	   0	-1	-1	-1	-1	
racketeers	 148.65	  34.11	  16.44	   1.83	  10	   0	   0	-1	-1	-1	-1	
racks	 522.88	  48.25	  10.56	   2.64	   5	  12	  24	-1	-1	-1	-1	
radicals	 206.82	  38.71	  15.33	   2.19	   8	   0	   1	-1	-1	-1	-1	
radii	 224.08	  18.75	   6.99	   1.75	   5	   1	   1	-1	-1	-1	-1	
radishes	 634.59	 109.00	  17.57	   2.51	   8	   0	   0	-1	-1	-1	-1	
raft	 463.23	  15.67	   7.64	   2.55	   4	   5	  12	-1	-1	-1	-1	
rafts	 438.81	  47.00	   9.31	   2.33	   5	   1	   5	-1	-1	-1	-1	
rags	 348.49	  27.33	   7.49	   2.50	   4	  16	  16	-1	-1	-1	-1	
rainwater	 399.04	  78.63	  18.04	   2.26	   9	   0	   0	-1	-1	-1	-1	
ramp	 927.08	  22.00	   8.38	   2.79	   4	   8	  15	-1	-1	 527	-1	
ramps	 321.82	  35.00	   9.66	   2.42	   5	   2	   8	-1	-1	-1	-1	
randomness	 117.87	  42.33	  16.26	   1.81	  10	   0	   0	-1	-1	-1	-1	
rands	 917.60	  51.50	  11.67	   2.92	   5	   9	   9	-1	-1	-1	-1	
rarity	 928.48	  76.20	  14.46	   2.89	   6	   1	   1	 550	-1	 270	-1	
ratio	 636.32	  28.00	  10.58	   2.64	   5	   2	   2	-1	 544	-1	 263	
rationale	 252.03	  46.63	  18.55	   2.32	   9	   0	   0	-1	-1	-1	-1	
ratios	 876.16	  42.20	  13.48	   2.70	   6	   2	   2	-1	-1	-1	-1	
rays	 927.00	  17.33	   8.83	   2.94	   4	  11	  34	-1	-1	-1	-1	
reaction	1395.69	 125.86	  21.38	   3.05	   8	   0	   1	 506	-1	 395	-1	
reactions	 710.89	  90.00	  22.03	   2.75	   9	   0	   1	-1	-1	-1	-1	
reactors	 788.56	 102.57	  19.15	   2.74	   8	   1	   1	-1	-1	-1	-1	
readership	 340.62	  51.33	  21.29	   2.37	  10	   1	   1	-1	-1	-1	-1	
readiness	 470.92	 105.75	  20.66	   2.58	   9	   0	   0	-1	-1	-1	-1	
realism	1204.08	 101.33	  16.67	   2.78	   7	   1	   0	-1	-1	-1	-1	
realm	1332.12	  39.75	  10.31	   2.58	   5	   1	   3	 561	-1	 324	-1	
realms	1127.12	  56.60	  12.37	   2.47	   6	   0	   2	-1	-1	-1	-1	
rebellion	 768.86	 102.50	  19.90	   2.49	   9	   0	   2	-1	-1	-1	-1	
rebellions	 326.95	  62.11	  19.72	   2.19	  10	   1	   1	-1	-1	-1	-1	
rebuttal	 667.77	  60.43	  15.02	   2.15	   8	   0	   0	-1	-1	-1	-1	
receiver	1050.57	  85.57	  19.74	   2.82	   8	   3	   2	-1	-1	 504	-1	
receivers	 540.68	  86.13	  19.74	   2.47	   9	   0	   1	-1	-1	-1	-1	
reception	1139.38	 126.13	  22.95	   2.87	   9	   1	   3	-1	-1	-1	-1	
receptions	 417.83	  74.33	  22.33	   2.48	  10	   1	   2	-1	-1	-1	-1	
recesses	 975.82	 134.71	  19.24	   2.75	   8	   1	   2	-1	-1	-1	-1	
recession	 950.43	 104.50	  23.03	   2.88	   9	   1	   2	-1	-1	-1	-1	
recipe	 968.42	  38.60	  12.81	   2.56	   6	   1	   1	-1	-1	-1	-1	
recipes	1431.45	 140.00	  17.28	   2.88	   7	   0	   1	-1	-1	-1	-1	
recipient	 742.79	  76.63	  20.35	   2.54	   9	   0	   1	-1	-1	-1	-1	
recipients	 396.33	  64.22	  20.97	   2.33	  10	   0	   1	-1	-1	-1	-1	
recital	1240.45	  68.67	  17.54	   2.92	   7	   0	   1	-1	-1	 495	-1	
recitals	 776.31	  77.71	  18.85	   2.69	   8	   0	   1	-1	-1	-1	-1	
recorder	1065.20	  99.00	  19.96	   2.85	   8	   1	   1	-1	-1	-1	-1	
recorders	 645.18	  91.50	  21.87	   2.73	   9	   0	   1	-1	-1	-1	-1	
recordings	 255.18	  46.89	  19.25	   2.14	  10	   0	   1	-1	-1	-1	-1	
rectangle	 471.42	  73.00	  19.52	   2.44	   9	   0	   1	-1	-1	 590	-1	
rectangles	 389.54	  75.22	  18.56	   2.06	  10	   0	   1	-1	-1	-1	-1	
rectitude	 493.91	  71.38	  19.48	   2.44	   9	   0	   0	-1	-1	-1	-1	
rectory	1239.08	  77.83	  18.11	   3.02	   7	   0	   0	-1	-1	-1	-1	
recurrence	 507.08	  61.44	  21.72	   2.41	  10	   0	   1	-1	-1	-1	-1	
reddening	1326.69	 238.00	  21.25	   2.66	   9	   0	   1	-1	-1	-1	-1	
redemption	 992.48	 129.33	  23.71	   2.63	  10	   0	   0	-1	-1	-1	-1	
reds	 404.22	  12.67	   6.81	   2.27	   4	   3	  14	-1	-1	-1	-1	
reduction	1064.24	 124.00	  21.81	   2.73	   9	   2	   3	 508	-1	 332	-1	
reductions	 403.03	  71.44	  21.99	   2.44	  10	   2	   3	-1	-1	-1	-1	
reeds	 788.82	  40.75	  11.14	   2.78	   5	  10	  15	-1	-1	-1	-1	
reef	2217.32	  22.00	   8.15	   2.72	   4	   4	  15	 520	-1	 485	-1	
reefs	 334.04	  24.00	   8.14	   2.04	   5	   3	   5	-1	-1	-1	-1	
ref	 100.92	   3.00	   2.09	   1.04	   3	   4	  12	-1	-1	-1	-1	
referees	1047.92	 138.29	  19.58	   2.80	   8	   0	   1	-1	-1	-1	-1	
refinement	 637.82	  64.22	  22.84	   2.54	  10	   0	   0	 550	-1	 375	-1	
reflection	1063.30	 138.33	  24.94	   2.77	  10	   1	   1	-1	-1	 567	-1	
reflector	 383.74	  60.25	  19.43	   2.43	   9	   0	   1	-1	-1	-1	-1	
reflectors	 375.05	  70.00	  21.94	   2.44	  10	   0	   1	-1	-1	-1	-1	
reflexes	 726.13	 108.86	  14.16	   2.02	   8	   0	   0	-1	-1	-1	-1	
reflexive	 366.99	  56.88	  15.96	   2.00	   9	   0	   1	-1	-1	-1	-1	
reformer	 839.05	  85.14	  18.13	   2.59	   8	   1	   1	-1	-1	-1	-1	
reformers	 552.95	  90.13	  19.87	   2.48	   9	   0	   1	-1	-1	-1	-1	
refresher	 478.76	  79.00	  19.24	   2.40	   9	   1	   0	-1	-1	-1	-1	
refugee	 757.22	  57.00	  15.25	   2.54	   7	   1	   1	-1	-1	-1	-1	
refugees	 754.60	 109.86	  16.66	   2.38	   8	   0	   1	-1	-1	-1	-1	
refusal	 807.92	  60.67	  14.82	   2.47	   7	   0	   1	-1	-1	-1	-1	
refusals	 520.99	  58.14	  16.38	   2.34	   8	   0	   2	-1	-1	-1	-1	
regalia	 536.11	  49.83	  13.04	   2.17	   7	   0	   0	-1	-1	-1	-1	
regimen	 722.17	  62.00	  15.53	   2.59	   7	   1	   1	-1	-1	-1	-1	
regiments	 471.97	  74.13	  20.25	   2.53	   9	   0	   1	-1	-1	-1	-1	
registrar	 319.78	  55.13	  17.76	   2.22	   9	   0	   0	-1	-1	-1	-1	
registry	 721.62	  72.29	  18.44	   2.63	   8	   0	   0	-1	-1	-1	-1	
regression	 997.24	 111.11	  25.22	   2.80	  10	   1	   1	-1	-1	-1	-1	
rehearsals	 204.11	  34.11	  16.62	   1.85	  10	   0	   2	-1	-1	-1	-1	
reins	1857.89	  47.50	  12.21	   3.05	   5	   3	  22	-1	-1	-1	-1	
rejection	1098.88	 122.38	  21.89	   2.74	   9	   1	   3	-1	-1	-1	-1	
rejections	 401.99	  71.11	  20.46	   2.27	  10	   0	   1	-1	-1	-1	-1	
rejoinder	 378.44	  70.63	  17.81	   2.23	   9	   0	   0	-1	-1	-1	-1	
relations	 744.18	  86.75	  22.25	   2.78	   9	   0	   1	-1	-1	-1	-1	
relatives	 764.48	  99.38	  21.09	   2.64	   9	   0	   1	-1	-1	-1	-1	
relenting	1695.72	 271.88	  24.58	   3.07	   9	   1	   2	-1	-1	-1	-1	
relevance	 480.85	  71.50	  19.22	   2.40	   9	   0	   1	-1	-1	-1	-1	
reliance	 930.40	  78.43	  19.85	   2.84	   8	   0	   1	-1	-1	-1	-1	
religion	1062.60	  87.57	  20.21	   2.89	   8	   0	   2	-1	 383	 434	-1	
religions	 614.50	  80.75	  21.32	   2.67	   9	   1	   1	-1	-1	-1	-1	
reluctance	 476.76	  60.67	  22.32	   2.48	  10	   0	   1	-1	-1	-1	-1	
remainder	 418.98	  77.63	  19.60	   2.45	   9	   0	   1	-1	-1	-1	-1	
remarriage	 246.01	  38.67	  18.56	   2.06	  10	   0	   2	-1	-1	-1	-1	
remedies	1021.30	 143.29	  19.74	   2.82	   8	   1	   2	-1	-1	-1	-1	
reminder	1089.85	 100.00	  20.50	   2.93	   8	   1	   2	-1	-1	 328	-1	
reminders	 522.58	  88.88	  20.84	   2.61	   9	   0	   1	-1	-1	-1	-1	
remission	 841.14	  98.63	  21.98	   2.75	   9	   0	   1	-1	-1	-1	-1	
remittance	 486.50	  64.33	  22.45	   2.49	  10	   0	   0	 594	-1	 337	-1	
remoteness	 293.05	  70.56	  20.78	   2.31	  10	   0	   0	-1	-1	-1	-1	
removal	 835.11	  58.83	  15.25	   2.54	   7	   0	   0	 406	-1	 391	-1	
remover	1251.26	 103.00	  16.61	   2.77	   7	   4	   1	-1	 487	-1	 403	
rendition	1169.86	 134.63	  23.47	   2.93	   9	   0	   0	-1	-1	-1	-1	
renegade	 491.90	  59.14	  15.56	   2.22	   8	   0	   0	-1	-1	-1	-1	
renewal	1034.67	  71.33	  16.12	   2.69	   7	   0	   1	-1	-1	-1	-1	
renewals	 524.22	  69.00	  16.77	   2.40	   8	   0	   1	-1	-1	-1	-1	
rep	 103.91	   4.00	   3.12	   1.56	   3	   8	  14	-1	-1	-1	-1	
repartee	 758.93	  88.43	  17.77	   2.54	   8	   0	   0	-1	-1	-1	-1	
repayment	 718.23	  75.13	  19.08	   2.38	   9	   0	   1	-1	-1	-1	-1	
repayments	 388.88	  62.89	  19.27	   2.14	  10	   0	   1	-1	-1	-1	-1	
repeater	1131.83	 120.57	  20.42	   2.92	   8	   1	   1	-1	-1	-1	-1	
repertoire	 466.73	  53.11	  20.65	   2.29	  10	   0	   0	-1	-1	-1	-1	
replica	 848.36	  73.50	  14.57	   2.43	   7	   0	   1	-1	-1	-1	-1	
replicas	 627.61	  65.00	  17.71	   2.53	   8	   0	   1	-1	-1	-1	-1	
reporters	 643.83	  94.75	  22.02	   2.75	   9	   0	   1	-1	-1	-1	-1	
repression	1054.45	 114.22	  26.37	   2.93	  10	   2	   2	-1	 611	-1	 234	
reprisal	 795.38	  73.14	  18.14	   2.59	   8	   0	   1	 639	-1	 294	-1	
reprisals	 397.47	  67.38	  20.01	   2.50	   9	   0	   1	-1	-1	-1	-1	
reps	 447.88	  15.00	   7.57	   2.52	   4	   3	   6	-1	-1	-1	-1	
republics	 322.07	  67.50	  16.93	   2.12	   9	   0	   2	-1	-1	-1	-1	
repugnance	 459.47	  57.89	  22.08	   2.45	  10	   0	   1	-1	-1	-1	-1	
repulsion	 785.84	  94.50	  19.97	   2.50	   9	   1	   1	-1	-1	-1	-1	
researcher	 256.10	  51.22	  20.11	   2.23	  10	   2	   0	-1	 598	-1	 475	
resentment	 689.32	  71.33	  24.03	   2.67	  10	   0	   0	 539	-1	 352	-1	
reservists	 435.99	  68.11	  20.73	   2.30	  10	   0	   0	-1	-1	-1	-1	
reservoir	 443.96	  70.38	  16.78	   2.10	   9	   0	   1	-1	-1	-1	-1	
reservoirs	 405.22	  61.78	  18.55	   2.06	  10	   0	   1	-1	-1	-1	-1	
reshuffle	 326.05	  54.25	  10.05	   1.26	   9	   0	   0	-1	-1	-1	-1	
residence	 541.30	  79.38	  20.59	   2.57	   9	   0	   2	-1	-1	-1	-1	
residents	 503.24	  81.13	  20.31	   2.54	   9	   0	   4	-1	-1	-1	-1	
residue	 661.57	  54.00	  14.13	   2.35	   7	   0	   1	-1	-1	 487	-1	
residues	 915.78	 118.14	  17.35	   2.48	   8	   0	   1	-1	-1	-1	-1	
resistance	 527.69	  68.89	  23.67	   2.63	  10	   0	   1	 503	-1	 416	-1	
resistor	 819.76	  78.57	  19.32	   2.76	   8	   0	   1	-1	-1	-1	-1	
resistors	 527.08	  97.13	  21.04	   2.63	   9	   0	   1	-1	-1	-1	-1	
resonance	 490.18	  75.75	  20.13	   2.52	   9	   0	   1	-1	-1	-1	-1	
resources	 654.50	 100.25	  20.78	   2.60	   9	   0	   1	-1	-1	-1	-1	
respecter	 710.85	 105.75	  21.99	   2.75	   9	   1	   0	-1	-1	-1	-1	
respondent	 535.13	  66.22	  21.73	   2.41	  10	   1	   1	-1	-1	-1	-1	
responses	 696.23	 108.75	  20.80	   2.60	   9	   0	   1	-1	-1	-1	-1	
restaurant	 439.13	  63.00	  21.46	   2.38	  10	   0	   0	-1	-1	 611	-1	
resumption	 962.57	 127.11	  23.04	   2.56	  10	   0	   0	 603	-1	 264	-1	
resurgence	 476.87	  62.00	  20.55	   2.28	  10	   0	   1	-1	-1	-1	-1	
ret	1458.69	   8.50	   5.74	   2.87	   3	  18	  30	-1	-1	-1	-1	
retailer	 885.24	  98.57	  18.83	   2.69	   8	   1	   1	-1	-1	 445	-1	
retailers	 460.04	  94.75	  19.67	   2.46	   9	   1	   1	-1	-1	-1	-1	
retainer	1109.28	 108.29	  20.23	   2.89	   8	   2	   1	-1	-1	-1	-1	
retainers	 544.80	 105.13	  20.60	   2.57	   9	   1	   1	-1	-1	-1	-1	
retention	1274.83	 142.75	  24.02	   3.00	   9	   1	   2	 592	-1	 316	-1	
reticence	 510.66	  79.50	  20.46	   2.56	   9	   0	   1	-1	-1	-1	-1	
retina	1792.46	  94.80	  14.30	   2.86	   6	   0	   0	-1	-1	-1	-1	
retraction	1049.38	 139.56	  24.92	   2.77	  10	   0	   0	-1	-1	-1	-1	
retrieval	 396.32	  65.88	  16.78	   2.10	   9	   0	   0	-1	-1	-1	-1	
retrospect	 212.69	  38.89	  17.25	   1.92	  10	   0	   0	-1	-1	-1	-1	
reunions	 627.86	  74.00	  17.27	   2.47	   8	   0	   1	-1	-1	-1	-1	
rev	 103.85	   3.00	   3.12	   1.56	   3	   4	   2	-1	 555	-1	 398	
revelry	 790.49	  61.17	  15.17	   2.53	   7	   0	   2	-1	-1	-1	-1	
revenue	 764.48	  56.67	  15.09	   2.52	   7	   1	   1	 569	-1	 330	-1	
revenues	 874.33	 126.57	  16.64	   2.38	   8	   0	   1	-1	-1	-1	-1	
reverence	 654.85	  96.75	  21.83	   2.73	   9	   1	   3	-1	-1	-1	-1	
reverie	 811.93	  63.33	  14.80	   2.47	   7	   1	   1	-1	-1	-1	-1	
reveries	1187.36	 172.14	  20.58	   2.94	   8	   1	   1	-1	-1	-1	-1	
reversal	 916.03	  88.43	  17.91	   2.56	   8	   0	   2	-1	-1	-1	-1	
reversals	 487.93	  78.75	  20.18	   2.52	   9	   0	   3	-1	-1	-1	-1	
reversion	 949.77	 118.25	  22.43	   2.80	   9	   0	   0	-1	-1	-1	-1	
reviewer	 790.12	  76.14	  17.22	   2.46	   8	   1	   1	-1	-1	-1	-1	
reviewers	 446.13	  77.50	  18.88	   2.36	   9	   0	   1	-1	-1	-1	-1	
revision	1026.49	  93.00	  19.86	   2.84	   8	   0	   2	-1	-1	-1	-1	
revisions	 561.68	  79.75	  21.21	   2.65	   9	   0	   2	-1	-1	-1	-1	
revival	 897.50	  62.00	  16.08	   2.68	   7	   0	   1	-1	-1	-1	-1	
revivals	 491.89	  62.29	  16.17	   2.31	   8	   0	   1	-1	-1	-1	-1	
revolver	 961.49	  82.43	  19.29	   2.76	   8	   2	   1	-1	-1	 629	-1	
revolvers	 424.15	  77.50	  18.38	   2.30	   9	   0	   1	-1	-1	-1	-1	
revulsion	 771.71	  89.88	  18.95	   2.37	   9	   1	   1	-1	-1	-1	-1	
rhetoric	 224.98	  34.57	  14.94	   2.13	   8	   0	   0	-1	-1	-1	-1	
riflemen	 207.46	  29.00	  14.19	   2.03	   8	   1	   0	-1	-1	-1	-1	
rift	 735.30	  13.00	   8.53	   2.84	   4	   6	  13	-1	-1	-1	-1	
rifts	 626.91	  42.75	  10.39	   2.60	   5	   4	   8	-1	-1	-1	-1	
rigmarole	 172.66	  37.63	  15.44	   1.93	   9	   0	   0	-1	-1	-1	-1	
rims	 839.59	  15.67	   8.25	   2.75	   4	   5	  10	-1	-1	-1	-1	
rind	1854.48	  30.67	   9.47	   3.16	   4	   9	  18	-1	-1	-1	-1	
rinds	1138.23	  47.00	  12.13	   3.03	   5	   8	  10	-1	-1	-1	-1	
rite	2880.32	  21.00	   9.42	   3.14	   4	  12	  29	-1	-1	 353	-1	
rites	2056.84	  83.00	  12.54	   3.13	   5	   8	  19	-1	-1	-1	-1	
rivalries	 549.70	  92.88	  16.37	   2.05	   9	   0	   1	-1	-1	-1	-1	
rivalry	 366.11	  31.17	  13.00	   2.17	   7	   0	   2	-1	-1	-1	-1	
riverbed	1305.33	 160.86	  17.34	   2.48	   8	   0	   0	-1	-1	-1	-1	
rivulet	 328.75	  65.83	  12.05	   2.01	   7	   0	   1	-1	-1	-1	-1	
rivulets	 329.33	  55.86	  14.16	   2.02	   8	   0	   1	-1	-1	-1	-1	
roads	 851.36	  39.00	  11.44	   2.86	   5	   5	  16	-1	-1	-1	-1	
robberies	 686.64	 109.00	  16.34	   2.04	   9	   0	   1	-1	-1	-1	-1	
robe	 453.06	  15.00	   6.69	   2.23	   4	   8	  20	 359	-1	 566	-1	
robes	1155.64	  71.50	  10.34	   2.58	   5	   5	  11	-1	-1	-1	-1	
rods	 613.76	  21.00	   8.06	   2.69	   4	  10	  14	-1	-1	-1	-1	
rogues	 736.69	  81.80	  11.66	   2.33	   6	   0	   9	-1	-1	-1	-1	
role	1186.48	  31.33	   9.21	   3.07	   4	  14	  31	-1	-1	 385	-1	
roles	1321.84	  84.50	  11.72	   2.93	   5	  11	  21	-1	-1	-1	-1	
romantics	 721.44	  74.38	  19.17	   2.40	   9	   0	   1	-1	-1	-1	-1	
rood	2383.38	  30.33	   9.87	   3.29	   4	  10	  26	-1	-1	-1	-1	
roofs	 436.84	  27.25	   8.43	   2.11	   5	   4	   7	-1	-1	-1	-1	
rosary	 256.23	  37.60	  11.41	   2.28	   6	   1	   1	-1	-1	-1	-1	
rotation	 938.08	  89.14	  18.93	   2.70	   8	   1	   2	 494	-1	 448	-1	
rotations	 521.58	  58.50	  19.47	   2.43	   9	   1	   2	-1	-1	-1	-1	
rote	 936.69	  23.33	   8.89	   2.96	   4	  15	  26	-1	-1	-1	-1	
routes	1680.40	 131.40	  14.32	   2.86	   6	   2	  15	-1	-1	-1	-1	
roux	1173.54	  17.00	   7.16	   2.39	   4	   1	  29	-1	-1	-1	-1	
royalist	 295.74	  72.57	  13.69	   1.96	   8	   1	   1	-1	-1	-1	-1	
royalties	 714.86	 105.63	  16.39	   2.05	   9	   1	   2	-1	-1	-1	-1	
royalty	 350.56	  28.33	  13.52	   2.25	   7	   2	   2	-1	 389	-1	 596	
rucks	 389.05	  39.00	   9.54	   2.38	   5	   8	  16	-1	-1	-1	-1	
rudiments	 265.88	  47.50	  16.95	   2.12	   9	   0	   0	-1	-1	-1	-1	
ruff	  75.36	  11.00	   4.62	   1.54	   4	   6	  21	-1	-1	-1	-1	
ruffs	  59.17	  10.00	   5.76	   1.44	   5	   3	  10	-1	-1	-1	-1	
