ITEM   	 BF_TK 	 BF_TP 	 SLBF  	 MLBF  	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
exulting	1953.06	 284.86	  16.58	   2.37	   8	   0	   1	-1	-1	-1	-1	
fades	1422.51	  80.25	  11.79	   2.95	   5	   5	  12	-1	-1	-1	-1	
fails	1127.51	  49.75	  11.80	   2.95	   5	  11	  27	-1	-1	-1	-1	
falsify	 402.76	  47.67	  13.23	   2.21	   7	   1	   1	-1	-1	-1	-1	
fancying	1655.04	 263.43	  17.17	   2.45	   8	   0	   0	-1	-1	-1	-1	
fanned	2622.38	 198.40	  16.02	   3.20	   6	   4	  19	-1	-1	-1	-1	
fared	1556.64	  85.25	  12.45	   3.11	   5	  11	  19	-1	-1	-1	-1	
fascinate	 296.11	  59.63	  18.95	   2.37	   9	   0	   1	-1	-1	-1	-1	
fascinates	 431.31	  97.22	  21.91	   2.43	  10	   1	   1	-1	-1	-1	-1	
favouring	1174.57	 216.25	  21.01	   2.63	   9	   1	   4	-1	-1	-1	-1	
featuring	1195.21	 222.38	  21.37	   2.67	   9	   0	   0	-1	-1	-1	-1	
feign	 299.00	  12.25	   7.88	   1.97	   5	   2	  32	-1	-1	-1	-1	
fenced	2121.99	 176.60	  14.25	   2.85	   6	   1	   3	-1	-1	-1	-1	
fend	1808.24	  20.33	   9.72	   3.24	   4	  11	  21	-1	-1	-1	-1	
ferreting	1501.25	 245.50	  22.75	   2.84	   9	   0	   1	-1	-1	-1	-1	
fetched	2212.86	 211.83	  18.51	   3.08	   7	   1	   3	-1	-1	-1	-1	
filched	2074.57	 209.00	  17.68	   2.95	   7	   0	   0	-1	-1	-1	-1	
filleted	1379.55	 191.43	  18.81	   2.69	   8	   1	   2	-1	-1	-1	-1	
fills	1038.34	  53.00	  11.84	   2.96	   5	  13	  28	-1	-1	-1	-1	
finalize	 268.00	  63.57	  15.01	   2.14	   8	   0	   0	-1	-1	-1	-1	
fined	1670.61	  84.25	  12.72	   3.18	   5	   9	  22	-1	-1	-1	-1	
firmed	2203.79	 180.40	  14.89	   2.98	   6	   4	  10	-1	-1	-1	-1	
fished	2491.36	 186.60	  15.40	   3.08	   6	   4	   4	-1	-1	-1	-1	
fixated	1881.06	 210.67	  15.43	   2.57	   7	   0	   0	-1	-1	-1	-1	
flaked	2385.36	 205.00	  14.52	   2.90	   6	   6	   7	-1	-1	-1	-1	
flanked	1655.49	 205.83	  16.61	   2.77	   7	   1	   3	-1	-1	-1	-1	
flapped	1667.77	 202.00	  17.13	   2.86	   7	   5	   9	-1	-1	-1	-1	
flashed	2009.10	 216.83	  17.56	   2.93	   7	   4	   7	-1	-1	-1	-1	
flecked	1577.95	 192.67	  16.76	   2.79	   7	   2	   6	-1	-1	-1	-1	
fled	 573.47	  21.33	   7.49	   2.50	   4	   8	  14	-1	-1	-1	-1	
flee	 221.83	  13.33	   6.86	   2.29	   4	   8	  12	 473	-1	 451	-1	
flees	1444.30	  82.75	  12.11	   3.03	   5	   4	  12	-1	-1	-1	-1	
flew	 408.72	  16.00	   7.29	   2.43	   4	   8	  12	-1	 321	-1	 486	
flexed	1849.27	 162.00	   9.96	   1.99	   6	   0	   3	-1	-1	-1	-1	
flinched	1326.59	 174.00	  18.91	   2.70	   8	   1	   4	-1	-1	-1	-1	
flipped	1530.93	 190.50	  16.01	   2.67	   7	   4	   9	-1	-1	-1	-1	
flocked	1552.06	 194.67	  16.55	   2.76	   7	   4	   9	-1	-1	-1	-1	
flog	 163.77	  16.33	   5.76	   1.92	   4	   7	  10	-1	-1	-1	-1	
flogged	1524.63	 184.83	  15.03	   2.50	   7	   3	   5	-1	-1	-1	-1	
flopped	1612.07	 194.67	  16.92	   2.82	   7	   4	   8	-1	-1	-1	-1	
flounce	 620.79	  37.67	  15.83	   2.64	   7	   0	   1	-1	 572	-1	 356	
flout	1894.90	  33.75	  12.78	   3.20	   5	   3	   8	-1	-1	-1	-1	
flowed	2092.47	 176.20	  14.45	   2.89	   6	   4	  14	-1	-1	-1	-1	
flown	 875.55	  35.25	  11.64	   2.91	   5	   4	  11	 346	-1	 343	-1	
fluctuate	 207.09	  40.63	  16.80	   2.10	   9	   0	   1	-1	-1	-1	-1	
fluctuates	 356.73	  85.11	  18.51	   2.06	  10	   1	   1	-1	-1	-1	-1	
fluffed	1341.06	 171.00	  13.31	   2.22	   7	   1	   3	-1	-1	-1	-1	
focuses	 856.76	 114.67	  16.03	   2.67	   7	   0	   1	-1	-1	-1	-1	
fooled	2395.71	 199.80	  14.95	   2.99	   6	   6	  15	-1	-1	-1	-1	
forbearing	 541.62	 144.78	  20.48	   2.28	  10	   0	   0	-1	-1	-1	-1	
foreseeing	 534.25	 133.44	  20.13	   2.24	  10	   0	   0	-1	-1	-1	-1	
forfeited	 979.33	 143.75	  20.46	   2.56	   9	   0	   1	-1	-1	-1	-1	
forfeiting	 809.03	 179.67	  21.68	   2.41	  10	   0	   1	-1	-1	-1	-1	
forgetting	 739.41	 173.11	  20.91	   2.32	  10	   0	   0	-1	-1	-1	-1	
forgiven	 501.81	  47.57	  17.86	   2.55	   8	   0	   0	-1	-1	-1	-1	
formed	2441.95	 188.80	  15.63	   3.13	   6	   8	   9	-1	-1	-1	-1	
formulate	 285.82	  61.63	  18.92	   2.37	   9	   0	   0	-1	 600	-1	 265	
fortify	 908.56	  77.67	  15.89	   2.65	   7	   0	   1	-1	-1	-1	-1	
forwarded	 721.78	 120.50	  16.70	   2.09	   9	   0	   1	-1	-1	-1	-1	
fought	 907.27	  33.20	  14.49	   2.90	   6	   3	  27	 366	-1	 395	-1	
freaked	1741.78	 199.33	  16.58	   2.76	   7	   2	   6	-1	-1	-1	-1	
frees	1744.12	  82.75	  12.56	   3.14	   5	   5	  11	-1	-1	-1	-1	
frequented	 462.66	  97.33	  21.90	   2.43	  10	   0	   0	-1	-1	-1	-1	
frowned	1863.38	 197.67	  16.79	   2.80	   7	   3	  10	-1	-1	-1	-1	
froze	 603.14	  26.50	   8.75	   2.19	   5	   0	  11	 349	-1	 475	-1	
fuelled	1618.12	 211.17	  15.82	   2.64	   7	   1	   2	-1	-1	-1	-1	
fug	  61.57	   6.50	   3.58	   1.79	   3	  14	  19	-1	-1	-1	-1	
fumed	1175.49	  65.00	  11.45	   2.86	   5	   3	   4	-1	-1	-1	-1	
furled	2367.57	 199.60	  14.33	   2.87	   6	   3	  14	-1	-1	-1	-1	
furred	2254.53	 190.60	  14.78	   2.96	   6	   2	  23	-1	-1	-1	-1	
furthering	 556.37	 153.22	  20.83	   2.31	  10	   0	   0	-1	-1	-1	-1	
fused	 872.18	  67.50	  10.59	   2.65	   5	   3	   5	-1	-1	-1	-1	
fussed	2192.52	 189.40	  14.54	   2.91	   6	   4	  14	-1	-1	-1	-1	
gained	2400.42	 191.60	  15.30	   3.06	   6	   2	  12	-1	-1	-1	-1	
galled	2597.54	 217.60	  15.75	   3.15	   6	   5	  10	-1	-1	-1	-1	
gape	 402.19	  18.00	   7.51	   2.50	   4	  11	  16	-1	 480	-1	 385	
gasped	2084.94	 188.00	  13.40	   2.68	   6	   3	   4	-1	-1	-1	-1	
gauged	2154.30	 185.40	  14.60	   2.92	   6	   3	  10	-1	-1	-1	-1	
gazed	 760.69	  57.75	   9.23	   2.31	   5	   5	  10	-1	-1	-1	-1	
geared	2514.65	 200.40	  15.21	   3.04	   6	   5	  21	-1	-1	-1	-1	
generate	 525.51	  74.71	  18.16	   2.59	   8	   1	   2	-1	-1	-1	-1	
generates	 887.88	 136.88	  22.44	   2.81	   9	   1	   1	-1	-1	-1	-1	
germinate	 399.68	  66.00	  20.17	   2.52	   9	   1	   1	-1	-1	-1	-1	
gird	 779.99	  15.67	   8.67	   2.89	   4	   3	  18	-1	-1	-1	-1	
glared	2234.14	 196.60	  14.73	   2.95	   6	   5	  10	-1	-1	-1	-1	
gleamed	1597.94	 186.50	  16.40	   2.73	   7	   1	   3	-1	-1	-1	-1	
gleams	 282.69	  31.80	  11.85	   2.37	   6	   0	   2	-1	-1	-1	-1	
glean	1062.75	  27.50	  11.56	   2.89	   5	   2	   4	-1	-1	-1	-1	
gleaned	1710.93	 195.50	  17.28	   2.88	   7	   3	   5	-1	-1	-1	-1	
glorify	 321.74	  46.83	  13.80	   2.30	   7	   0	   1	-1	-1	-1	-1	
glossed	1597.11	 188.50	  16.56	   2.76	   7	   0	   2	-1	-1	-1	-1	
glowed	2066.92	 171.60	  14.15	   2.83	   6	   4	  14	-1	-1	-1	-1	
glowering	1259.55	 225.88	  19.97	   2.50	   9	   1	   1	-1	-1	-1	-1	
gnawed	1846.55	 155.60	  10.57	   2.11	   6	   0	  21	-1	-1	-1	-1	
goad	1161.56	  18.00	   9.06	   3.02	   4	   8	  27	-1	-1	-1	-1	
goofed	1960.62	 166.40	  12.83	   2.57	   6	   1	   2	-1	-1	-1	-1	
gorged	2271.01	 193.80	  14.58	   2.92	   6	   3	   5	-1	-1	-1	-1	
gouged	2413.69	 188.40	  14.90	   2.98	   6	   3	   3	-1	-1	-1	-1	
grabbed	1511.78	 188.83	  14.86	   2.48	   7	   2	   5	-1	-1	-1	-1	
graced	2202.25	 193.00	  14.92	   2.98	   6	   6	   7	-1	-1	-1	-1	
grasped	1684.41	 207.50	  16.64	   2.77	   7	   0	   4	-1	-1	-1	-1	
gratify	 697.90	  83.17	  15.26	   2.54	   7	   0	   2	-1	-1	-1	-1	
grazed	2007.46	 183.80	  13.13	   2.63	   6	   6	  11	-1	-1	-1	-1	
greet	1193.45	  39.75	  11.92	   2.98	   5	   3	   7	-1	 413	-1	 494	
greets	 577.52	  66.80	  13.34	   2.67	   6	   2	   4	-1	-1	-1	-1	
grieve	 464.04	  38.40	  11.80	   2.36	   6	   0	   7	-1	 489	-1	-1	
grieves	1097.43	 119.17	  17.60	   2.93	   7	   1	   7	-1	-1	-1	-1	
grimacing	1083.19	 200.38	  20.88	   2.61	   9	   0	   1	-1	-1	-1	-1	
grinned	1781.50	 207.83	  17.38	   2.90	   7	   0	   8	-1	-1	-1	-1	
gripped	1761.43	 203.67	  17.15	   2.86	   7	   2	  10	-1	-1	-1	-1	
groaned	1918.46	 206.67	  17.19	   2.87	   7	   0	   8	-1	-1	-1	-1	
groomed	1814.30	 199.00	  16.54	   2.76	   7	   1	   4	-1	-1	-1	-1	
groped	2615.45	 197.80	  15.96	   3.19	   6	   1	   5	-1	-1	-1	-1	
gropes	1488.04	 119.00	  15.51	   3.10	   6	   4	   9	-1	-1	-1	-1	
grouped	2029.08	 202.83	  16.65	   2.77	   7	   0	   6	-1	-1	-1	-1	
growled	1993.72	 234.67	  16.99	   2.83	   7	   1	   5	-1	-1	-1	-1	
guessed	1554.22	 179.17	  15.33	   2.55	   7	   1	  18	-1	-1	-1	-1	
gulped	1961.37	 175.60	  13.23	   2.65	   6	   1	   3	-1	-1	-1	-1	
gushed	2322.75	 179.60	  14.45	   2.89	   6	   4	   6	-1	-1	-1	-1	
hacked	2541.16	 208.00	  15.59	   3.12	   6	   7	  17	-1	-1	-1	-1	
hailed	2419.58	 203.40	  15.44	   3.09	   6	  10	  20	-1	-1	-1	-1	
halts	 587.46	  55.25	  10.20	   2.55	   5	   2	   5	-1	-1	-1	-1	
halve	 571.54	  29.50	  10.10	   2.52	   5	   2	  15	-1	-1	-1	-1	
halved	2339.35	 189.80	  15.01	   3.00	   6	   2	   7	-1	-1	-1	-1	
hangs	 499.18	  41.00	  10.43	   2.61	   5	   6	   8	-1	-1	-1	-1	
haranguing	 489.21	 130.44	  18.96	   2.11	  10	   0	   0	-1	-1	-1	-1	
harassing	1148.40	 220.13	  21.46	   2.68	   9	   0	   0	-1	-1	-1	-1	
harbouring	 545.69	 143.11	  19.42	   2.16	  10	   0	   0	-1	-1	-1	-1	
harmed	2506.27	 199.80	  15.73	   3.15	   6	   2	  11	-1	-1	-1	-1	
harmonize	 257.35	  54.75	  17.67	   2.21	   9	   0	   1	-1	-1	-1	-1	
harrying	1787.25	 275.43	  20.34	   2.91	   8	   3	   3	-1	-1	-1	-1	
hashed	2562.68	 189.60	  15.61	   3.12	   6	   8	  11	-1	-1	-1	-1	
hast	5001.77	  34.33	  10.98	   3.66	   4	  12	   8	-1	-1	-1	-1	
hath	4975.32	  23.00	  10.60	   3.53	   4	   8	  14	 628	-1	 144	-1	
hauled	2329.37	 193.60	  14.58	   2.92	   6	   2	  18	-1	-1	-1	-1	
hawked	2353.78	 188.00	  12.09	   2.42	   6	   2	  13	-1	-1	-1	-1	
hazarded	1229.19	 154.29	  15.12	   2.16	   8	   0	   0	-1	-1	-1	-1	
hazed	 882.60	  60.50	   9.83	   2.46	   5	   5	   7	-1	-1	-1	-1	
healed	2741.15	 211.60	  16.06	   3.21	   6	   7	  18	-1	-1	-1	-1	
heaped	2411.52	 199.00	  14.84	   2.97	   6	   7	   6	-1	-1	-1	-1	
hears	2219.02	  54.75	  13.10	   3.28	   5	  18	  24	-1	-1	-1	-1	
heaved	2477.43	 198.20	  15.28	   3.06	   6	   7	   7	-1	-1	-1	-1	
hedged	2074.50	 187.60	  13.76	   2.75	   6	   2	   6	-1	-1	-1	-1	
heralded	1318.58	 172.86	  18.45	   2.64	   8	   0	   1	-1	-1	-1	-1	
heralding	1132.98	 207.00	  20.59	   2.57	   9	   0	   1	-1	-1	-1	-1	
hesitate	 586.87	  65.00	  18.86	   2.69	   8	   0	   1	-1	 441	 354	-1	
hesitates	 758.73	 122.75	  21.31	   2.66	   9	   1	   1	-1	-1	-1	-1	
hew	2774.51	   7.00	   6.81	   3.40	   3	  14	  14	-1	-1	-1	-1	
hiccupping	 459.51	 119.33	  17.92	   1.99	  10	   0	   0	-1	-1	-1	-1	
hid	4774.81	   6.50	   7.04	   3.52	   3	  12	  20	-1	 293	-1	 561	
hiked	1094.18	  62.25	  10.68	   2.67	   5	   4	   7	-1	-1	-1	-1	
hindering	1328.13	 238.00	  22.15	   2.77	   9	   0	   0	-1	-1	-1	-1	
hissed	2289.64	 190.40	  15.04	   3.01	   6	   4	  16	-1	-1	-1	-1	
holed	1209.65	  76.00	  11.75	   2.94	   5	   5	  23	-1	-1	-1	-1	
homed	1644.60	  70.25	  12.76	   3.19	   5	   7	  11	-1	-1	-1	-1	
honed	1385.44	  77.00	  12.31	   3.08	   5	   6	  11	-1	 585	-1	 273	
honked	2431.40	 198.60	  14.74	   2.95	   6	   1	   1	-1	-1	-1	-1	
honouring	1320.20	 231.88	  22.57	   2.82	   9	   0	   1	-1	-1	-1	-1	
hoped	1153.33	  70.50	  11.34	   2.84	   5	   9	  11	-1	-1	-1	-1	
hopped	2056.86	 186.00	  14.07	   2.81	   6	   6	  12	-1	-1	-1	-1	
horrify	 702.17	  62.17	  15.57	   2.60	   7	   0	   1	-1	-1	-1	-1	
housed	2541.84	 193.00	  15.57	   3.11	   6	   3	   5	-1	-1	-1	-1	
huddling	1725.92	 279.86	  19.40	   2.77	   8	   3	   3	-1	-1	-1	-1	
huffed	1862.71	 161.60	  12.58	   2.52	   6	   3	   9	-1	-1	-1	-1	
hugged	2020.88	 184.80	  13.32	   2.66	   6	   5	   8	-1	-1	-1	-1	
humanize	 231.20	  38.71	  14.86	   2.12	   8	   0	   0	-1	-1	-1	-1	
hummed	2166.86	 176.00	  14.61	   2.92	   6	   4	  11	-1	-1	-1	-1	
humouring	1156.89	 214.25	  19.85	   2.48	   9	   0	   0	-1	-1	-1	-1	
humped	2147.82	 185.00	  14.62	   2.92	   6	   6	   8	-1	-1	-1	-1	
hunched	2058.25	 213.33	  18.06	   3.01	   7	   5	   6	-1	-1	-1	-1	
hurdling	1723.43	 287.71	  19.18	   2.74	   8	   3	   3	-1	-1	-1	-1	
hurled	2357.29	 200.00	  14.24	   2.85	   6	   2	  13	-1	-1	 441	-1	
hurls	 725.47	  37.00	  11.16	   2.79	   5	   3	  17	-1	-1	-1	-1	
idolized	1101.60	 138.71	  15.86	   2.27	   8	   0	   0	-1	-1	-1	-1	
ignoring	1771.76	 271.57	  18.49	   2.64	   8	   0	   0	-1	-1	-1	-1	
illustrate	 203.99	  34.78	  19.34	   2.15	  10	   0	   0	-1	-1	-1	-1	
imagine	1790.99	 156.67	  16.40	   2.73	   7	   1	   2	-1	 374	-1	 413	
imagines	 699.44	 112.14	  17.59	   2.51	   8	   1	   2	-1	-1	-1	-1	
imitate	 451.77	  42.17	  15.41	   2.57	   7	   0	   2	-1	-1	 436	-1	
imitates	 725.02	 130.14	  17.76	   2.54	   8	   1	   2	-1	-1	-1	-1	
impairing	1247.58	 217.25	  21.65	   2.71	   9	   0	   0	-1	-1	-1	-1	
imparted	1371.89	 181.00	  18.81	   2.69	   8	   2	   2	-1	-1	-1	-1	
imparting	1499.09	 237.63	  23.35	   2.92	   9	   1	   2	-1	-1	-1	-1	
impeding	1723.54	 266.14	  19.48	   2.78	   8	   0	   1	-1	-1	-1	-1	
imperil	 380.99	  34.50	  13.89	   2.32	   7	   0	   1	-1	-1	-1	-1	
imperilled	 638.66	  92.78	  23.11	   2.57	  10	   0	   1	-1	-1	-1	-1	
imploring	1333.52	 227.38	  23.27	   2.91	   9	   0	   0	-1	-1	-1	-1	
implying	1626.99	 254.43	  18.78	   2.68	   8	   0	   1	-1	-1	-1	-1	
imposes	 773.92	 109.67	  15.53	   2.59	   7	   1	   1	-1	-1	-1	-1	
impregnate	 257.06	  42.67	  19.33	   2.15	  10	   0	   0	-1	-1	-1	-1	
impresses	 769.90	  95.63	  22.44	   2.81	   9	   1	   2	-1	-1	-1	-1	
imprison	 392.52	  42.86	  16.11	   2.30	   8	   0	   1	-1	-1	-1	-1	
inched	2394.05	 176.40	  14.41	   2.88	   6	   2	   3	-1	-1	-1	-1	
incited	1967.23	 216.67	  17.80	   2.97	   7	   2	   5	-1	-1	-1	-1	
inciting	2295.83	 308.71	  21.97	   3.14	   8	   1	   4	-1	-1	-1	-1	
inclining	1415.65	 236.13	  23.52	   2.94	   9	   0	   0	-1	-1	-1	-1	
incurring	1338.50	 235.25	  22.06	   2.76	   9	   0	   1	-1	-1	-1	-1	
indented	1633.69	 205.57	  19.95	   2.85	   8	   2	   2	-1	-1	-1	-1	
indicate	 565.48	  66.57	  18.41	   2.63	   8	   0	   1	-1	-1	-1	-1	
indicates	 826.94	 134.75	  21.59	   2.70	   9	   1	   1	-1	-1	-1	-1	
induces	 744.34	 107.00	  14.86	   2.48	   7	   2	   1	-1	-1	-1	-1	
inducing	1850.77	 265.71	  19.52	   2.79	   8	   0	   1	-1	-1	-1	-1	
indulges	 664.17	 100.86	  16.66	   2.38	   8	   1	   1	-1	-1	-1	-1	
infecting	1603.90	 254.38	  23.83	   2.98	   9	   1	   3	-1	-1	-1	-1	
inferring	1444.65	 253.13	  22.92	   2.87	   9	   0	   1	-1	-1	-1	-1	
infiltrate	 291.40	  52.00	  19.25	   2.14	  10	   0	   0	-1	-1	-1	-1	
infringing	 620.66	 149.22	  20.69	   2.30	  10	   0	   0	-1	-1	-1	-1	
inhabit	 201.39	  26.00	  12.09	   2.02	   7	   1	   2	-1	-1	-1	-1	
inhabits	 552.46	  67.43	  15.04	   2.15	   8	   1	   2	-1	-1	-1	-1	
inherit	 420.95	  39.67	  13.43	   2.24	   7	   0	   1	-1	-1	-1	-1	
inherits	 891.30	 109.14	  18.70	   2.67	   8	   0	   1	-1	-1	-1	-1	
inhibits	 560.88	  67.14	  15.40	   2.20	   8	   1	   2	-1	-1	-1	-1	
initialled	 517.51	  95.22	  22.01	   2.45	  10	   0	   2	-1	-1	-1	-1	
initiate	 531.94	  67.43	  17.83	   2.55	   8	   0	   0	-1	-1	-1	-1	
injecting	1562.64	 248.38	  22.65	   2.83	   9	   1	   3	-1	-1	-1	-1	
injuring	1940.61	 280.71	  19.34	   2.76	   8	   1	   2	-1	-1	-1	-1	
innovate	 439.41	  54.43	  15.94	   2.28	   8	   0	   0	-1	-1	-1	-1	
inquire	 371.57	  33.83	  14.00	   2.33	   7	   1	   2	-1	-1	-1	-1	
inquired	1620.05	 175.14	  18.32	   2.62	   8	   1	   2	-1	-1	-1	-1	
inquires	 948.07	 116.86	  17.81	   2.54	   8	   1	   2	-1	-1	-1	-1	
inserted	1756.45	 212.57	  20.77	   2.97	   8	   1	   3	-1	-1	-1	-1	
inserting	1688.25	 271.50	  24.30	   3.04	   9	   1	   3	-1	-1	-1	-1	
insisted	1778.01	 204.43	  21.29	   3.04	   8	   0	   2	-1	-1	-1	-1	
insisting	1540.08	 257.88	  23.30	   2.91	   9	   0	   2	-1	-1	-1	-1	
inspected	1153.29	 160.50	  22.59	   2.82	   9	   0	   2	-1	-1	-1	-1	
inspire	 503.21	  47.50	  15.84	   2.64	   7	   0	   3	-1	-1	-1	-1	
inspires	1008.63	 125.00	  19.51	   2.79	   8	   1	   3	-1	-1	-1	-1	
installing	 677.66	 163.11	  22.60	   2.51	  10	   0	   0	-1	-1	-1	-1	
instigate	 480.49	  80.88	  19.03	   2.38	   9	   0	   0	-1	 608	-1	 270	
instructed	 540.03	 112.22	  21.23	   2.36	  10	   0	   0	-1	-1	-1	-1	
insuring	1991.67	 286.57	  20.74	   2.96	   8	   2	   0	-1	-1	-1	-1	
integrate	 521.69	  80.00	  20.25	   2.53	   9	   0	   0	-1	-1	-1	-1	
intending	1475.55	 236.63	  23.95	   2.99	   9	   0	   1	-1	-1	-1	-1	
interact	 773.43	  73.57	  19.59	   2.80	   8	   0	   0	-1	-1	-1	-1	
intercede	 503.07	  70.38	  16.71	   2.09	   9	   0	   0	-1	-1	-1	-1	
intercept	 495.51	  66.63	  16.78	   2.10	   9	   0	   1	-1	-1	-1	-1	
interfere	 679.89	  86.88	  20.36	   2.55	   9	   0	   2	-1	-1	-1	-1	
interfered	 731.71	 108.67	  22.20	   2.47	  10	   1	   2	-1	-1	-1	-1	
interferes	 691.79	  97.56	  22.11	   2.46	  10	   1	   2	-1	-1	-1	-1	
interpose	 518.08	  70.50	  18.07	   2.26	   9	   0	   1	-1	-1	-1	-1	
interpret	 544.38	  78.13	  17.57	   2.20	   9	   0	   1	-1	 538	-1	 374	
interprets	 486.97	  67.11	  20.28	   2.25	  10	   0	   1	-1	-1	-1	-1	
intersect	 520.08	  70.13	  18.81	   2.35	   9	   0	   1	-1	-1	-1	-1	
intervene	 713.28	  86.00	  21.16	   2.65	   9	   0	   2	-1	-1	-1	-1	
intervened	 803.56	 117.22	  23.89	   2.65	  10	   1	   2	-1	-1	-1	-1	
intervenes	 763.64	 106.11	  23.80	   2.64	  10	   1	   2	-1	-1	-1	-1	
intimates	 820.80	 133.00	  21.21	   2.65	   9	   1	   0	-1	-1	-1	-1	
introduce	 372.20	  56.88	  18.19	   2.27	   9	   0	   1	-1	 469	-1	 445	
intruded	1464.16	 170.57	  18.18	   2.60	   8	   2	   1	-1	-1	-1	-1	
inverting	1686.24	 272.63	  24.13	   3.02	   9	   3	   3	-1	-1	-1	-1	
invested	1677.81	 203.43	  20.65	   2.95	   8	   4	   3	-1	-1	-1	-1	
invoking	1869.17	 264.86	  19.22	   2.75	   8	   0	   1	-1	-1	-1	-1	
involving	1157.55	 205.88	  19.92	   2.49	   9	   0	   1	-1	-1	-1	-1	
irrigate	 247.94	  44.86	  14.67	   2.10	   8	   1	   1	-1	-1	-1	-1	
irritate	 406.22	  55.71	  16.33	   2.33	   8	   1	   3	-1	-1	-1	-1	
irritates	 681.69	 113.00	  19.92	   2.49	   9	   1	   2	-1	-1	-1	-1	
isolate	 250.48	  33.33	  12.35	   2.06	   7	   0	   1	-1	-1	-1	-1	
isolates	 647.31	 120.29	  16.43	   2.35	   8	   1	   1	-1	-1	-1	-1	
itched	2246.43	 164.20	  12.24	   2.45	   6	   3	   8	-1	-1	-1	-1	
jabbed	1973.61	 169.00	  13.31	   2.66	   6	   3	   6	-1	-1	-1	-1	
jeer	2539.88	  22.67	   8.65	   2.88	   4	   7	  19	 486	-1	 430	-1	
jeered	2134.72	 177.20	  13.76	   2.75	   6	   3	  15	-1	-1	-1	-1	
jeopardize	  63.71	  18.00	  13.33	   1.48	  10	   0	   0	-1	-1	-1	-1	
jerked	2449.44	 193.80	  14.39	   2.88	   6	   0	   7	-1	-1	-1	-1	
jettison	 382.42	  43.29	  15.20	   2.17	   8	   0	   1	-1	-1	-1	-1	
jettisoned	 389.26	  75.78	  19.34	   2.15	  10	   0	   1	-1	-1	-1	-1	
jockeying	 968.06	 184.25	  15.89	   1.99	   9	   0	   0	-1	-1	-1	-1	
jogged	1993.31	 182.00	  12.43	   2.49	   6	   4	   5	-1	-1	-1	-1	
joked	1071.73	  61.50	  10.22	   2.55	   5	   4	   7	-1	-1	-1	-1	
judged	2015.47	 178.80	  13.30	   2.66	   6	   3	   3	-1	-1	-1	-1	
jumped	2131.95	 183.40	  14.40	   2.88	   6	   6	   8	-1	-1	-1	-1	
justifies	 597.42	  93.00	  20.28	   2.53	   9	   1	   2	-1	-1	-1	-1	
justify	 725.67	  72.50	  14.83	   2.47	   7	   0	   2	-1	-1	 336	-1	
keels	 567.28	  37.25	  10.06	   2.51	   5	   5	  15	-1	-1	-1	-1	
keyed	 702.13	  50.00	   6.46	   1.61	   5	   0	  24	-1	-1	-1	-1	
kilohertz	  66.05	  24.50	  10.98	   1.37	   9	   0	   0	-1	-1	-1	-1	
kissed	2266.82	 190.00	  14.85	   2.97	   6	   4	  18	-1	-1	-1	-1	
knead	 758.92	  20.75	  10.59	   2.65	   5	   0	  19	-1	 439	-1	-1	
kneel	 575.66	  24.75	  10.64	   2.66	   5	   2	  21	-1	-1	-1	-1	
kneeled	1554.49	 209.33	  15.27	   2.55	   7	   0	  14	-1	-1	-1	-1	
kneels	 514.75	  42.40	  12.14	   2.43	   6	   0	  12	-1	-1	-1	-1	
knelt	 351.65	  15.50	   9.98	   2.50	   5	   1	  10	 342	-1	 410	-1	
knifed	1879.16	 155.40	  11.90	   2.38	   6	   0	   3	-1	-1	-1	-1	
knocked	1595.81	 179.67	  16.52	   2.75	   7	   1	  13	-1	-1	-1	-1	
lacked	2511.64	 210.60	  15.50	   3.10	   6	   9	  20	-1	-1	-1	-1	
ladling	3311.24	 284.33	  17.27	   2.88	   7	   0	   0	-1	-1	-1	-1	
lagged	2120.76	 194.40	  13.74	   2.75	   6	  12	  16	-1	-1	-1	-1	
lain	2157.87	  29.00	   9.70	   3.23	   4	  10	  29	-1	-1	 328	-1	
lamenting	1599.18	 240.75	  23.11	   2.89	   9	   0	   2	-1	-1	-1	-1	
lank	1610.40	  33.67	   9.20	   3.07	   4	  12	  15	-1	-1	-1	-1	
lapped	2141.20	 189.60	  14.61	   2.92	   6	   7	  21	-1	-1	-1	-1	
lashed	2533.16	 192.20	  15.53	   3.11	   6	   9	  10	-1	-1	-1	-1	
lasts	 772.99	  59.75	  11.43	   2.86	   5	   5	   7	-1	-1	-1	-1	
laughed	1844.37	 193.33	  16.41	   2.73	   7	   0	  12	-1	-1	-1	-1	
launched	1301.51	 166.71	  18.92	   2.70	   8	   2	   3	-1	-1	-1	-1	
lays	1288.66	  18.67	   9.30	   3.10	   4	  14	  28	-1	-1	-1	-1	
laze	 622.51	  16.00	   7.23	   2.41	   4	  10	  28	-1	-1	-1	-1	
leached	2411.69	 229.67	  19.12	   3.19	   7	   2	  11	-1	-1	-1	-1	
leafed	2329.59	 180.20	  13.60	   2.72	   6	   5	   9	-1	-1	-1	-1	
leaned	2730.33	 204.40	  16.14	   3.23	   6	   8	   9	-1	-1	-1	-1	
leans	1739.92	  55.25	  12.59	   3.15	   5	   9	  14	-1	-1	-1	-1	
leant	1935.47	  49.00	  12.90	   3.22	   5	   4	  15	-1	-1	-1	-1	
leaped	2446.44	 198.20	  14.98	   3.00	   6	   7	  11	-1	-1	-1	-1	
