,X,Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Zipfvalue,cmu_sylls
18065,61297,spellings,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
18066,61310,spenders,13,13,12,12,0.254901961,1.146128036,0.154983309,1.146128036,Noun,13,1,Noun,13,2.437962178,2
18067,61318,sperm,318,161,300,152,6.235294118,2.503790683,1.919408679,2.209515015,Noun,320,1,Noun,320,3.795624825,1
18068,61319,spermaceti,6,1,6,1,0.117647059,0.84509804,0.011921793,0.301029996,Noun,6,1,Noun,6,2.136932182,NA
18069,61326,sperms,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,1
18070,61335,sphere,126,47,74,39,2.470588235,2.103803721,0.560324273,1.681241237,Noun,126,1,Noun,126,3.395637863,1
18071,61336,spheres,23,18,20,17,0.450980392,1.380211242,0.214592275,1.278753601,Noun,23,1,Noun,23,2.672045384,1
18072,61339,spheroids,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18073,61341,sphincters,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18074,61343,sphinx,52,31,18,15,1.019607843,1.72427587,0.369575584,1.505149978,Noun,52,1,Noun,52,3.016110012,1
18075,61344,sphinxes,4,2,1,1,0.078431373,0.698970004,0.023843586,0.477121255,Noun,4,1,Noun,4,1.990804146,NA
18076,61348,spiccato,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18077,61357,spicks,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
18078,61358,spics,30,22,26,20,0.588235294,1.491361694,0.262279447,1.361727836,Noun,30,1,Noun,30,2.783195836,NA
18079,61359,spicula,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18080,61363,spiders,227,111,200,99,4.450980392,2.357934847,1.323319027,2.049218023,Noun,227,1,Noun,227,3.649768989,2
18081,61364,spiderweb,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,NA
18082,61365,spiderwebs,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18083,61369,spiel,21,19,21,19,0.411764706,1.342422681,0.226514068,1.301029996,Noun,21,1,Noun,21,2.634256823,1
18084,61370,spieler,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
18085,61378,spigots,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
18086,61384,spiketail,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
18087,61390,spillages,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18088,61394,spillover,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,3
18089,61396,spillway,10,3,10,3,0.196078431,1.041392685,0.035765379,0.602059991,Noun,10,1,Noun,10,2.333226827,2
18090,61400,spinach,130,90,113,85,2.549019608,2.117271296,1.072961373,1.959041392,Noun,130,1,Noun,130,3.409105438,2
18091,61402,spinals,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18092,61405,spindling,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18093,61407,spine,293,241,288,237,5.745098039,2.46834733,2.873152122,2.383815366,Noun,291,1,Noun,291,3.760181473,1
18094,61410,spines,16,16,16,16,0.31372549,1.230448921,0.190748689,1.230448921,Noun,16,1,Noun,16,2.522283064,1
18095,61411,spinet,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18096,61414,spinners,11,8,7,5,0.215686275,1.079181246,0.095374344,0.954242509,Noun,11,1,Noun,11,2.371015388,2
18097,61416,spinneys,4,1,4,1,0.078431373,0.698970004,0.011921793,0.301029996,Noun,4,1,Noun,4,1.990804146,NA
18098,61420,spinout,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
18099,61422,spinster,49,34,46,31,0.960784314,1.698970004,0.405340963,1.544068044,Noun,49,1,Noun,49,2.990804146,2
18100,61425,spinsters,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,NA
18101,61428,spiracles,2,1,1,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
18102,61429,spiraea,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18103,61434,spirals,6,4,6,4,0.117647059,0.84509804,0.047687172,0.698970004,Noun,6,1,Noun,6,2.136932182,2
18104,61435,spire,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,1
18105,61442,spirits,823,468,769,446,16.1372549,2.915927212,5.579399142,2.671172843,Noun,823,1,Noun,823,4.207761354,2
18106,61451,spirituals,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,4
18107,61455,spirometry,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18108,61456,spirt,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18109,61458,spitball,13,11,11,9,0.254901961,1.146128036,0.131139723,1.079181246,Noun,13,1,Noun,13,2.437962178,2
18110,61459,spitballs,7,7,7,7,0.137254902,0.903089987,0.083452551,0.903089987,Noun,7,1,Noun,7,2.194924129,NA
18111,61465,spitfires,2,2,1,1,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18112,61469,spitter,12,10,10,9,0.235294118,1.113943352,0.11921793,1.041392685,Noun,12,1,Noun,12,2.405777494,NA
18113,61470,spitters,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18114,61472,spittle,12,12,11,11,0.235294118,1.113943352,0.143061516,1.113943352,Noun,12,1,Noun,12,2.405777494,2
18115,61473,spittoon,21,18,20,17,0.411764706,1.342422681,0.214592275,1.278753601,Noun,21,1,Noun,21,2.634256823,NA
18116,61474,spittoons,8,8,8,8,0.156862745,0.954242509,0.095374344,0.954242509,Noun,8,1,Noun,8,2.246076652,NA
18117,61479,splashdown,9,5,9,5,0.176470588,1,0.059608965,0.77815125,Noun,9,1,Noun,9,2.291834142,NA
18118,61485,splats,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18119,61489,splatters,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
18120,61492,spleen,131,91,113,84,2.568627451,2.120573931,1.084883166,1.963787827,Noun,131,1,Noun,131,3.412408073,1
18121,61493,spleens,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18122,61499,splendors,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
18123,61500,splendour,12,10,12,10,0.235294118,1.113943352,0.11921793,1.041392685,Noun,12,1,Noun,12,2.405777494,NA
18124,61501,splendours,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18125,61508,splicer,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18126,61509,splices,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,2
18127,61511,spliff,8,7,6,5,0.156862745,0.954242509,0.083452551,0.903089987,Noun,8,1,Noun,8,2.246076652,NA
18128,61512,spliffs,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18129,61513,spline,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18130,61514,splines,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18131,61520,splinters,45,41,39,35,0.882352941,1.662757832,0.488793515,1.62324929,Noun,45,1,Noun,45,2.954591974,2
18132,61522,splints,14,12,14,12,0.274509804,1.176091259,0.143061516,1.113943352,Noun,14,1,Noun,14,2.467925401,1
18133,61525,splitter,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,2
18134,61526,splitters,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18135,61531,splotches,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18136,61536,splurgy,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18137,61541,spode,3,2,1,1,0.058823529,0.602059991,0.023843586,0.477121255,Noun,3,1,Noun,3,1.893894133,NA
18138,61544,spoiler,11,9,6,5,0.215686275,1.079181246,0.107296137,1,Noun,11,1,Noun,11,2.371015388,2
18139,61545,spoilers,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,4,1,Noun,4,2.069985393,2
18140,61556,spokesman,60,53,58,51,1.176470588,1.785329835,0.631855031,1.73239376,Noun,60,1,Noun,60,3.077163977,2
18141,61557,spokesmen,10,10,8,8,0.196078431,1.041392685,0.11921793,1.041392685,Noun,10,1,Noun,10,2.333226827,2
18142,61561,spoliation,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18143,61566,spongers,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
18144,61594,spools,8,7,8,7,0.156862745,0.954242509,0.083452551,0.903089987,Noun,8,1,Noun,8,2.246076652,NA
18145,61596,spoonbill,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18146,61600,spoonful,30,29,30,29,0.588235294,1.491361694,0.345731998,1.477121255,Noun,30,1,Noun,30,2.783195836,2
18147,61601,spoonfuls,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,2
18148,61604,spoony,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18149,61608,spore,7,6,7,6,0.137254902,0.903089987,0.071530758,0.84509804,Noun,7,1,Noun,7,2.194924129,1
18150,61610,sporran,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18151,61622,sportsman,35,32,29,26,0.68627451,1.556302501,0.381497377,1.51851394,Noun,35,1,Noun,35,2.848136643,2
18152,61625,sportsmen,12,11,12,11,0.235294118,1.113943352,0.131139723,1.079181246,Noun,12,1,Noun,12,2.405777494,2
18153,61626,sportswear,19,14,18,14,0.37254902,1.301029996,0.166905103,1.176091259,Noun,19,1,Noun,19,2.592864138,2
18154,61635,spotlights,9,8,8,7,0.176470588,1,0.095374344,0.954242509,Noun,9,1,Noun,9,2.291834142,2
18155,61639,spotters,6,5,6,5,0.117647059,0.84509804,0.059608965,0.77815125,Noun,6,1,Noun,6,2.136932182,2
18156,61644,spouse,97,80,96,79,1.901960784,1.991226076,0.953743443,1.908485019,Noun,97,1,Noun,97,3.283060218,1
18157,61645,spouses,34,31,29,27,0.666666667,1.544068044,0.369575584,1.505149978,Noun,34,1,Noun,34,2.835902186,2
18158,61662,sprayer,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,2
18159,61670,spreaders,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18160,61676,sprees,6,6,6,6,0.117647059,0.84509804,0.071530758,0.84509804,Noun,6,1,Noun,6,2.136932182,1
18161,61677,sprig,12,10,12,10,0.235294118,1.113943352,0.11921793,1.041392685,Noun,12,1,Noun,12,2.405777494,NA
18162,61679,sprigs,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
18163,61683,springbok,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18164,61685,springers,2,2,1,1,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18165,61691,springtime,75,60,60,48,1.470588235,1.880813592,0.715307582,1.785329835,Noun,75,1,Noun,75,3.172647734,2
18166,61697,sprinkler,47,36,40,32,0.921568627,1.681241237,0.429184549,1.568201724,Noun,47,1,Noun,47,2.97307538,2
18167,61698,sprinklers,48,41,46,39,0.941176471,1.69019608,0.488793515,1.62324929,Noun,48,1,Noun,48,2.982030222,2
18168,61703,sprinter,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,2
18169,61704,sprinters,10,5,5,3,0.196078431,1.041392685,0.059608965,0.77815125,Noun,10,1,Noun,10,2.333226827,2
18170,61707,sprit,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18171,61708,sprite,33,27,9,9,0.647058824,1.531478917,0.321888412,1.447158031,Noun,33,1,Noun,33,2.823313059,1
18172,61709,sprites,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
18173,61710,sprits,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,1,1,Noun,1,1.768955397,NA
18174,61715,spritzers,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18175,61716,spritzing,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18176,61727,sprucier,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18177,61731,sps,2,2,0,0,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18178,61736,spumoni,7,6,6,5,0.137254902,0.903089987,0.071530758,0.84509804,Noun,7,1,Noun,7,2.194924129,NA
18179,61742,spurge,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,1
18180,61750,spurs,93,71,85,66,1.823529412,1.973127854,0.846447306,1.857332496,Noun,92,1,Noun,92,3.264961996,1
18181,61760,sputtery,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18182,61764,spyglasses,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,NA
18183,61766,spymasters,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18184,61767,spyware,4,1,3,1,0.078431373,0.698970004,0.011921793,0.301029996,Noun,4,1,Noun,4,1.990804146,2
18185,61771,squabbles,8,8,8,8,0.156862745,0.954242509,0.095374344,0.954242509,Noun,8,1,Noun,8,2.246076652,2
18186,61774,squad,1096,563,879,494,21.49019608,3.040206628,6.71196948,2.751279104,Noun,1096,1,Noun,1096,4.33204077,1
18187,61775,squadron,224,88,163,70,4.392156863,2.352182518,1.049117787,1.949390007,Noun,224,1,Noun,224,3.64401666,2
18188,61776,squadrons,31,22,27,18,0.607843137,1.505149978,0.262279447,1.361727836,Noun,31,1,Noun,31,2.79698412,2
18189,61777,squads,104,66,90,64,2.039215686,2.021189299,0.78683834,1.826074803,Noun,104,1,Noun,104,3.313023441,1
18190,61782,squalls,3,3,2,2,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,1
18191,61784,squalor,15,14,14,13,0.294117647,1.204119983,0.166905103,1.176091259,Noun,15,1,Noun,15,2.495954125,2
18192,61785,squalus,4,2,3,1,0.078431373,0.698970004,0.023843586,0.477121255,Noun,4,1,Noun,4,1.990804146,NA
18193,61787,squamosal,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18194,61803,squasher,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,NA
18195,61804,squashers,3,1,3,1,0.058823529,0.602059991,0.011921793,0.301029996,Noun,3,1,Noun,3,1.893894133,NA
18196,61811,squatter,12,9,12,9,0.235294118,1.113943352,0.107296137,1,Noun,12,1,Noun,12,2.405777494,2
18197,61812,squatters,25,21,21,19,0.490196078,1.414973348,0.250357654,1.342422681,Noun,25,1,Noun,25,2.70680749,2
18198,61818,squawker,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18199,61822,squdge,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
18200,61832,squealers,6,4,5,3,0.117647059,0.84509804,0.047687172,0.698970004,Noun,6,1,Noun,6,2.136932182,NA
18201,61839,squeezebox,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,NA
18202,61841,squeezer,7,6,6,5,0.137254902,0.903089987,0.071530758,0.84509804,Noun,7,1,Noun,7,2.194924129,NA
18203,61842,squeezers,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18204,61849,squelching,5,3,3,3,0.098039216,0.77815125,0.035765379,0.602059991,Noun,5,1,Noun,5,2.069985393,2
18205,61851,squib,8,6,8,6,0.156862745,0.954242509,0.071530758,0.84509804,Noun,8,1,Noun,8,2.246076652,NA
18206,61852,squibs,16,8,14,8,0.31372549,1.230448921,0.095374344,0.954242509,Noun,16,1,Noun,16,2.522283064,NA
18207,61854,squids,7,5,5,5,0.137254902,0.903089987,0.059608965,0.77815125,Noun,7,1,Noun,7,2.194924129,NA
18208,61857,squiggle,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
18209,61861,squills,4,1,4,1,0.078431373,0.698970004,0.011921793,0.301029996,Noun,4,1,Noun,4,1.990804146,NA
18210,61862,squinch,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18211,61866,squinters,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18212,61869,squints,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
18213,61885,squirrels,105,75,91,70,2.058823529,2.025305865,0.894134478,1.880813592,Noun,105,1,Noun,105,3.317140007,2
18214,61889,squirter,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18215,61899,squit,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18216,61912,stabber,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
18217,61913,stabbers,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18218,61915,stabbings,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,2
18219,61920,stabiliser,5,4,5,4,0.098039216,0.77815125,0.047687172,0.698970004,Noun,5,1,Noun,5,2.069985393,NA
18220,61925,stability,90,82,87,79,1.764705882,1.959041392,0.977587029,1.919078092,Noun,90,1,Noun,90,3.250875534,4
18221,61929,stabilizer,28,18,28,18,0.549019608,1.462397998,0.214592275,1.278753601,Noun,28,1,Noun,28,2.75423214,4
18222,61934,stableboy,2,1,2,1,0.039215686,0.477121255,0.011921793,0.301029996,Noun,2,1,Noun,2,1.768955397,NA
18223,61936,stableman,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18224,61937,stabler,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,3
18225,61938,stables,151,93,142,92,2.960784314,2.181843588,1.108726753,1.973127854,Noun,151,1,Noun,151,3.47367773,2
18226,61942,staccato,8,7,4,3,0.156862745,0.954242509,0.083452551,0.903089987,Noun,8,1,Noun,8,2.246076652,3
18227,61951,stadium,312,184,185,122,6.117647059,2.495544338,2.193609919,2.267171728,Noun,312,1,Noun,312,3.78737848,3
18228,61952,stadiums,13,11,10,10,0.254901961,1.146128036,0.131139723,1.079181246,Noun,13,1,Noun,13,2.437962178,3
18229,61962,stagecoach,51,35,42,30,1,1.716003344,0.417262756,1.556302501,Noun,49,1,Noun,49,3.007837486,2
18230,61964,stagecraft,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
18231,61967,stagehands,12,8,12,8,0.235294118,1.113943352,0.095374344,0.954242509,Noun,12,1,Noun,12,2.405777494,2
18232,61971,staggard,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18233,61972,stagger,30,28,27,25,0.588235294,1.491361694,0.333810205,1.462397998,Noun,30,1,Noun,30,2.783195836,2
18234,61976,staggers,14,13,12,12,0.274509804,1.176091259,0.154983309,1.146128036,Noun,14,1,Noun,14,2.467925401,2
18235,61983,stagnation,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,3
18236,61984,stags,5,5,4,4,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,NA
18237,61994,staircase,89,74,89,74,1.745098039,1.954242509,0.882212685,1.875061263,Noun,86,1,Noun,86,3.246076652,2
18238,61995,staircases,12,11,12,11,0.235294118,1.113943352,0.131139723,1.079181246,Noun,12,1,Noun,12,2.405777494,3
18239,61997,stairway,81,66,68,57,1.588235294,1.913813852,0.78683834,1.826074803,Noun,80,1,Noun,80,3.205647995,2
18240,61998,stairways,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,2
18241,61999,stairwell,108,82,105,81,2.117647059,2.037426498,0.977587029,1.919078092,Noun,108,1,Noun,108,3.32926064,2
18242,62000,stairwells,16,14,15,13,0.31372549,1.230448921,0.166905103,1.176091259,Noun,16,1,Noun,16,2.522283064,2
18243,62005,stakeouts,15,15,14,14,0.294117647,1.204119983,0.178826896,1.204119983,Noun,14,1,Noun,14,2.495954125,2
18244,62010,stalagmite,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18245,62013,stalemate,24,17,21,16,0.470588235,1.397940009,0.202670482,1.255272505,Noun,24,1,Noun,24,2.689774151,2
18246,62019,stalinism,1,1,0,0,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,4
18247,62031,stallings,2,2,0,0,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
18248,62037,stamen,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,NA
18249,62038,stamens,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18250,62039,stamina,81,72,78,69,1.588235294,1.913813852,0.858369099,1.86332286,Noun,81,1,Noun,81,3.205647995,3
18251,62042,stammerers,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18252,62049,stampeder,4,2,3,1,0.078431373,0.698970004,0.023843586,0.477121255,Noun,4,1,Noun,4,1.990804146,NA
18253,62056,stance,96,73,93,73,1.882352941,1.986771734,0.870290892,1.86923172,Noun,95,1,Noun,95,3.278605876,1
18254,62057,stances,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,2
18255,62059,stanchion,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18256,62065,standards,368,313,348,299,7.215686275,2.567026366,3.731521221,2.496929648,Noun,368,1,Noun,368,3.858860508,2
18257,62067,standbys,5,5,5,5,0.098039216,0.77815125,0.059608965,0.77815125,Noun,5,1,Noun,5,2.069985393,2
18258,62068,standee,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,NA
18259,62070,standers,4,4,3,3,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,NA
18260,62073,standings,12,12,12,12,0.235294118,1.113943352,0.143061516,1.113943352,Noun,12,1,Noun,12,2.405777494,2
18261,62077,standoffs,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
18262,62078,standout,8,7,8,7,0.156862745,0.954242509,0.083452551,0.903089987,Noun,8,1,Noun,8,2.246076652,2
18263,62079,standouts,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
18264,62080,standpipe,4,3,4,3,0.078431373,0.698970004,0.035765379,0.602059991,Noun,4,1,Noun,4,1.990804146,NA
18265,62081,standpoint,68,55,68,55,1.333333333,1.838849091,0.655698617,1.748188027,Noun,69,1,Noun,69,3.130683233,2
18266,62084,standstill,26,25,25,25,0.509803922,1.431363764,0.298044826,1.414973348,Noun,26,1,Noun,26,2.723197906,2
18267,62091,stannary,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
18268,62092,stanza,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,2
18269,62093,stanzas,4,4,4,4,0.078431373,0.698970004,0.047687172,0.698970004,Noun,4,1,Noun,4,1.990804146,2
18270,62095,stapes,3,2,3,2,0.058823529,0.602059991,0.023843586,0.477121255,Noun,3,1,Noun,3,1.893894133,NA
18271,62096,staph,25,14,23,13,0.490196078,1.414973348,0.166905103,1.176091259,Noun,25,1,Noun,25,2.70680749,1
18272,62101,stapler,44,30,41,28,0.862745098,1.653212514,0.357653791,1.491361694,Noun,44,1,Noun,44,2.945046656,3
18273,62102,staplers,2,2,2,2,0.039215686,0.477121255,0.023843586,0.477121255,Noun,2,1,Noun,2,1.768955397,3
18274,62106,starboard,334,138,268,124,6.549019608,2.525044807,1.645207439,2.1430148,Noun,334,1,Noun,334,3.816878949,2
18275,62110,starches,3,3,3,3,0.058823529,0.602059991,0.035765379,0.602059991,Noun,3,1,Noun,3,1.893894133,2
18276,62113,stardom,31,25,29,23,0.607843137,1.505149978,0.298044826,1.414973348,Noun,31,1,Noun,31,2.79698412,2
18277,62117,starer,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,2
18278,62118,starers,1,1,1,1,0.019607843,0.301029996,0.011921793,0.301029996,Noun,1,1,Noun,1,1.592864138,NA
