"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue","syllables","cmu_syllss"
"1678","allusions",6,4,5,4,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"1685","almanac",43,27,17,13,0.843137254901961,1.64345267648619,0.321888412017167,1.44715803134222,"Noun",43,1,"Noun","43",2.93528681863065,3,3
"1693","alms",25,13,10,10,0.490196078431373,1.41497334797082,0.154983309489747,1.14612803567824,"Noun",24,1,"Noun","24",2.70680749011528,1,1
"1711","alpaca",10,8,6,5,0.196078431372549,1.04139268515823,0.0953743443013829,0.954242509439325,"Noun",10,1,"Noun","10",2.33322682730268,3,3
"1715","alphabet",127,87,89,77,2.49019607843137,2.10720996964787,1.03719599427754,1.94448267215017,"Noun",126,1,"Noun","126",3.39904411179233,3,3
"1737","altarpiece",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"1766","altitudes",11,10,11,10,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",12,1,"Noun","12",2.37101538819208,3,3
"1777","alumna",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"1778","alumnae",4,1,4,1,0.0784313725490196,0.698970004336019,0.0119217930376729,0.301029995663981,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"1780","alumnus",24,19,24,19,0.470588235294118,1.39794000867204,0.226514067715784,1.30102999566398,"Noun",24,1,"Noun","24",2.6897741508165,NA,3
"1796","amalgam",9,5,9,5,0.176470588235294,1,0.0596089651883643,0.778151250383644,"Noun",9,1,"Noun","9",2.29183414214446,3,3
"1804","amaranth",2,1,1,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"1818","amateurs",176,143,146,123,3.45098039215686,2.24797326636181,1.70481640438722,2.15836249209525,"Noun",174,1,"Noun","174",3.53980740850627,3,3
"1821","amazement",36,34,34,33,0.705882352941177,1.56820172406699,0.405340963280877,1.54406804435028,"Noun",36,1,"Noun","36",2.86003586621145,3,3
"1827","amazons",9,6,0,0,0.176470588235294,1,0.0715307582260372,0.845098040014257,"Noun",9,1,"Noun","9",2.29183414214446,3,3
"1835","ambergris",10,4,8,4,0.196078431372549,1.04139268515823,0.0476871721506915,0.698970004336019,"Noun",10,1,"Noun","10",2.33322682730268,NA,3
"1837","ambiance",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378,NA,3
"1839","ambience",37,35,37,35,0.725490196078431,1.57978359661681,0.41726275631855,1.55630250076729,"Noun",38,1,"Noun","38",2.87161773876127,2,3
"1846","ambition",273,233,257,221,5.35294117647059,2.43775056282039,2.77777777777778,2.36921585741014,"Noun",273,1,"Noun","273",3.72958470496485,3,3
"1847","ambitions",93,84,93,84,1.82352941176471,1.9731278535997,1.00143061516452,1.92941892571429,"Noun",93,1,"Noun","93",3.26496199574416,3,3
"1861","ambulance",1143,727,1093,707,22.4117647058824,3.05842602445701,8.66714353838817,2.86213137931304,"Noun",1142,1,"Noun","1142",4.35026016660147,3,3
"1868","ambushes",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"1884","amendment",209,115,83,52,4.09803921568627,2.32221929473392,1.37100619933238,2.06445798922692,"Noun",209,1,"Noun","209",3.61405343687838,3,3
"1885","amendments",19,18,17,17,0.372549019607843,1.30102999566398,0.214592274678112,1.27875360095283,"Noun",19,1,"Noun","19",2.59286413780844,3,3
"1909","amicus",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"1923","amino",31,22,30,21,0.607843137254902,1.50514997831991,0.262279446828803,1.36172783601759,"Noun",31,1,"Noun","31",2.79698412046437,NA,3
"1932","ammeter",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"1934","ammonia",76,49,60,44,1.49019607843137,1.88649072517248,0.58416785884597,1.69897000433602,"Noun",76,1,"Noun","76",3.17832486731694,3,3
"1939","amnesia",189,112,162,99,3.70588235294118,2.27875360095283,1.33524082021936,2.05307844348342,"Noun",189,1,"Noun","189",3.57058774309729,3,3
"1945","amnesty",68,46,38,26,1.33333333333333,1.83884909073726,0.548402479732952,1.67209785793572,"Noun",68,1,"Noun","68",3.13068323288172,3,3
"1977","amp",93,73,73,60,1.82352941176471,1.9731278535997,0.870290891750119,1.86923171973098,"Noun",92,1,"Noun","92",3.26496199574416,1,1
"1979","amperage",5,3,5,3,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"1981","ampersand",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"1993","amphora",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"2004","amplitude",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"2016","amputee",10,9,9,8,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268,NA,3
"2017","amputees",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"2024","amulet",118,37,117,36,2.31372549019608,2.07554696139253,0.441106342393896,1.57978359661681,"Noun",116,1,"Noun","116",3.36738110353699,3,3
"2025","amulets",15,6,14,5,0.294117647058824,1.20411998265592,0.0715307582260372,0.845098040014257,"Noun",17,1,"Noun","17",2.49595412480038,3,3
"2029","amusement",191,146,178,142,3.74509803921569,2.28330122870355,1.74058178350024,2.16731733474818,"Noun",191,1,"Noun","191",3.57513537084801,3,3
"2030","amusements",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,3,3
"2066","anagram",26,20,25,20,0.509803921568627,1.43136376415899,0.238435860753457,1.32221929473392,"Noun",26,1,"Noun","26",2.72319790630345,NA,3
"2090","analyst",177,109,171,107,3.47058823529412,2.25042000230889,1.29947544110634,2.04139268515822,"Noun",177,1,"Noun","177",3.54225414445335,3,3
"2091","analysts",56,38,52,36,1.09803921568627,1.75587485567249,0.453028135431569,1.5910646070265,"Noun",56,1,"Noun","56",3.04770899781695,3,3
"2109","anarchist",29,21,24,19,0.568627450980392,1.47712125471966,0.25035765379113,1.34242268082221,"Noun",28,1,"Noun","28",2.76895539686412,3,3
"2111","anarchists",16,13,12,11,0.313725490196078,1.23044892137827,0.154983309489747,1.14612803567824,"Noun",17,1,"Noun","17",2.52228306352273,3,3
"2112","anarchy",103,71,71,62,2.01960784313725,2.01703333929878,0.846447305674774,1.85733249643127,"Noun",103,1,"Noun","103",3.30886748144324,3,3
"2129","ancestor",86,56,75,53,1.68627450980392,1.93951925261862,0.667620410109681,1.75587485567249,"Noun",86,1,"Noun","86",3.23135339476308,3,3
"2130","ancestors",279,192,269,188,5.47058823529412,2.44715803134222,2.28898426323319,2.28555730900777,"Noun",279,1,"Noun","279",3.73899217348668,3,3
"2133","ancestry",24,22,24,22,0.470588235294118,1.39794000867204,0.262279446828803,1.36172783601759,"Noun",24,1,"Noun","24",2.6897741508165,3,3
"2135","anchorage",36,24,6,5,0.705882352941177,1.56820172406699,0.286123032904149,1.39794000867204,"Noun",36,1,"Noun","36",2.86003586621145,3,3
"2140","anchormen",4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"2145","anchovies",50,40,44,36,0.980392156862745,1.70757017609794,0.476871721506915,1.61278385671974,"Noun",50,1,"Noun","50",2.9994043182424,3,3
"2146","anchovy",7,7,6,6,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,3,3
"2160","andiron",3,1,2,1,0.0588235294117647,0.602059991327962,0.0119217930376729,0.301029995663981,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"2177","anecdote",55,41,55,41,1.07843137254902,1.7481880270062,0.488793514544588,1.6232492903979,"Noun",55,1,"Noun","55",3.04002216915066,3,3
"2178","anecdotes",40,36,37,34,0.784313725490196,1.61278385671974,0.429184549356223,1.56820172406699,"Noun",40,1,"Noun","40",2.9046179988642,3,3
"2183","anemone",13,7,12,6,0.254901960784314,1.14612803567824,0.0834525512637101,0.903089986991944,"Noun",13,1,"Noun","13",2.4379621778227,4,3
"2203","angelfish",5,5,4,4,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"2235","anglophile",7,7,0,0,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,NA,3
"2239","angora",21,9,11,8,0.411764705882353,1.34242268082221,0.107296137339056,1,"Noun",21,1,"Noun","21",2.63425682296667,3,3
"2244","angst",47,44,41,40,0.92156862745098,1.68124123737559,0.524558893657606,1.65321251377534,"Noun",48,1,"Noun","48",2.97307537952005,1,1
"2258","anhydride",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"2280","animists",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"2283","animus",5,4,4,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"2287","anisette",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"2289","ankh",17,5,15,5,0.333333333333333,1.25527250510331,0.0596089651883643,0.778151250383644,"Noun",17,1,"Noun","17",2.54710664724777,NA,1
"2292","anklebone",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"2332","announcers",6,6,4,4,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
"2336","annoyance",25,24,25,24,0.490196078431373,1.41497334797082,0.286123032904149,1.39794000867204,"Noun",25,1,"Noun","25",2.70680749011528,3,3
"2345","annuals",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,2,3
"2352","annulment",76,28,75,28,1.49019607843137,1.88649072517248,0.33381020505484,1.46239799789896,"Noun",76,1,"Noun","76",3.17832486731694,NA,3
"2395","antacids",10,7,10,7,0.196078431372549,1.04139268515823,0.0834525512637101,0.903089986991944,"Noun",10,1,"Noun","10",2.33322682730268,NA,3
"2411","anteater",11,11,10,10,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,"Noun",11,1,"Noun","11",2.37101538819208,NA,3
"2421","antelope",50,33,38,28,0.980392156862745,1.70757017609794,0.393419170243205,1.53147891704226,"Noun",50,1,"Noun","50",2.9994043182424,3,3
"2425","antenna",122,81,113,78,2.3921568627451,2.0899051114394,0.965665236051502,1.91381385238372,"Noun",122,1,"Noun","122",3.38173925358386,3,3
"2426","antennae",28,22,28,22,0.549019607843137,1.46239799789896,0.262279446828803,1.36172783601759,"Noun",28,1,"Noun","28",2.75423214004342,3,3
"2427","antennas",22,14,21,13,0.431372549019608,1.36172783601759,0.16690510252742,1.17609125905568,"Noun",22,1,"Noun","22",2.65356197816205,3,3
"2448","anthracite",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"2482","anticline",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"2497","antidote",221,82,213,81,4.33333333333333,2.34635297445064,0.977587029089175,1.91907809237607,"Noun",222,1,"Noun","222",3.6381871165951,3,3
"2504","antigen",19,7,19,7,0.372549019607843,1.30102999566398,0.0834525512637101,0.903089986991944,"Noun",19,1,"Noun","19",2.59286413780844,NA,3
"2505","antigens",6,5,5,4,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
"2569","ants",365,147,329,138,7.15686274509804,2.56348108539441,1.75250357653791,2.17026171539496,"Noun",365,1,"Noun","365",3.85531522753887,1,1
"2591","anytime",1248,1031,805,709,24.4705882352941,3.09656243837414,12.2913686218407,3.01367969729119,"Noun",1246,1,"Noun","1246",4.3883965805186,NA,3
"2606","apaches",107,18,0,0,2.09803921568627,2.03342375548695,0.214592274678112,1.27875360095283,"Noun",107,1,"Noun","107",3.32525789763141,3,3
"2609","apartheid",19,14,17,12,0.372549019607843,1.30102999566398,0.16690510252742,1.17609125905568,"Noun",19,1,"Noun","19",2.59286413780844,3,3
"2610","apartment",4235,1774,4152,1755,83.0392156862745,3.62695595143545,21.1492608488317,3.24919835739111,"Noun",4230,1,"Noun","4230",4.91879009357991,3,3
"2611","apartments",215,166,171,135,4.2156862745098,2.33445375115093,1.9790176442537,2.22271647114758,"Noun",215,1,"Noun","215",3.62628789329539,3,3
"2614","apathy",24,22,23,22,0.470588235294118,1.39794000867204,0.262279446828803,1.36172783601759,"Noun",24,1,"Noun","24",2.6897741508165,3,3
"2615","apatite",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"2623","aperture",14,13,13,12,0.274509803921569,1.17609125905568,0.154983309489747,1.14612803567824,"Noun",14,1,"Noun","14",2.46792540120014,3,3
"2626","aphasia",9,7,9,7,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Noun",9,1,"Noun","9",2.29183414214446,3,3
"2648","apnea",8,7,8,7,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378,NA,3
"2654","apogee",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"2675","apostate",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"2678","apostles",30,21,23,14,0.588235294117647,1.49136169383427,0.25035765379113,1.34242268082221,"Noun",30,1,"Noun","30",2.78319583597873,3,3
"2700","apparel",35,32,30,28,0.686274509803922,1.55630250076729,0.381497377205532,1.51851393987789,"Noun",35,1,"Noun","35",2.84813664291175,3,3
"2714","appearance",591,498,585,494,11.5882352941176,2.77232170672292,5.93705293276109,2.69810054562339,"Noun",593,1,"Noun","593",4.06415584886738,3,3
"2730","appendage",21,17,19,15,0.411764705882353,1.34242268082221,0.202670481640439,1.25527250510331,"Noun",21,1,"Noun","21",2.63425682296667,3,3
"2738","appendix",133,88,125,86,2.6078431372549,2.12710479836481,1.04911778731521,1.94939000664491,"Noun",133,1,"Noun","133",3.41893894050927,3,3
"2746","appetite",456,389,450,384,8.94117647058824,2.65991620006985,4.63757749165474,2.5910646070265,"Noun",456,1,"Noun","456",3.95175034221431,3,3
"2747","appetites",46,43,44,42,0.901960784313726,1.67209785793572,0.512637100619933,1.64345267648619,"Noun",46,1,"Noun","46",2.96393200008018,3,3
"2763","appliance",41,34,39,32,0.803921568627451,1.6232492903979,0.405340963280877,1.54406804435028,"Noun",41,1,"Noun","41",2.91508343254236,3,3
"2767","applicant",31,24,28,23,0.607843137254902,1.50514997831991,0.286123032904149,1.39794000867204,"Noun",31,1,"Noun","31",2.79698412046437,3,3
"2768","applicants",44,38,42,36,0.862745098039216,1.65321251377534,0.453028135431569,1.5910646070265,"Noun",44,1,"Noun","44",2.9450466559198,3,3
"2780","appointee",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"2781","appointees",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"2789","appraisal",39,29,38,28,0.764705882352941,1.60205999132796,0.345731998092513,1.47712125471966,"Noun",39,1,"Noun","39",2.89389413347242,3,3
"2790","appraisals",5,3,3,2,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"2793","appraiser",11,10,11,10,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",11,1,"Noun","11",2.37101538819208,NA,3
"2794","appraisers",4,2,4,2,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"2814","apprentice",99,64,85,52,1.94117647058824,2,0.762994754411063,1.81291335664286,"Noun",99,1,"Noun","99",3.29183414214446,3,3
"2836","approval",428,333,423,330,8.3921568627451,2.63245729218472,3.96995708154506,2.52374646681156,"Noun",429,1,"Noun","429",3.92429143432918,3,3
"2837","approvals",7,7,6,6,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,NA,3
"2856","apricots",14,13,14,13,0.274509803921569,1.17609125905568,0.154983309489747,1.14612803567824,"Noun",14,1,"Noun","14",2.46792540120014,3,3
"2865","aptitude",55,41,53,40,1.07843137254902,1.7481880270062,0.488793514544588,1.6232492903979,"Noun",55,1,"Noun","55",3.04002216915066,3,3
"2866","aptitudes",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3,3
"2871","aqualung",5,4,3,3,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"2883","aqueducts",6,4,5,4,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
"2885","aquifer",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",1,1,"Noun","1",1.76895539686412,NA,3
"2914","arbiters",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"2915","arbitrage",9,6,5,5,0.176470588235294,1,0.0715307582260372,0.845098040014257,"Noun",9,1,"Noun","9",2.29183414214446,NA,3
"2933","arbs",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"2940","arcana",4,1,4,1,0.0784313725490196,0.698970004336019,0.0119217930376729,0.301029995663981,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"2942","arcanum",2,2,0,0,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"2971","archery",40,22,33,20,0.784313725490196,1.61278385671974,0.262279446828803,1.36172783601759,"Noun",40,1,"Noun","40",2.9046179988642,3,3
"2977","archetypes",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"2986","architects",55,38,46,35,1.07843137254902,1.7481880270062,0.453028135431569,1.5910646070265,"Noun",55,1,"Noun","55",3.04002216915066,3,3
"2991","architrave",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"2997","archivist",4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"2998","archivists",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"3007","arcturus",2,2,0,0,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"3018","area",3821,2159,3663,2099,74.921568627451,3.58229068271899,25.7391511683357,3.33445375115093,"Noun",3817,1,"Noun","3817",4.87412482486345,2,3
"3021","areas",456,362,448,357,8.94117647058824,2.65991620006985,4.31568907963758,2.55990662503611,"Noun",457,1,"Noun","457",3.95175034221431,2,3
"3051","argonaut",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
