word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s
indolent-N	4	8	8	3	0	0	0	0	N
indonesian-J	1	10	10	4	0	0	0	0	J
indonesian-N	1	10	10	4	0	0	0	0	N
indoor-A	4	6	5	2	0	0	0	0	A
indoor-J	4	6	4	2	0	0	0	0	J
indoors-A	5	7	5	2	0	0	0	0	A
indoors-J	5	7	5	2	0	0	0	0	J
induced-V	13	7	7	3	0	0	0	0	V
inducement-N	2	10	10	3	323	288	336	0	N
induce-V	9	6	6	2	448	0	300	0	V
induction-N	6	9	8	3	0	0	0	0	N
indulgence-N	5	10	9	3	0	0	0	0	N
indulgence-V	5	10	9	3	0	0	0	0	V
indulgent-J	2	9	9	3	413	272	317	0	J
indulge-V	9	7	6	2	0	0	0	0	V
industrial-J	143	10	10	3	0	0	0	0	J
industrial-N	143	10	9	3	0	0	0	0	N
industry-N	171	8	8	3	559	479	499	492	N
ineffable-J	1	9	7	4	0	0	0	0	J
ineligible-J	3	10	9	5	0	0	0	0	J
ineligible-N	3	10	9	4	0	0	0	0	N
inept-J	2	5	5	2	0	0	0	0	J
inequality-N	1	10	10	5	0	0	0	0	N
inertia-N	2	7	6	3	0	0	0	0	N
inert-J	5	5	4	2	0	0	0	0	J
inert-N	5	5	4	2	0	0	0	0	N
inevitable-J	33	10	9	5	0	0	0	0	J
inexact-J	2	7	8	3	0	0	0	0	J
inexorable-J	3	10	10	5	0	0	0	0	J
inexpert-J	1	8	8	3	0	0	0	0	J
infallible-J	3	10	8	4	0	0	0	0	J
infallible-N	3	10	8	3	0	0	0	0	N
infamous-J	4	8	7	3	0	0	0	0	J
infamy-N	1	6	6	3	0	0	0	0	N
infancy-N	11	7	7	3	0	0	0	0	N
infantile-J	2	9	8	3	407	0	422	0	J
infant-J	11	6	6	2	513	579	600	0	J
infant-N	11	6	6	2	513	579	600	0	N
infantry-J	16	8	8	3	351	530	483	475	J
infantry-N	16	8	8	3	351	530	483	475	N
infant-V	11	6	6	2	513	579	600	0	V
infection-N	8	9	8	3	471	468	487	0	N
infectious-J	17	10	8	3	0	0	0	0	J
infect-N	1	6	6	2	0	0	0	0	N
infect-V	1	6	6	2	0	0	0	0	V
inference-N	7	9	8	3	0	0	0	0	N
inferior-J	7	8	7	3	547	311	379	0	J
inferior-N	7	8	7	3	547	311	379	0	N
infer-N	1	5	5	2	0	0	0	0	N
inferno-N	2	7	6	3	401	487	572	525	N
infertile-J	1	9	7	3	0	0	0	0	J
infer-V	1	5	4	2	0	0	0	0	V
infest-J	1	6	6	2	0	0	0	0	J
infest-V	1	6	6	2	0	0	0	0	V
infidelity-N	2	10	10	5	0	0	0	0	N
infidel-J	1	7	7	3	0	0	0	0	J
infidel-N	1	7	7	3	0	0	0	0	N
infinite-A	19	8	7	3	514	267	401	0	A
infinite-J	19	8	7	3	514	267	401	0	J
infinitely-A	3	10	9	5	0	0	0	0	A
infinite-N	19	8	7	3	514	267	401	0	N
infinitive-N	1	10	9	4	0	0	0	0	N
infinity-N	2	8	8	4	485	204	469	575	N
infirmary-N	1	9	8	4	437	557	546	0	N
infirmity-N	1	9	8	4	0	0	0	0	N
infirm-J	1	6	5	2	0	0	0	0	J
infirm-N	1	6	5	2	0	0	0	0	N
infirm-V	1	6	5	2	0	0	0	0	V
inflame-V	1	7	6	2	0	0	0	0	V
inflated-V	3	8	8	3	0	0	0	0	V
inflate-V	1	7	6	2	0	0	0	0	V
inflation-N	5	9	8	3	0	0	0	0	N
inflection-N	3	10	9	3	0	0	0	0	N
inflexible-J	3	10	10	4	0	0	0	0	J
infliction-N	3	10	9	3	0	0	0	0	N
inflict-V	4	7	7	2	0	0	0	0	V
inflow-N	2	6	5	2	0	0	0	0	N
inflow-V	2	6	5	2	0	0	0	0	V
influence-N	132	9	8	2	539	280	270	542	N
influence-V	132	9	8	2	539	280	270	542	V
influent-J	2	8	8	2	0	0	0	0	J
influenza-N	2	9	9	4	0	0	0	0	N
influx-N	4	6	7	2	0	0	0	0	N
informal-J	18	8	6	3	0	0	0	0	J
informant-J	2	9	8	3	0	0	0	0	J
informant-N	2	9	8	3	0	0	0	0	N
informed-J	57	8	6	3	0	0	0	0	J
informed-V	57	8	6	3	0	0	0	0	V
inform-J	7	6	5	2	0	0	0	0	J
inform-N	7	6	5	2	0	0	0	0	N
inform-V	7	6	5	2	0	0	0	0	V
infra-A	1	5	5	2	0	0	0	0	A
infraction-N	1	10	9	3	0	0	0	0	N
infrequent-J	4	10	10	3	0	0	0	0	J
infuriate-J	1	9	9	3	0	0	0	0	J
infuriate-V	1	9	9	4	0	0	0	0	V
infusion-N	1	8	8	3	0	0	0	0	N
ingenious-J	10	9	8	3	0	0	0	0	J
ingenuity-N	5	9	10	5	0	0	0	0	N
inglorious-J	1	10	9	3	0	0	0	0	J
ingredient-J	6	10	10	3	0	0	0	0	J
ingredient-N	6	10	10	3	0	0	0	0	N
inhabited-J	6	9	9	4	0	0	0	0	J
inhabited-V	6	9	9	4	0	0	0	0	V
inhabit-V	1	7	7	3	0	0	0	0	V
inhalation-N	1	10	9	4	0	0	0	0	N
inherent-J	26	8	8	3	0	0	0	0	J
inherit-V	4	7	7	3	0	0	0	0	V
inhibition-N	6	10	9	4	476	262	383	617	N
inhibitory-J	2	10	10	5	0	0	0	0	J
inhibit-V	8	7	7	3	0	0	0	0	V
inhumane-J	4	8	8	3	0	0	0	0	J
inhuman-J	7	7	8	3	0	0	0	0	J
inimical-J	1	8	8	4	0	0	0	0	J
iniquitous-J	1	10	9	4	0	0	0	0	J
initial-J	68	7	6	3	0	0	0	0	J
initially-A	18	9	7	4	0	0	0	0	A
initial-N	68	7	6	3	0	0	0	0	N
initial-V	68	7	6	3	0	0	0	0	V
initiate-J	5	8	6	3	0	0	0	0	J
initiate-N	5	8	7	4	0	0	0	0	N
initiate-V	5	8	7	4	0	0	0	0	V
initiation-N	7	10	9	5	389	272	370	597	N
initiative-J	32	10	9	4	480	0	298	0	J
initiative-N	32	10	9	4	480	0	298	0	N
initiator-N	2	9	8	5	0	0	0	0	N
injection-J	7	9	7	3	0	0	0	0	J
injection-N	7	9	8	3	0	0	0	0	N
inject-V	6	6	6	2	0	0	0	0	V
injunction-N	3	10	9	3	0	0	0	0	N
injurious-J	2	9	8	3	0	0	0	0	J
injury-N	27	6	6	3	568	497	551	0	N
injury-V	27	6	6	3	568	497	551	0	V
injustice-N	16	9	8	3	0	0	0	0	N
inkling-N	1	7	6	2	0	0	0	0	N
ink-N	7	3	3	1	542	608	589	0	N
ink-V	7	3	3	1	542	608	589	0	V
inlaid-J	1	6	5	2	0	0	0	0	J
inlaid-V	1	6	5	2	0	0	0	0	V
inland-A	4	6	6	2	0	0	0	0	A
inland-J	4	6	6	2	0	0	0	0	J
inland-N	4	6	6	2	0	0	0	0	N
inlet-J	4	5	5	2	0	0	0	0	J
inlet-N	4	5	5	2	0	0	0	0	N
inlet-V	4	5	5	2	0	0	0	0	V
inmate-J	1	6	5	2	0	0	0	0	J
inmate-N	1	6	5	2	0	0	0	0	N
inn-A	9	3	2	1	440	592	578	344	A
innate-J	4	6	4	2	451	308	301	0	J
innate-V	4	6	4	2	451	308	301	0	V
inner-J	55	5	3	2	0	0	0	0	J
innermost-J	1	9	7	3	0	0	0	0	J
innermost-N	1	9	7	3	0	0	0	0	N
inner-N	55	5	3	2	0	0	0	0	N
innings-N	4	7	5	2	0	0	0	0	N
inn-J	9	3	2	1	440	592	578	344	J
inn-N	9	3	2	1	440	592	578	344	N
innocence-N	28	9	6	3	522	247	383	478	N
innocent-J	37	8	6	3	0	0	0	0	J
innocent-N	37	8	6	3	0	0	0	0	N
innovate-J	1	8	6	3	0	0	0	0	J
innovate-V	1	8	6	3	0	0	0	0	V
innovation-N	7	10	8	4	0	0	0	0	N
inn-R	9	3	2	1	440	592	578	344	R
innuendo-N	1	8	8	4	0	0	0	0	N
innuendo-V	1	8	8	3	0	0	0	0	V
inn-V	9	3	2	1	440	592	578	344	V
inorganic-J	11	9	8	4	0	0	0	0	J
input-N	20	5	5	2	0	0	0	0	N
input-V	20	5	5	2	0	0	0	0	V
inquest-N	5	7	7	2	0	0	0	0	N
inquirer-N	13	8	8	4	0	0	0	0	N
inquire-V	6	7	6	3	0	0	0	0	V
inquiry-N	17	7	8	4	485	358	321	483	N
inquisitor-N	1	10	9	4	0	0	0	0	N
insane-J	13	6	5	2	0	0	0	0	J
insane-N	13	6	5	2	0	0	0	0	N
insanity-N	3	8	8	4	0	0	0	0	N
insatiable-J	1	10	9	4	0	0	0	0	J
inscribed-V	7	9	8	3	0	0	0	0	V
insect-J	14	6	6	2	542	593	586	283	J
insect-N	14	6	6	2	542	593	586	283	N
insecure-J	3	8	7	3	501	0	373	0	J
insecure-V	3	8	8	3	501	0	373	0	V
insecurity-N	5	10	11	5	0	0	0	0	N
inserted-V	16	8	7	3	0	0	0	0	V
insertion-N	1	9	6	3	0	0	0	0	N
insert-N	13	6	5	2	0	0	0	0	N
insert-V	13	6	5	2	0	0	0	0	V
inset-J	1	5	5	2	0	0	0	0	J
inset-N	1	5	5	2	0	0	0	0	N
inset-V	1	5	5	2	0	0	0	0	V
inshore-A	2	7	4	2	0	0	0	0	A
inshore-J	2	7	4	2	0	0	0	0	J
inside-A	174	6	5	2	611	0	371	0	A
inside-J	174	6	5	2	611	0	371	0	J
inside-N	174	6	5	2	611	0	371	0	N
inside-R	174	6	5	2	611	0	371	0	R
insidious-J	2	9	8	3	0	0	0	0	J
insight-N	22	7	5	2	462	270	329	546	N
insincere-J	1	9	7	3	479	0	337	0	J
insipid-J	1	7	7	3	0	0	0	0	J
insipid-N	1	7	7	3	0	0	0	0	N
insistence-N	19	10	9	3	411	262	324	556	N
insistent-J	8	9	9	3	0	0	0	0	J
insistent-N	8	9	9	3	0	0	0	0	N
insist-V	27	6	6	2	0	0	0	0	V
insolence-N	6	9	8	3	412	248	407	511	N
insolent-J	2	8	8	3	388	311	357	0	J
insolent-N	2	8	8	3	388	311	357	0	N
insoluble-J	12	9	9	4	0	0	0	0	J
insoluble-N	12	9	9	3	0	0	0	0	N
insomnia-N	3	8	8	3	0	0	0	0	N
inspection-N	21	10	9	3	0	0	0	0	N
inspect-N	12	7	7	2	0	0	0	0	N
inspector-N	13	9	8	3	0	0	0	0	N
inspect-V	12	7	7	2	0	0	0	0	V
inspired-J	25	8	7	3	483	0	348	0	J
inspired-V	25	8	7	3	483	0	348	0	V
inspire-V	3	7	6	3	0	0	0	0	V
install-V	8	7	6	2	0	0	0	0	V
instance-N	82	8	7	2	501	284	250	471	N
instance-V	82	8	7	2	501	284	250	471	V
instant-A	38	7	7	2	0	0	0	0	A
instant-J	38	7	7	2	0	0	0	0	J
instantly-A	19	9	9	3	0	0	0	0	A
instantly-C	19	9	9	3	0	0	0	0	C
instant-N	38	7	7	2	0	0	0	0	N
instead-A	173	7	6	2	0	0	0	0	A
instigate-V	1	9	8	3	0	0	0	0	V
instigator-N	1	10	9	4	0	0	0	0	N
instinct-J	14	8	8	2	528	311	358	489	J
instinct-N	14	8	8	2	528	311	358	489	N
instinct-V	14	8	8	2	528	311	358	489	V
institute-N	50	9	9	3	505	499	485	0	N
institute-V	50	9	9	3	505	499	485	0	V
instructor-N	8	10	9	3	531	558	551	0	N
instruct-V	3	8	8	2	0	0	0	0	V
instrument-N	47	10	10	3	553	543	521	0	N
instrument-V	47	10	10	3	553	543	521	0	V
insularity-N	3	10	11	5	0	0	0	0	N
insulated-V	4	9	10	4	0	0	0	0	V
insulate-J	2	8	8	3	0	0	0	0	J
insulate-V	2	8	8	3	0	0	0	0	V
insulation-N	10	10	10	4	0	0	0	0	N
insulator-N	1	9	9	4	0	0	0	0	N
insulin-N	3	7	8	3	0	0	0	0	N
insult-N	7	6	6	2	552	375	477	0	N
insult-V	7	6	6	2	552	375	477	0	V
insurance-N	46	9	8	3	484	315	365	508	N
insure-V	24	6	4	2	0	0	0	0	V
insurgent-J	1	9	8	3	0	0	0	0	J
insurgent-N	1	9	8	3	0	0	0	0	N
intact-J	14	6	6	2	0	0	0	0	J
intake-J	7	6	5	2	0	0	0	0	J
intake-N	7	6	5	2	0	0	0	0	N
intangible-J	6	10	9	4	0	0	0	0	J
integer-N	4	7	6	3	450	0	0	0	N
integral-J	13	8	8	3	0	0	0	0	J
integral-N	13	8	8	3	0	0	0	0	N
integrate-J	7	9	8	3	0	0	0	0	J
integrate-V	7	9	8	3	0	0	0	0	V
integrity-N	10	9	9	4	481	247	379	0	N
intellect-N	5	9	8	3	507	254	336	0	N
intendant-N	1	9	9	3	0	0	0	0	N
intended-N	45	8	8	3	0	0	0	0	N
intended-V	45	8	8	3	0	0	0	0	V
intending-V	1	9	8	3	0	0	0	0	V
intend-V	15	6	6	2	0	0	0	0	V
intense-J	40	7	6	2	490	361	340	0	J
intense-N	40	7	6	2	490	361	340	0	N
intensify-V	4	9	9	4	0	0	0	0	V
intensity-N	56	9	9	4	0	0	0	0	N
intensive-J	15	9	8	3	0	0	0	0	J
intensive-N	15	9	8	3	0	0	0	0	N
intention-N	36	9	8	3	525	285	286	481	N
intent-J	14	6	6	2	0	0	0	0	J
intent-N	14	6	6	2	0	0	0	0	N
interact-N	2	8	8	3	0	0	0	0	N
interact-V	2	8	8	3	0	0	0	0	V
intercede-V	1	9	7	3	0	0	0	0	V
intercept-N	6	9	8	3	0	0	0	0	N
intercept-V	6	9	8	3	0	0	0	0	V
interested-J	105	10	9	4	0	0	0	0	J
interested-V	105	10	9	4	0	0	0	0	V
interest-N	330	8	7	2	572	305	359	411	N
interest-V	330	8	7	2	572	305	359	411	V
interfere-V	9	9	6	3	0	0	0	0	V
interim-A	11	7	7	3	309	310	261	0	A
interim-J	11	7	7	3	309	310	261	0	J
interim-N	11	7	7	3	309	310	261	0	N
interior-J	74	8	7	3	456	434	424	481	J
interior-N	74	8	7	3	456	434	424	481	N
interlude-N	5	9	7	3	0	0	0	0	N
interlude-V	5	9	7	3	0	0	0	0	V
interment-N	2	9	8	3	0	0	0	0	N
internal-J	62	8	6	3	0	0	0	0	J
internally-A	6	10	8	4	0	0	0	0	A
internal-N	62	8	6	3	0	0	0	0	N
intern-J	2	6	5	2	0	0	0	0	J
intern-N	2	6	5	2	0	0	0	0	N
intern-V	2	6	5	2	0	0	0	0	V
interplay-N	6	9	7	3	0	0	0	0	N
interpret-V	11	9	8	3	0	0	0	0	V
inter-R	2	5	4	2	0	0	0	0	R
interrupt-V	4	9	8	3	0	0	0	0	V
intersect-V	6	9	8	3	0	0	0	0	V
interstate-J	14	10	8	3	0	0	0	0	J
inter-V	2	5	4	2	0	0	0	0	V
interval-N	18	8	7	3	0	0	0	0	N
interval-V	18	8	6	3	0	0	0	0	V
intervene-V	2	9	7	3	0	0	0	0	V
interview-N	34	9	7	3	520	420	499	494	N
interview-V	34	9	7	3	520	420	499	494	V
interwoven-V	4	10	9	4	0	0	0	0	V
intestine-J	1	9	8	3	0	0	0	0	J
intestine-N	1	9	8	3	0	0	0	0	N
intimacy-N	3	8	8	4	0	0	0	0	N
intimate-J	21	8	7	3	508	281	495	0	J
intimate-N	21	8	7	3	508	281	495	0	N
intimate-V	21	8	7	3	508	281	495	0	V
intimidate-V	2	10	9	4	0	0	0	0	V
intolerant-J	1	10	10	4	0	0	0	0	J
intolerant-N	1	10	10	4	0	0	0	0	N
intonation-N	8	10	9	4	0	0	0	0	N
into-R	1791	4	4	2	584	306	259	0	R
intramural-J	2	10	11	4	0	0	0	0	J
intrepid-J	1	8	8	3	0	0	0	0	J
intricate-J	10	9	8	3	0	0	0	0	J
intricate-V	10	9	8	3	0	0	0	0	V
intrigue-N	4	8	6	2	0	0	0	0	N
intrigue-V	4	8	6	2	0	0	0	0	V
intrinsic-J	5	9	9	3	0	0	0	0	J
intrinsic-N	5	9	9	3	0	0	0	0	N
introduce-V	11	9	9	3	0	0	0	0	V
intruder-N	1	8	7	3	0	0	0	0	N
intrude-V	1	7	6	2	0	0	0	0	V
intrusion-N	3	9	8	3	0	0	0	0	N
intrusive-J	2	9	8	3	0	0	0	0	J
intuition-N	18	9	9	4	0	0	0	0	N
intuitive-J	7	9	9	4	0	0	0	0	J
inure-V	1	5	4	2	0	0	0	0	V
invader-N	1	7	6	3	402	485	419	439	N
invade-V	5	6	5	2	0	0	0	0	V
invalidate-V	2	10	9	4	0	0	0	0	V
invalid-J	7	7	7	3	0	0	0	0	J
invalid-N	7	7	7	3	0	0	0	0	N
invalid-V	7	7	7	3	0	0	0	0	V
invaluable-J	5	10	10	4	0	0	0	0	J
invariable-J	1	10	9	4	0	0	0	0	J
invariable-N	1	10	8	3	0	0	0	0	N
invariably-A	31	10	10	4	0	0	0	0	A
invasion-N	16	8	7	3	0	0	0	0	N
inveigh-V	1	7	4	2	0	0	0	0	V
invention-N	20	9	8	3	489	388	408	406	N
inventive-J	3	9	8	3	0	0	0	0	J
inventor-N	7	8	7	3	0	0	0	0	N
inventory-N	23	9	8	3	0	0	0	0	N
inventory-V	23	9	8	4	0	0	0	0	V
invent-V	7	6	6	2	0	0	0	0	V
inverse-J	5	7	5	2	0	0	0	0	J
inversely-A	5	9	7	4	0	0	0	0	A
inverse-N	5	7	5	2	0	0	0	0	N
inverse-V	5	7	5	2	0	0	0	0	V
inversion-N	2	9	7	3	0	0	0	0	N
inverted-V	3	8	7	3	0	0	0	0	V
invert-J	1	6	5	2	0	0	0	0	J
invert-N	1	6	5	2	0	0	0	0	N
invert-V	1	6	5	2	0	0	0	0	V
investment-J	43	10	10	3	0	0	0	0	J
investment-N	43	10	10	3	0	0	0	0	N
investor-N	2	8	7	3	0	0	0	0	N
invest-V	3	6	6	2	0	0	0	0	V
inveterate-J	3	10	9	4	0	0	0	0	J
inveterate-V	3	10	9	4	0	0	0	0	V
invincible-J	2	10	9	4	0	0	0	0	J
invincible-N	2	10	9	3	0	0	0	0	N
inviolable-J	1	10	9	5	0	0	0	0	J
inviolate-J	3	9	8	4	0	0	0	0	J
invisible-J	8	9	8	4	0	0	0	0	J
invisible-N	8	9	8	3	0	0	0	0	N
invisibly-A	2	9	9	4	0	0	0	0	A
invitation-N	20	10	9	4	557	439	513	361	N
invite-N	11	6	5	2	0	0	0	0	N
invite-V	11	6	5	2	0	0	0	0	V
inviting-J	8	8	7	3	0	0	0	0	J
inviting-V	8	8	7	3	0	0	0	0	V
invocation-N	1	10	9	4	0	0	0	0	N
invoke-V	4	6	5	2	0	0	0	0	V
involution-N	9	10	9	4	0	0	0	0	N
involved-J	147	8	7	3	586	0	363	0	J
involved-V	147	8	7	3	586	0	363	0	V
involve-V	31	7	6	2	0	0	0	0	V
inward-A	9	6	5	2	0	0	0	0	A
inward-J	9	6	5	2	0	0	0	0	J
inwardly-A	3	8	7	3	0	0	0	0	A
inwardly-J	3	8	7	3	0	0	0	0	J
inward-N	9	6	5	2	0	0	0	0	N
inwardness-N	2	10	8	3	0	0	0	0	N
iodide-N	8	6	5	3	0	0	0	0	N
iodine-N	18	6	5	3	396	576	508	558	N
ionic-J	8	5	5	3	0	0	0	0	J
ionic-N	8	5	5	2	0	0	0	0	N
ion-N	6	3	3	1	380	0	348	0	N
ionosphere-N	3	10	7	4	0	0	0	0	N
iota-N	1	4	4	3	339	275	322	0	N
irate-J	1	5	4	2	0	0	0	0	J
ire-N	1	3	2	2	0	0	0	0	N
iridium-N	1	7	7	3	0	0	0	0	N
irish-J	28	5	5	3	0	0	0	0	J
irishman-N	1	8	8	4	0	0	0	0	N
irishmen-N	1	8	8	4	0	0	0	0	N
irksome-J	1	7	5	2	0	0	0	0	J
ironical-J	2	8	8	4	0	0	0	0	J
ironic-J	13	6	6	3	0	0	0	0	J
ironing-J	5	7	5	3	0	0	0	0	J
ironing-V	5	7	5	3	0	0	0	0	V
iron-J	43	4	3	2	555	584	561	281	J
iron-N	43	4	3	2	555	584	561	281	N
ironside-N	1	8	6	3	0	0	0	0	N
iron-V	43	4	3	2	555	584	561	281	V
irony-J	12	5	4	3	458	243	293	606	J
irony-N	12	5	6	4	458	243	293	606	N
irrational-J	8	10	7	4	0	0	0	0	J
irrational-N	8	10	7	4	0	0	0	0	N
irregular-J	9	9	8	4	0	0	0	0	J
irregular-N	9	9	9	4	0	0	0	0	N
irrelevant-J	14	10	9	4	0	0	0	0	J
irresolute-J	2	10	8	4	0	0	0	0	J
irreverent-J	2	10	9	4	0	0	0	0	J
irrigate-V	1	8	6	3	0	0	0	0	V
irrigation-N	3	10	8	4	399	452	456	564	N
irritable-J	5	9	7	4	501	0	378	0	J
irritant-J	1	8	7	3	0	0	0	0	J
irritant-N	1	8	7	3	0	0	0	0	N
irritation-N	7	10	8	4	470	305	448	508	N
islamic-J	3	7	7	3	0	0	0	0	J
island-J	167	6	5	2	507	596	643	289	J
island-N	167	6	5	2	507	596	643	289	N
island-V	167	6	5	2	507	596	643	289	V
isle-N	5	4	2	1	471	530	520	0	N
isle-V	5	4	2	1	471	530	520	0	V
isn't-V	97	5	4	2	0	0	0	0	V
isolated-V	35	8	8	4	0	0	0	0	V
isolate-N	8	7	6	3	0	0	0	0	N
isolate-V	8	7	6	3	0	0	0	0	V
isolating-V	5	9	8	4	0	0	0	0	V
isolation-N	16	9	8	4	0	0	0	0	N
isothermal-J	1	10	8	4	0	0	0	0	J
isotopic-J	2	8	8	4	0	0	0	0	J
issuance-N	7	8	7	3	0	0	0	0	N
issue-N	152	5	4	2	525	338	315	472	N
issue-V	152	5	4	2	525	338	315	472	V
issuing-V	4	7	5	2	0	0	0	0	V
italian-J	47	7	7	3	0	0	0	0	J
italian-N	47	7	7	3	0	0	0	0	N
itch-N	5	4	3	1	526	488	486	0	N
itch-V	5	4	3	1	526	488	486	0	V
item-A	54	4	4	2	545	436	369	406	A
item-N	54	4	4	2	545	436	369	406	N
item-V	54	4	4	2	545	436	369	406	V
itinerant-J	1	9	9	4	0	0	0	0	J
itinerant-N	1	9	9	4	0	0	0	0	N
itinerary-J	3	9	9	5	0	0	0	0	J
itinerary-N	3	9	9	5	0	0	0	0	N
itself-U	304	6	6	2	0	0	0	0	U
its-J	1858	3	2	1	547	209	229	0	J
its-U	1858	3	2	1	547	209	229	0	U
it's-V	302	4	2	1	0	0	0	0	V
i've-V	125	4	2	1	0	0	0	0	V
ivory-N	17	5	5	3	512	571	529	0	N
ivy-J	9	3	3	2	479	567	551	0	J
ivy-N	9	3	3	2	479	567	551	0	N
jab-N	1	3	3	1	0	0	0	0	N
jab-V	1	3	3	1	0	0	0	0	V
jackass-N	2	7	5	2	0	0	0	0	N
jacket-N	33	6	5	2	596	635	611	0	N
jacket-V	33	6	5	2	596	635	611	0	V
jack-N	92	4	3	1	472	552	460	414	N
jack-V	92	4	3	1	472	552	460	414	V
jacobean-J	1	8	8	4	0	0	0	0	J
jacobite-N	1	8	7	3	0	0	0	0	N
jade-J	1	4	3	1	359	570	459	572	J
jade-N	1	4	3	1	359	570	459	572	N
jade-V	1	4	3	1	359	570	459	572	V
jagged-J	5	6	5	2	470	444	512	0	J
jagged-V	5	6	5	2	470	444	512	0	V
jag-N	1	3	3	1	0	0	0	0	N
jaguar-N	5	6	6	2	0	0	0	0	N
jag-V	1	3	3	1	0	0	0	0	V
jail-N	21	4	3	1	539	590	608	0	N
jail-V	21	4	3	1	539	590	608	0	V
jamaican-J	1	8	7	3	0	0	0	0	J
jamaican-N	1	8	7	3	0	0	0	0	N
jam-J	6	3	3	1	529	563	569	0	J
jam-N	6	3	3	1	529	563	569	0	N
jam-N	6	3	3	1	529	563	569	0	N
jam-V	6	3	3	1	529	563	569	0	V
jam-V	6	3	3	1	529	563	569	0	V
janitor-N	4	7	6	3	463	532	508	381	N
jansenist-N	1	9	8	3	0	0	0	0	N
january-N	53	7	8	3	0	0	0	0	N
japanese-J	53	8	7	3	0	0	0	0	J
japanese-N	53	8	7	3	0	0	0	0	N
japan-N	38	5	5	2	0	0	0	0	N
japan-V	38	5	5	2	0	0	0	0	V
jargon-N	4	6	5	2	413	352	386	0	N
jargon-V	4	6	5	2	413	352	386	0	V
jar-N	16	3	2	1	564	595	571	242	N
jar-V	16	3	3	1	564	595	571	242	V
jasper-N	1	6	5	2	0	0	0	0	N
jasper-V	1	6	6	2	0	0	0	0	V
jaunty-J	2	6	5	2	0	0	0	0	J
jaw-N	16	3	2	1	529	617	573	361	N
jaw-V	16	3	2	1	529	617	573	361	V
jay-N	15	3	2	1	0	0	0	0	N
jazz-N	99	4	3	1	0	0	0	0	N
jazz-V	99	4	3	1	0	0	0	0	V
jealous-J	4	7	5	2	519	0	446	0	J
jealousy-N	4	8	6	3	500	250	475	0	N
jean-J	23	4	3	1	0	0	0	0	J
jean-N	23	4	3	1	0	0	0	0	N
jeans-N	1	5	4	1	0	0	0	0	N
jeep-N	16	4	3	1	564	622	659	0	N
jejunum-N	3	7	7	3	0	0	0	0	N
jelly-N	3	5	4	2	521	560	590	0	N
jelly-V	3	5	4	2	521	560	590	0	V
jenny-N	8	5	4	2	0	0	0	0	N
jenny-N	8	5	4	2	0	0	0	0	N
jeopardize-V	4	10	7	3	0	0	0	0	V
jeopardy-N	4	8	6	3	352	266	344	0	N
jerk-N	2	4	3	1	452	441	479	400	N
jerk-V	2	4	3	1	452	441	479	400	V
jerky-J	4	5	4	2	0	0	0	0	J
jerky-N	4	5	4	2	0	0	0	0	N
jeroboam-N	1	8	8	4	0	0	0	0	N
jerry-J	15	5	4	2	0	0	0	0	J
jerry-N	15	5	4	2	0	0	0	0	N
jersey-J	25	6	4	2	559	621	572	306	J
jersey-N	25	6	4	2	559	621	572	306	N
jess-N	33	4	3	1	0	0	0	0	N
jess-V	33	4	3	1	0	0	0	0	V
jesting-J	2	7	6	2	0	0	0	0	J
jesting-V	2	7	6	2	0	0	0	0	V
jest-N	1	4	4	1	0	0	0	0	N
jest-V	1	4	4	1	0	0	0	0	V
jesuit-N	3	6	7	3	0	0	0	0	N
jet-J	29	3	3	1	583	580	585	0	J
jet-N	29	3	3	1	583	580	585	0	N
jet-V	29	3	3	1	583	580	585	0	V
jewel-N	1	5	4	2	519	594	621	292	N
jewel-V	1	5	4	2	519	594	621	292	V
jewish-J	74	6	4	2	0	0	0	0	J
jiffy-N	2	5	4	2	0	0	0	0	N
jigger-N	1	6	4	2	0	0	0	0	N
jig-N	8	3	3	1	0	0	0	0	N
jig-V	8	3	3	1	0	0	0	0	V
jimmy-N	11	5	4	2	0	0	0	0	N
jitterbug-N	1	9	7	3	440	472	473	0	N
jitters-N	2	7	5	2	0	0	0	0	N
jittery-J	1	7	6	3	0	0	0	0	J
job-N	238	3	3	1	578	432	470	0	N
job-V	238	3	3	1	578	432	470	0	V
jockeying-J	1	9	6	2	0	0	0	0	J
jockeying-V	1	9	6	2	0	0	0	0	V
jockey-N	5	6	4	2	443	557	606	0	N
jockey-V	5	6	4	2	443	557	606	0	V
jocose-J	1	6	5	2	0	0	0	0	J
jocular-J	4	7	7	3	0	0	0	0	J
jocund-J	1	6	6	2	0	0	0	0	J
john-N	362	4	3	1	0	0	0	0	N
johnny-N	30	6	4	2	0	0	0	0	N
joiner-N	3	6	4	2	0	0	0	0	N
joiner-V	3	6	5	2	0	0	0	0	V
join-N	65	4	3	1	544	292	340	0	N
joint-J	39	5	4	1	527	0	0	0	J
jointly-A	7	7	6	2	0	0	0	0	A
joint-N	39	5	4	1	527	0	0	0	N
joint-V	39	5	4	1	527	0	0	0	V
join-V	65	4	3	1	544	292	340	0	V
joke-N	22	4	3	1	580	388	483	289	N
joke-V	22	4	3	1	580	388	483	289	V
jolly-A	4	5	4	2	0	0	0	0	A
jolly-J	4	5	4	2	0	0	0	0	J
jolly-N	4	5	4	2	0	0	0	0	N
