"","X","Word","Unnamed","FREQcount","CDcount","FREQlow","Cdlow","SUBLTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue","CMUSylls"
"3731",3730,"conduction",13324,6,4,5,3,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872,3
"3732",3731,"conductor",13327,155,107,122,91,3.03921568627451,2.19312459835446,1.275631855031,2.03342375548695,"Noun",155,1,"Noun","155",3.48495874049892,3
"3733",3732,"conductors",13328,11,9,10,9,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",11,1,"Noun","11",2.37101538819208,3
"3734",3733,"conduit",13330,53,42,47,39,1.03921568627451,1.73239375982297,0.50071530758226,1.63346845557959,"Noun",51,0.962264150943396,"Noun.Name","51.2",3.02422790196743,3
"3735",3734,"conduits",13331,12,9,11,8,0.235294117647059,1.11394335230684,0.107296137339056,1,"Noun",12,1,"Noun","12",2.4057774944513,3
"3736",3735,"cone",13333,149,114,126,102,2.92156862745098,2.17609125905568,1.35908440629471,2.06069784035361,"Noun",146,0.986486486486487,"Noun.Name","146.2",3.46792540120014,1
"3738",3737,"cones",13338,61,47,58,45,1.19607843137255,1.79239168949825,0.560324272770625,1.68124123737559,"Noun",61,1,"Noun","61",3.08422583164271,1
"3740",3739,"confection",13346,9,7,8,7,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Noun",9,1,"Noun","9",2.29183414214446,3
"3741",3740,"conference",13357,1296,797,1193,745,25.4117647058824,3.11293997608408,9.50166905102527,2.90200289135073,"Noun",1295,1,"Noun","1295",4.40477411822854,3
"3742",3741,"confession",13369,841,546,809,535,16.4901960784314,2.92531209149965,6.50929899856938,2.73798732633343,"Noun",836,1,"Noun","836",4.21714623364411,3
"3743",3742,"confetti",13373,46,35,41,34,0.901960784313726,1.67209785793572,0.41726275631855,1.55630250076729,"Noun",46,1,"Noun","46",2.96393200008018,3
"3744",3743,"confidant",13374,31,28,30,28,0.607843137254902,1.50514997831991,0.33381020505484,1.46239799789896,"Noun",31,1,"Noun","31",2.79698412046437,3
"3745",3744,"confidante",13375,23,23,23,23,0.450980392156863,1.38021124171161,0.274201239866476,1.38021124171161,"Noun",23,1,"Noun","23",2.67204538385607,3
"3746",3745,"confidants",13377,3,1,3,1,0.0588235294117647,0.602059991327962,0.0119217930376729,0.301029995663981,"Noun",3,1,"Noun","3",1.89389413347242,3
"3747",3746,"confidence",13380,993,751,960,738,19.4705882352941,2.99738638439731,8.95326657129232,2.87621784059164,"Noun",994,1,"Noun","994",4.28922052654177,3
"3751",3750,"confluence",13420,10,10,10,10,0.196078431372549,1.04139268515823,0.119217930376729,1.04139268515823,"Noun",10,1,"Noun","10",2.33322682730268,3
"3752",3751,"conformist",13432,6,6,5,5,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",5,1,"Noun","5",2.13693218215872,3
"3756",3755,"confusion",13459,363,314,346,299,7.11764705882353,2.56110138364906,3.74344301382928,2.4983105537896,"Noun",362,0.997245179063361,"Noun.Name","362.1",3.85293552579352,3
"3757",3756,"confusions",13460,3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"3759",3758,"congestion",13477,24,20,23,19,0.470588235294118,1.39794000867204,0.238435860753457,1.32221929473392,"Noun",24,1,"Noun","24",2.6897741508165,3
"3762",3761,"conifers",13511,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3763",3762,"conjecture",13515,42,40,40,39,0.823529411764706,1.63346845557959,0.476871721506915,1.61278385671974,"Noun",38,0.904761904761905,"Noun.Verb","38.4",2.92530259772405,3
"3764",3763,"conjuror",13536,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3765",3764,"conn",13542,144,18,48,10,2.82352941176471,2.16136800223497,0.214592274678112,1.27875360095283,"Noun",43,0.581081081081081,"Noun.Name.Verb","43.26.5",3.45320214437943,1
"3766",3765,"connection",13549,1386,1008,1356,988,27.1764705882353,3.14207646107328,12.0171673819743,3.00389116623691,"Noun",1314,0.949421965317919,"Noun.Preposition","1314.70",4.43391060321775,3
"3767",3766,"connector",13553,8,7,8,7,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378,3
"3768",3767,"conniption",13562,7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,3
"3769",3768,"connivance",13564,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3770",3769,"conqueror",13581,57,40,40,28,1.11764705882353,1.76342799356294,0.476871721506915,1.61278385671974,"Noun",57,1,"Noun","57",3.0552621357074,3
"3771",3770,"conquerors",13582,20,12,12,11,0.392156862745098,1.32221929473392,0.143061516452074,1.11394335230684,"Noun",20,1,"Noun","20",2.61405343687838,3
"3774",3773,"cons",13589,112,71,100,68,2.19607843137255,2.05307844348342,0.846447305674774,1.85733249643127,"Noun",101,0.90990990990991,"Noun.Verb","101.10",3.34491258562788,1
"3778",3777,"consensus",13614,83,48,68,48,1.62745098039216,1.92427928606188,0.572246065808298,1.69019608002851,"Noun",83,1,"Noun","83",3.21611342820634,3
"3781",3780,"consonant",13681,10,8,10,8,0.196078431372549,1.04139268515823,0.0953743443013829,0.954242509439325,"Noun",6,0.6,"Noun.Adjective","6.4",2.33322682730268,3
"3782",3781,"consonants",13682,11,10,11,10,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",11,1,"Noun","11",2.37101538819208,3
"3783",3782,"consortia",13685,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3786",3785,"constable",13703,144,67,73,46,2.82352941176471,2.16136800223497,0.798760133524082,1.83250891270624,"Noun",114,0.786206896551724,"Noun.Name","114.31",3.45320214437943,3
"3787",3786,"constables",13704,9,6,5,5,0.176470588235294,1,0.0715307582260372,0.845098040014257,"Noun",9,1,"Noun","9",2.29183414214446,3
"3788",3787,"constancy",13708,10,10,9,9,0.196078431372549,1.04139268515823,0.119217930376729,1.04139268515823,"Noun",10,1,"Noun","10",2.33322682730268,3
"3793",3792,"consulate",13763,249,78,187,62,4.88235294117647,2.39794000867204,0.929899856938484,1.89762709129044,"Noun",237,0.955645161290323,"Noun.Name.Verb","237.7.4",3.6897741508165,3
"3794",3793,"consulates",13764,7,5,6,5,0.137254901960784,0.903089986991944,0.0596089651883643,0.778151250383644,"Noun",6,0.857142857142857,"Noun.Verb","6.1",2.1949241291364,3
"3795",3794,"consultant",13767,187,142,179,137,3.66666666666667,2.27415784926368,1.69289461134955,2.15533603746506,"Noun",187,1,"Noun","187",3.56599199140814,3
"3796",3795,"consumer",13781,106,80,89,72,2.07843137254902,2.02938377768521,0.953743443013829,1.90848501887865,"Noun",106,1,"Noun","106",3.32121791982967,3
"3797",3796,"consumers",13783,45,30,36,26,0.882352941176471,1.66275783168157,0.357653791130186,1.49136169383427,"Noun",45,1,"Noun","45",2.95459197382603,3
"3800",3799,"contagion",13801,21,12,21,12,0.411764705882353,1.34242268082221,0.143061516452074,1.11394335230684,"Noun",21,1,"Noun","21",2.63425682296667,3
"3801",3800,"container",13808,219,144,210,141,4.29411764705882,2.34242268082221,1.71673819742489,2.16136800223497,"Noun",219,1,"Noun","219",3.63425682296667,3
"3802",3801,"containers",13809,77,57,76,57,1.50980392156863,1.89209460269048,0.679542203147353,1.76342799356294,"Noun",77,1,"Noun","77",3.18392874483494,3
"3804",3803,"contender",13841,49,43,48,42,0.96078431372549,1.69897000433602,0.512637100619933,1.64345267648619,"Noun",50,1,"Noun","50",2.99080414648048,3
"3805",3804,"contenders",13843,17,16,17,16,0.333333333333333,1.25527250510331,0.190748688602766,1.23044892137827,"Noun",17,1,"Noun","17",2.54710664724777,3
"3807",3806,"contention",13849,41,39,38,37,0.803921568627451,1.6232492903979,0.464949928469242,1.60205999132796,"Noun",41,1,"Noun","41",2.91508343254236,3
"3810",3809,"contestant",13857,136,86,118,80,2.66666666666667,2.13672056715641,1.02527420123987,1.93951925261862,"Noun",134,1,"Noun","134",3.42855470930087,3
"3814",3813,"continent",13872,187,135,168,121,3.66666666666667,2.27415784926368,1.60944206008584,2.13353890837022,"Noun",185,1,"Noun","185",3.56599199140814,3
"3815",3814,"continents",13875,75,62,70,59,1.47058823529412,1.88081359228079,0.739151168335718,1.79934054945358,"Noun",73,0.973333333333333,"Noun.Name","73.2",3.17264773442525,3
"3818",3817,"contortion",13899,4,3,2,2,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048,3
"3822",3821,"contraband",13910,48,42,46,41,0.941176470588235,1.69019608002851,0.50071530758226,1.63346845557959,"Noun",32,0.666666666666667,"Noun.Adjective","32.16",2.98203022217297,3
"3824",3823,"contractor",13919,160,123,156,119,3.13725490196078,2.20682587603185,1.46638054363376,2.09342168516224,"Noun",160,1,"Noun","160",3.49866001817631,3
"3826",3825,"contrary",13943,454,409,411,371,8.90196078431373,2.65801139665711,4.8760133524082,2.61278385671974,"Noun",333,0.733480176211454,"Noun.Preposition.Adjective","333.91.30",3.94984553880157,3
"3829",3828,"contrition",13968,29,27,23,22,0.568627450980392,1.47712125471966,0.321888412017167,1.44715803134222,"Noun",29,1,"Noun","29",2.76895539686412,3
"3831",3830,"controller",13980,66,47,65,46,1.29411764705882,1.82607480270083,0.560324272770625,1.68124123737559,"Noun",66,1,"Noun","66",3.11790894484529,3
"3832",3831,"contusion",13993,36,31,34,30,0.705882352941177,1.56820172406699,0.369575584167859,1.50514997831991,"Noun",36,1,"Noun","36",2.86003586621145,3
"3833",3832,"contusions",13994,69,58,61,51,1.35294117647059,1.84509804001426,0.691463996185026,1.77085201164214,"Noun",69,1,"Noun","69",3.13693218215872,3
"3834",3833,"conundrum",13995,25,22,19,19,0.490196078431373,1.41497334797082,0.262279446828803,1.36172783601759,"Noun",22,0.88,"Noun.Name","22.3",2.70680749011528,3
"3835",3834,"convection",14005,4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3
"3837",3836,"convention",14018,629,331,509,265,12.3333333333333,2.79934054945358,3.94611349546972,2.52113808370404,"Noun",626,0.995230524642289,"Noun.Name","626.3",4.09117469159804,3
"3839",3838,"conversion",14043,66,58,63,56,1.29411764705882,1.82607480270083,0.691463996185026,1.77085201164214,"Noun",66,1,"Noun","66",3.11790894484529,3
"3840",3839,"converter",14048,11,10,9,8,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",11,1,"Noun","11",2.37101538819208,3
"3841",3840,"converters",14049,12,6,6,4,0.235294117647059,1.11394335230684,0.0715307582260372,0.845098040014257,"Noun",12,1,"Noun","12",2.4057774944513,3
"3843",3842,"conveyance",14056,11,10,11,10,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",11,1,"Noun","11",2.37101538819208,3
"3844",3843,"conveyor",14060,43,34,43,34,0.843137254901961,1.64345267648619,0.405340963280877,1.54406804435028,"Noun",43,1,"Noun","43",2.93528681863065,3
"3845",3844,"conviction",14065,303,237,295,233,5.94117647058824,2.48287358360875,2.82546494992847,2.37657695705651,"Noun",302,1,"Noun","302",3.77470772575321,3
"3849",3848,"convulsion",14088,10,9,9,8,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268,3
"3850",3849,"coo",14092,35,26,18,17,0.686274509803922,1.55630250076729,0.309966618979495,1.43136376415899,"Noun",47,0.959183673469388,"Noun.Name","47.2",2.84813664291175,1
"3866",3865,"coon",14133,64,34,55,31,1.25490196078431,1.81291335664286,0.405340963280877,1.54406804435028,"Noun",55,0.859375,"Noun.Name","55.9",3.10474749878732,1
"3867",3866,"coons",14136,26,10,23,8,0.509803921568627,1.43136376415899,0.119217930376729,1.04139268515823,"Noun",25,1,"Noun","25",2.72319790630345,1
"3868",3867,"cooperage",14142,2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",1,0.5,"Noun.Name","1.1",1.76895539686412,3
"3869",3868,"coos",14163,5,4,4,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,0.833333333333333,"Noun.Name","5.1",2.0699853925281,1
"3870",3869,"coot",14164,36,29,36,29,0.705882352941177,1.56820172406699,0.345731998092513,1.47712125471966,"Noun",33,0.942857142857143,"Noun.Verb","33.2",2.86003586621145,1
"3872",3871,"cop",14171,4393,1467,4131,1408,86.1372549019608,3.64286005258449,17.4892703862661,3.16672605558005,"Noun",3914,0.89279197080292,"Noun.Verb.Name","3914.464.6",4.93469419472895,1
"3873",3872,"copier",14185,32,26,32,26,0.627450980392157,1.51851393987789,0.309966618979495,1.43136376415899,"Noun",32,1,"Noun","32",2.81034808202235,3
"3874",3873,"copiers",14186,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"3876",3875,"copilot",14188,54,33,48,30,1.05882352941176,1.74036268949424,0.393419170243205,1.53147891704226,"Noun",46,0.851851851851852,"Noun.Verb.Name","46.5.3",3.0321968316387,3
"3878",3877,"copperhead",14196,7,4,5,3,0.137254901960784,0.903089986991944,0.0476871721506915,0.698970004336019,"Noun",6,0.857142857142857,"Noun.Name","6.1",2.1949241291364,3
"3882",3881,"cops",14207,4290,1694,3873,1603,84.1176470588235,3.63255851453267,20.1955174058178,3.2291697025391,"Noun",4291,1,"Noun","4291",4.92439265667713,1
"3885",3884,"copycat",14222,44,31,40,29,0.862745098039216,1.65321251377534,0.369575584167859,1.50514997831991,"Noun",44,1,"Noun","44",2.9450466559198,3
"3886",3885,"copycats",14223,7,7,6,6,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,3
"3887",3886,"copyright",14229,31,28,24,22,0.607843137254902,1.50514997831991,0.33381020505484,1.46239799789896,"Noun",31,1,"Noun","31",2.79698412046437,3
"3888",3887,"copyrights",14231,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3892",3891,"cord",14253,358,264,340,256,7.01960784313725,2.55509444857832,3.14735336194564,2.42324587393681,"Noun",345,0.974576271186441,"Noun.Name.Verb","345.5.4",3.84692859072278,1
"3897",3896,"cords",14272,86,73,85,73,1.68627450980392,1.93951925261862,0.870290891750119,1.86923171973098,"Noun",86,1,"Noun","86",3.23135339476308,1
"3898",3897,"corduroy",14273,34,29,29,25,0.666666666666667,1.54406804435028,0.345731998092513,1.47712125471966,"Noun",30,0.882352941176471,"Noun.Name","30.4",2.83590218649474,3
"3899",3898,"core",14278,501,287,461,277,9.82352941176471,2.70070371714502,3.42155460181211,2.45939248775923,"Noun",501,1,"Noun","501",3.99253785928948,1
"3900",3899,"cores",14281,33,20,33,20,0.647058823529412,1.53147891704226,0.238435860753457,1.32221929473392,"Noun",32,1,"Noun","32",2.82331305918672,1
"3903",3902,"cork",14291,146,116,113,90,2.86274509803922,2.16731733474818,1.38292799237005,2.06818586174616,"Noun",112,0.777777777777778,"Noun.Name.Verb","112.28.4",3.45915147689264,1
"3905",3904,"corks",14296,11,11,11,11,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,"Noun",10,1,"Noun","10",2.37101538819208,1
"3907",3906,"cormorant",14300,5,3,3,1,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281,3
"3908",3907,"cormorants",14301,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3909",3908,"corn",14302,725,403,633,361,14.2156862745098,2.86093662070009,4.80448259418216,2.60638136511061,"Noun",724,0.998620689655172,"Noun.Name","724.1",4.15277076284455,1
"3913",3912,"cornea",14310,16,12,16,12,0.313725490196078,1.23044892137827,0.143061516452074,1.11394335230684,"Noun",16,1,"Noun","16",2.52228306352273,3
"3914",3913,"corneas",14312,10,9,9,8,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268,3
"3916",3915,"cornerback",14317,9,7,8,6,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Noun",9,1,"Noun","9",2.29183414214446,3
"3920",3919,"cornflower",14327,3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,3
"3922",3921,"corns",14341,43,29,43,29,0.843137254901961,1.64345267648619,0.345731998092513,1.47712125471966,"Noun",44,1,"Noun","44",2.93528681863065,1
"3929",3928,"coroner",14366,458,321,377,276,8.98039215686275,2.66181268553726,3.82689556509299,2.50785587169583,"Noun",457,0.997816593886463,"Noun.Name","457.1",3.95364682768172,3
"3930",3929,"coroners",14367,6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3
"3931",3930,"coronet",14368,6,6,4,4,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3
"3932",3931,"corp",14369,66,41,8,5,1.29411764705882,1.82607480270083,0.488793514544588,1.6232492903979,"Noun",62,1,"Noun","62",3.11790894484529,1
"3933",3932,"corpora",14370,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3934",3933,"corporal",14371,802,281,179,109,15.7254901960784,2.90471554527868,3.35002384358608,2.45024910831936,"Noun",758,0.9475,"Noun.Adjective","758.42",4.19654968742314,3
"3935",3934,"corps",14378,555,267,138,89,10.8823529411765,2.74507479158206,3.18311874105866,2.42813479402879,"Noun",551,1,"Noun","551",4.03690893372652,1
"3936",3935,"corpse",14379,515,375,499,368,10.0980392156863,2.71264970162721,4.47067238912732,2.57518784492766,"Noun",517,1,"Noun","517",4.00448384377167,1
"3940",3939,"corr",14389,3,3,1,1,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",2,1,"Noun","2",1.89389413347242,1
"3942",3941,"correction",14398,163,134,74,64,3.19607843137255,2.2148438480477,1.59752026704816,2.13033376849501,"Noun",163,1,"Noun","163",3.50667799019216,3
"3943",3942,"corrente",14412,1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3944",3943,"corridor",14422,284,207,266,198,5.56862745098039,2.45484486000851,2.46781115879828,2.31806333496276,"Noun",283,1,"Noun","283",3.74667900215297,3
"3945",3944,"corridors",14423,52,46,52,46,1.01960784313725,1.72427586960079,0.548402479732952,1.67209785793572,"Noun",53,1,"Noun","53",3.01611001174525,3
"3946",3945,"corrosion",14435,10,8,9,7,0.196078431372549,1.04139268515823,0.0953743443013829,0.954242509439325,"Noun",10,1,"Noun","10",2.33322682730268,3
"3947",3946,"corruption",14445,218,154,199,145,4.27450980392157,2.34044411484012,1.83595612780162,2.19033169817029,"Noun",218,1,"Noun","218",3.63227825698458,3
"3950",3949,"corse",14454,10,4,7,2,0.196078431372549,1.04139268515823,0.0476871721506915,0.698970004336019,"Noun",7,0.7,"Noun.Name","7.3",2.33322682730268,1
"3954",3953,"cortisol",14468,6,2,6,2,0.117647058823529,0.845098040014257,0.0238435860753457,0.477121254719662,"Noun",6,1,"Noun","6",2.13693218215872,3
"3955",3954,"cortisone",14469,29,8,25,6,0.568627450980392,1.47712125471966,0.0953743443013829,0.954242509439325,"Noun",24,0.827586206896552,"Noun.Verb.Name","24.4.1",2.76895539686412,3
"3956",3955,"corundum",14470,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"3958",3957,"cose",14480,6,3,6,3,0.117647058823529,0.845098040014257,0.0357653791130186,0.602059991327962,"Noun",4,0.666666666666667,"Noun.Verb","4.2",2.13693218215872,1
"3959",3958,"cosmetics",14491,98,63,86,57,1.92156862745098,1.99563519459755,0.751072961373391,1.80617997398389,"Noun",98,1,"Noun","98",3.28746933674201,3
"3961",3960,"cosmonaut",14501,8,8,7,7,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",6,0.75,"Noun.Verb","6.2",2.24607665158378,3
"3962",3961,"cosmonauts",14502,10,3,7,1,0.196078431372549,1.04139268515823,0.0357653791130186,0.602059991327962,"Noun",7,0.7,"Noun.Verb","7.3",2.33322682730268,3
"3964",3963,"cosponsor",14506,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3970",3969,"costumer",14523,8,5,7,5,0.156862745098039,0.954242509439325,0.0596089651883643,0.778151250383644,"Noun",8,1,"Noun","8",2.24607665158378,3
"3971",3970,"costumers",14524,2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3
"3973",3972,"cot",14529,102,76,97,73,2,2.01283722470517,0.906056270863138,1.88649072517248,"Noun",102,1,"Noun","102",3.30467136684963,1
"3974",3973,"coterie",14532,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"3975",3974,"cots",14537,32,21,30,21,0.627450980392157,1.51851393987789,0.25035765379113,1.34242268082221,"Noun",32,1,"Noun","32",2.81034808202235,1
"3978",3977,"cottages",14541,25,21,25,21,0.490196078431373,1.41497334797082,0.25035765379113,1.34242268082221,"Noun",25,1,"Noun","25",2.70680749011528,3
"3982",3981,"cottonwood",14551,15,13,10,10,0.294117647058824,1.20411998265592,0.154983309489747,1.14612803567824,"Noun",12,0.8,"Noun.Name","12.3",2.49595412480038,3
"3983",3982,"couch",14555,1197,792,1171,776,23.4705882352941,3.07845681805329,9.44206008583691,2.8992731873176,"Noun",1184,0.993288590604027,"Noun.Name.Verb","1184.5.3",4.37029096019775,1
"3987",3986,"cough",14565,448,334,387,295,8.7843137254902,2.65224634100332,3.98187887458274,2.52504480703685,"Noun",258,0.574610244988864,"Noun.Verb","258.191",3.94408048314778,1
"3990",3989,"councilman",14586,72,35,44,26,1.41176470588235,1.86332286012046,0.41726275631855,1.55630250076729,"Noun",53,0.736111111111111,"Noun.Name","53.19",3.15515700226492,3
"3991",3990,"councilmen",14587,11,11,11,11,0.215686274509804,1.07918124604762,0.131139723414402,1.07918124604762,"Noun",11,1,"Noun","11",2.37101538819208,3
"3992",3991,"councilor",14588,9,3,3,2,0.176470588235294,1,0.0357653791130186,0.602059991327962,"Noun",7,0.777777777777778,"Noun.Name","7.2",2.29183414214446,3
"3993",3992,"councilors",14589,1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3
"3996",3995,"counseling",14594,211,149,199,144,4.13725490196078,2.32633586092875,1.77634716261326,2.17609125905568,"Noun",209,1,"Noun","209",3.61817000307321,3
"3997",3996,"counsellor",14597,132,74,86,59,2.58823529411765,2.12385164096709,0.882212684787792,1.8750612633917,"Noun",132,1,"Noun","132",3.41568578311155,3
"3998",3997,"counselor",14599,506,308,366,252,9.92156862745098,2.70500795933334,3.67191225560324,2.48995847942483,"Noun",414,0.826347305389222,"Noun.Name","414.87",3.9968421014778,3
"3999",3998,"counselors",14600,73,58,61,47,1.43137254901961,1.86923171973098,0.691463996185026,1.77085201164214,"Noun",69,0.932432432432432,"Noun.Name","69.5",3.16106586187544,3
"4005",4004,"countesses",14682,5,4,3,2,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,3
"4009",4008,"countryman",14690,12,11,12,11,0.235294117647059,1.11394335230684,0.131139723414402,1.07918124604762,"Noun",12,1,"Noun","12",2.4057774944513,3
"4010",4009,"countrymen",14691,83,73,83,73,1.62745098039216,1.92427928606188,0.870290891750119,1.86923171973098,"Noun",83,1,"Noun","83",3.21611342820634,3
"4012",4011,"coup",14698,133,106,123,98,2.6078431372549,2.12710479836481,1.26371006199332,2.02938377768521,"Noun",135,0.978260869565217,"Noun.Verb","135.3",3.41893894050927,1
"4013",4012,"coupe",14699,31,22,25,17,0.607843137254902,1.50514997831991,0.262279446828803,1.36172783601759,"Noun",32,1,"Noun","32",2.79698412046437,1
"4014",4013,"coupes",14700,5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",2.0699853925281,1
"4023",4022,"coups",14712,4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,1
"4026",4025,"courier",14718,168,98,138,85,3.29411764705882,2.22788670461367,1.16833571769194,1.99563519459755,"Noun",155,0.922619047619048,"Noun.Name","155.13",3.51972084675813,3
"4027",4026,"couriers",14720,42,25,41,24,0.823529411764706,1.63346845557959,0.298044825941822,1.41497334797082,"Noun",41,1,"Noun","41",2.92530259772405,3
"4029",4028,"court",14725,5137,1839,4464,1693,100.725490196078,3.71079409993033,21.9241773962804,3.26481782300954,"Noun",5089,0.990463215258856,"Noun.Verb.Name","5089.35.14",5.00262824207479,1
"4030",4029,"courtesies",14731,10,10,10,10,0.196078431372549,1.04139268515823,0.119217930376729,1.04139268515823,"Noun",10,1,"Noun","10",2.33322682730268,3
"4031",4030,"courtesy",14732,414,357,368,321,8.11764705882353,2.61804809671209,4.25608011444921,2.55388302664387,"Noun",414,1,"Noun","414",3.90988223885655,3
"4033",4032,"courtier",14735,3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",2,0.666666666666667,"Noun.Adjective","2.1",1.89389413347242,3
"4034",4033,"courtiers",14736,5,5,4,4,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,3
"4037",4036,"courts",14742,300,229,279,218,5.88235294117647,2.47856649559384,2.73009060562709,2.36172783601759,"Noun",298,0.996655518394649,"Noun.Verb","298.1",3.7704006377383,1
"4044",4043,"cove",14759,166,80,57,33,3.25490196078431,2.22271647114758,0.953743443013829,1.90848501887865,"Noun",164,0.987951807228916,"Noun.Name","164.2",3.51455061329204,1
"4046",4045,"covenant",14761,341,53,15,14,6.68627450980392,2.53402610605613,0.631855030996662,1.73239375982297,"Noun",336,0.98533724340176,"Noun.Verb","336.5",3.82586024820059,3
"4048",4047,"covenants",14763,5,4,4,3,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",4,0.8,"Noun.Verb","4.1",2.0699853925281,3
"4049",4048,"coverage",14768,318,238,308,235,6.23529411764706,2.50379068305718,2.83738674296614,2.37839790094814,"Noun",318,1,"Noun","318",3.79562482520164,3
"4050",4049,"coverall",14769,3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3
"4051",4050,"coveralls",14770,9,8,9,8,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Noun",9,1,"Noun","9",2.29183414214446,3
